sample_id,label,target_file,period,day,day_num,day_label,batch,source_kind,s1_delta_r,s1_delta_r_norm,s1_ema_rise_a0001,s1_ema_decay_a0001,s1_ema_rise_a001,s1_ema_decay_a001,s1_ema_rise_a01,s1_ema_decay_a01,s2_delta_r,s2_delta_r_norm,s2_ema_rise_a0001,s2_ema_decay_a0001,s2_ema_rise_a001,s2_ema_decay_a001,s2_ema_rise_a01,s2_ema_decay_a01,s3_delta_r,s3_delta_r_norm,s3_ema_rise_a0001,s3_ema_decay_a0001,s3_ema_rise_a001,s3_ema_decay_a001,s3_ema_rise_a01,s3_ema_decay_a01,s4_delta_r,s4_delta_r_norm,s4_ema_rise_a0001,s4_ema_decay_a0001,s4_ema_rise_a001,s4_ema_decay_a001,s4_ema_rise_a01,s4_ema_decay_a01,s5_delta_r,s5_delta_r_norm,s5_ema_rise_a0001,s5_ema_decay_a0001,s5_ema_rise_a001,s5_ema_decay_a001,s5_ema_rise_a01,s5_ema_decay_a01,s6_delta_r,s6_delta_r_norm,s6_ema_rise_a0001,s6_ema_decay_a0001,s6_ema_rise_a001,s6_ema_decay_a001,s6_ema_rise_a01,s6_ema_decay_a01
alcohol_75,alcohol,alcohol\alcohol_75.csv,Period_III,Day 19,19,Period III Day 19,batch4,new,43.0,0.8269230769230769,0.042340915579473545,-0.012209642417831401,0.36990145189526774,-0.07403853077393244,1.6907364969338476,-0.262701765772307,10.0,0.045454545454545456,0.008878090024905666,-0.0036535761456797005,0.07874562463258583,-0.022032937155320204,0.46429601437989293,-0.11968677908336176,4.0,0.018518518518518517,0.003966184361563154,-0.0019398687700684092,0.03677875378913027,-0.015371269856576896,0.2187541,-0.10016957992657256,10.0,0.04524886877828054,0.008429062134484456,-0.005637368000312343,0.07019472103005515,-0.03516823148885257,0.31577884111130616,-0.15323437777067547,40.0,0.8888888888888888,0.0393010077542946,-0.007473550398988776,0.33680994283399834,-0.04702845155487043,2.1615749220000007,-0.20039453767982796,1.0,0.07142857142857142,1.1923340697130285e-05,-0.001,0.0006766619467007632,-0.01,0.026124743319144203,-0.1
alcohol_76,alcohol,alcohol\alcohol_76.csv,Period_III,Day 19,19,Period III Day 19,batch4,new,33.0,0.6470588235294118,0.03213470328998347,-0.011649553492587516,0.2552342397624573,-0.07172985411181665,1.13582,-0.26457796502132025,8.0,0.0365296803652968,0.007814937701171937,-0.0044016221438264915,0.06386949370537352,-0.022989883364271498,0.40780000000000005,-0.12394689679751528,4.0,0.018604651162790697,0.003591037198025744,-0.0018487409722109688,0.02950399,-0.011940690312854201,0.2539,-0.10079766443076874,11.0,0.05045871559633028,0.009999647890086534,-0.006216303920942689,0.07806805806972865,-0.03353537075193661,0.3275763986117219,-0.15729219483485885,33.0,0.75,0.032666561318682216,-0.0071230449034485575,0.2988427929301609,-0.04301105540418826,1.6487944269491253,-0.19798359100302088,1.0,0.07142857142857142,0.001,0.0,0.01,0.0,0.1,0.0
alcohol_77,alcohol,alcohol\alcohol_77.csv,Period_III,Day 20,20,Period III Day 20,batch4,new,32.0,0.7619047619047619,0.0308805646049153,-0.010578987659021492,0.23193748847225804,-0.06422704480633354,0.8348264849710677,-0.25292504776466174,8.0,0.03902439024390244,0.007860684231962744,-0.001986641173589871,0.06746760384990745,-0.018455116818660574,0.30637869322077105,-0.12011547534755468,4.0,0.020202020202020204,0.003871806478127964,-0.001855479000820919,0.029377761096564182,-0.01208222236130259,0.20047784401000002,-0.10631107976581,8.0,0.03636363636363636,0.006826055299819178,-0.0037533673447559847,0.05506537071030039,-0.025527390621183164,0.291812568581086,-0.1652119766789733,30.0,0.8108108108108109,0.027993729148710504,-0.008943990029381246,0.21709028495016802,-0.055810562797978164,1.0502473549910525,-0.22083553426241753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_78,alcohol,alcohol\alcohol_78.csv,Period_III,Day 20,20,Period III Day 20,batch4,new,21.0,0.5,0.019335040396827704,-0.006355937997207527,0.1575476063698766,-0.03911046356668022,0.8836227726899243,-0.1754531580151713,6.0,0.02926829268292683,0.005954310632219392,-0.0010203416234622824,0.055698693440865116,-0.011527708877101793,0.3489332631357772,-0.10909965538934599,3.0,0.015151515151515152,0.0029731713159110466,-0.0010144137181377424,0.027465327601828432,-0.01100651458882871,0.18100000000000002,-0.1027186042807828,6.0,0.02727272727272727,0.004898429102510133,-0.002002421824301377,0.04102693807906866,-0.019850142849667903,0.2544553732575271,-0.15735117187990744,20.0,0.5405405405405406,0.01884585316998686,-0.0038054912502416566,0.17532798947485886,-0.02585576899432227,0.9646408122430608,-0.14085134936917576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_79,alcohol,alcohol\alcohol_79.csv,Period_III,Day 20,20,Period III Day 20,batch4,new,24.0,0.5581395348837209,0.023040501167360394,-0.01013470905196752,0.17050311156827042,-0.06146063090837552,1.042375056171671,-0.24481215289161706,7.0,0.03398058252427184,0.006928490902325646,-0.0028807434068229146,0.06327257987111375,-0.020835052500333177,0.4404323,-0.12081788113401452,4.0,0.020100502512562814,0.0039543798593756905,-0.0019811710170165864,0.03576140763557482,-0.018262520752117317,0.21411606028167102,-0.11365861181202694,7.0,0.031818181818181815,0.006819337765401124,-0.004708243416254573,0.054584610067014636,-0.030637777506667893,0.2793993081714956,-0.2,19.0,0.5,0.01842166142986058,-0.007184824283773207,0.15026969123561254,-0.04331009627327529,0.8874308527298581,-0.21466870941899718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_80,alcohol,alcohol\alcohol_80.csv,Period_III,Day 20,20,Period III Day 20,batch4,new,23.0,0.5348837209302325,0.0223227736786054,-0.009493087535138962,0.17239890168724237,-0.059471642484316016,0.75866666501,-0.2438467564654121,7.0,0.03414634146341464,0.005904123560043733,-0.00355614176977015,0.05135829672142381,-0.02377205004547126,0.28647219960021725,-0.125373964088574,4.0,0.020202020202020204,0.002934149949996237,-0.002640955580544384,0.024341030848376664,-0.01829889273733783,0.15445787651248974,-0.11676852817249275,6.0,0.02727272727272727,0.004904333813154754,-0.0037616339617913886,0.041543437371479024,-0.025315776745124755,0.21994280765312796,-0.17706321397955516,19.0,0.5,0.01844089790578842,-0.0064397432590777405,0.14271965529643055,-0.040553203115750586,0.8059058650100002,-0.18085866683198468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_81,alcohol,alcohol\alcohol_81.csv,Period_III,Day 21,21,Period III Day 21,batch4,new,32.0,0.7441860465116279,0.031143293197277048,-0.016091014316772036,0.2499146968334326,-0.09994404536549759,1.1663093000000002,-0.3549584864590569,10.0,0.04854368932038835,0.008850909245860912,-0.005520158929735113,0.07667472045372843,-0.03447079687525184,0.4692168416711422,-0.14594926995574256,6.0,0.030303030303030304,0.004772064111437771,-0.0028836778609816153,0.033762405891485395,-0.02106294778364897,0.22997341000000002,-0.10887949548364495,12.0,0.06,0.01020734115603481,-0.00898025544672577,0.07118023159547135,-0.04596853987810897,0.3042768087198579,-0.18293245159586471,27.0,0.7297297297297297,0.02654898374310647,-0.009686705648780252,0.22906620106480813,-0.061726707733588265,1.3478952798111483,-0.2566673396911634,1.0,0.09090909090909091,0.001,-4.608657333686776e-05,0.01,-0.0022206469924349933,0.1,-0.052416745982315605
alcohol_82,alcohol,alcohol\alcohol_82.csv,Period_III,Day 21,21,Period III Day 21,batch4,new,22.0,0.5116279069767442,0.0208883015224757,-0.0070966615275343935,0.1990972673011476,-0.043844437066514926,1.3136780000000001,-0.21689840432728524,8.0,0.03864734299516908,0.007950156719310784,-0.002874188235595557,0.07515422088490789,-0.020495017515196105,0.68,-0.10966726376886592,3.0,0.015,0.002995003999,-0.0010067620414636158,0.02950399,-0.010494709853054705,0.2539,-0.10190624353239229,9.0,0.045,0.006719359450253177,-0.0038366059344821127,0.05028016678389217,-0.027702196150448888,0.284405509833357,-0.16098685771283697,19.0,0.5135135135135135,0.016993446765962594,-0.004705143209647673,0.1653438334864658,-0.03142334750443955,1.2785960642519,-0.1770854627812708,1.0,0.09090909090909091,0.001,-9.999999999999159e-07,0.01,-9.99999999999994e-05,0.1,-0.009999999999999995
alcohol_83,alcohol,alcohol\alcohol_83.csv,Period_III,Day 21,21,Period III Day 21,batch4,new,31.0,0.6326530612244898,0.028165397773615975,-0.012149916160309398,0.18735952956398086,-0.0736852003808838,0.9418519219320343,-0.2847735073671447,9.0,0.041474654377880185,0.007641292717375978,-0.0035886414178877934,0.05302163176248294,-0.022482249904948348,0.3761718101113062,-0.13026706686072453,4.0,0.019138755980861243,0.0029475100356909914,-0.0018875786316917937,0.02521192451841599,-0.013327927751200817,0.22993281830033344,-0.1032065192848934,11.0,0.05045871559633028,0.009291882716041967,-0.005416175656390224,0.05842790253080543,-0.027925071614457023,0.26818180765312793,-0.14818579209044905,25.0,0.5813953488372093,0.02440515862100017,-0.009625952067999495,0.19864967752903817,-0.05991970457324213,0.9408521000000001,-0.27287087979220326,1.0,0.08333333333333333,9.999999999999159e-07,0.0,9.99999999999994e-05,0.0,0.009999999999999995,0.0
alcohol_84,alcohol,alcohol\alcohol_84.csv,Period_III,Day 21,21,Period III Day 21,batch4,new,30.0,0.6122448979591837,0.027916107003929047,-0.012594206113689686,0.23136413580555046,-0.07483967733023009,1.238678650757,-0.28545167393922766,9.0,0.041474654377880185,0.00845806129704569,-0.00430517642199431,0.07105740104666725,-0.026556223860226894,0.38602000000000003,-0.12430466553501451,4.0,0.019138755980861243,0.003979083779399483,-0.001937964948551195,0.03798182948686636,-0.015251764229403345,0.25542778060900007,-0.1012157665459057,11.0,0.05045871559633028,0.010372624528587584,-0.006481485009867698,0.07142196895663096,-0.03909966041693876,0.33726278791790454,-0.16235346929846228,29.0,0.6904761904761905,0.027672153618371532,-0.01068656537041136,0.2490717674079879,-0.0674783437004883,1.4082645665464961,-0.28927531272019086,0.0,0.0,0.0,-0.001,0.0,-0.01,0.0,-0.1
acetone_85,acetone,acetone\acetone_85.csv,Period_IV,Day 22,22,Period IV Day 22,batch5,new,18.0,0.26865671641791045,0.017839758766471606,-0.005491369819652135,0.1646390614654856,-0.039012915129737084,1.1766,-0.18601255170793626,4.0,0.01680672268907563,0.003992006998,-0.0019626994604352264,0.03920698,-0.016829028367925075,0.3268000000000001,-0.10193869671990116,3.0,0.013333333333333334,0.001007958131701496,-0.0010255034339758694,0.010759290590954934,-0.012148772894249975,0.1486511798509,-0.1493932186367035,4.0,0.015384615384615385,0.00199489622940836,-0.0020005892528990824,0.019421775026722835,-0.019776180847172826,0.15786037565584346,-0.15852663627273295,18.0,0.32142857142857145,0.01686353477079037,-0.0036160980484725687,0.15682386757643893,-0.02703245534099285,1.2365949000000003,-0.15851052990569692,1.0,0.06666666666666667,1.8993769480308165e-06,-0.001,0.00013446121833475023,-0.01,0.010000141158163861,-0.1
acetone_86,acetone,acetone\acetone_86.csv,Period_IV,Day 22,22,Period IV Day 22,batch5,new,32.0,0.5079365079365079,0.030217134628009273,-0.01007028341765567,0.26536697645718765,-0.06264081603694233,1.3594253839213257,-0.23577490942200702,7.0,0.030042918454935622,0.006933452862569955,-0.0019184805840119562,0.06373428847373713,-0.01425937135628313,0.32930230917258285,-0.10001418383014347,3.0,0.013392857142857142,0.002971236534430474,-0.0010009550199818235,0.02732398565899625,-0.010062982363120324,0.1522874051555903,-0.1000785516721128,6.0,0.023809523809523808,0.004905354370759489,-0.0020004040387662327,0.04164073079870368,-0.01965384976016578,0.24544387577676358,-0.1561143403646361,25.0,0.4716981132075472,0.023487595173484185,-0.006532167230719491,0.2101117764317792,-0.04514821229879818,1.0766858431375512,-0.18903161059815698,1.0,0.06666666666666667,3.4996106665010403e-05,-0.001,0.0016878526091489154,-0.01,0.037336669808323356,-0.1
acetone_87,acetone,acetone\acetone_87.csv,Period_IV,Day 22,22,Period IV Day 22,batch5,new,34.0,0.5483870967741935,0.03390613688705199,-0.011954078311297345,0.33073587518800995,-0.07252759297906358,2.5862081,-0.2812679958532518,31.0,0.1341991341991342,0.03050614445546262,-0.0128389367030744,0.2672100215355743,-0.07744108454528971,1.9385309261100006,-0.24380796362761245,3.0,0.013513513513513514,0.001996005996001,-0.0019249745238007683,0.0196059601,-0.014588694078013859,0.16561000000000003,-0.10004046461292485,13.0,0.052,0.011221085536403375,-0.009669838528311936,0.1006161332900001,-0.049892892729140076,0.781093961300158,-0.19479612989403933,22.0,0.4230769230769231,0.021942068955015,-0.008336690879891091,0.214268551498,-0.05481333596682238,1.7607200000000003,-0.20213283394253606,1.0,0.06666666666666667,0.001,-1.7989181424795915e-05,0.01,-0.0008895331635857626,0.1,-0.028580897142307535
acetone_88,acetone,acetone\acetone_88.csv,Period_IV,Day 22,22,Period IV Day 22,batch5,new,26.0,0.4482758620689655,0.025745309694032572,-0.006653314711551407,0.23567182777445891,-0.050289694621846896,1.5812331600000005,-0.2534791687221918,27.0,0.11894273127753303,0.02671267749737618,-0.006845094764624516,0.24272059237698793,-0.05470137651629002,1.4391252460100001,-0.22510326433873756,1.0,0.004545454545454545,0.001,-0.0010404591401580242,0.01,-0.012353622077776055,0.1,-0.10203683482482068,14.0,0.05761316872427984,0.012361567894889527,-0.005585443422741695,0.11021459846384865,-0.036279560921845116,0.6710008050012174,-0.20654319558675857,27.0,0.5510204081632653,0.026918211583547517,-0.003979660214379684,0.2620078843207996,-0.03549007443733462,2.0553250818000004,-0.22530994810782373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acetone_89,acetone,acetone\acetone_89.csv,Period_IV,Day 23,23,Period IV Day 23,batch5,new,29.0,0.6041666666666666,0.028523428396362325,-0.011442424659427304,0.24609102199489383,-0.07009877350243335,1.4172860292816714,-0.3006088641999219,31.0,0.14761904761904762,0.030513373481449273,-0.014047482885945862,0.26504511614580994,-0.07896597635896775,1.3371411000000004,-0.2552335083444626,3.0,0.014423076923076924,0.0028825496862361828,-0.0019159596338020445,0.020899740686678322,-0.014242328504141262,0.19,-0.10011633202594025,18.0,0.07725321888412018,0.01739945125484985,-0.011442828550715635,0.13264064999613664,-0.057429001479322936,0.679858754012185,-0.22445291002022724,23.0,0.575,0.02287235733013578,-0.00787674975306633,0.21755140161780462,-0.04596316828632868,1.550670234171671,-0.20378513092350853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acetone_90,acetone,acetone\acetone_90.csv,Period_IV,Day 23,23,Period IV Day 23,batch5,new,32.0,0.6666666666666666,0.03188820168664946,-0.010595984398700499,0.30899892358501685,-0.06411091555469957,2.395371238654504,-0.2736865545248773,34.0,0.1619047619047619,0.03367261178901496,-0.012329588520445248,0.30866603591379915,-0.07238796306710675,2.2230859432896946,-0.25923636808232553,2.0,0.009615384615384616,0.001998001,-1.2857996014103241e-05,0.019801,-0.0011665280927262815,0.18100000000000002,-0.051571451062117246,15.0,0.06437768240343347,0.013443507646797493,-0.007197447894474489,0.09616017821336575,-0.041546048072063524,0.5872915776693174,-0.20819307031118123,20.0,0.5,0.019809942066333002,-0.006222559543890822,0.18181622440149847,-0.037659961212854205,1.3244100000000003,-0.19935975163327063,1.0,0.07142857142857142,3.781281173718216e-06,-0.001,0.00026330421507180304,-0.01,0.0181009436411545,-0.1
acetone_91,acetone,acetone\acetone_91.csv,Period_IV,Day 23,23,Period IV Day 23,batch5,new,48.0,0.7868852459016393,0.04688113912290102,-0.011987425170704842,0.43721692191551076,-0.07726971468903958,2.743902978679054,-0.32505432779774646,45.0,0.19736842105263158,0.0439833101244383,-0.012953205661004368,0.37543352922195333,-0.08255167971210622,2.2176977900000003,-0.2796757479052451,2.0,0.009009009009009009,0.001996005996001,-0.0010039325511306955,0.0196059601,-0.010337262428291118,0.16561000000000003,-0.10685741233322364,24.0,0.09716599190283401,0.023493015532999054,-0.009574134111643576,0.19921803820423015,-0.06134672537574823,1.11747960813087,-0.24705913607897262,43.0,0.8431372549019608,0.04274577953290121,-0.008346959158253328,0.40526649852147456,-0.059628184596965686,2.9118397900000006,-0.3132041921051727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acetone_92,acetone,acetone\acetone_92.csv,Period_IV,Day 23,23,Period IV Day 23,batch5,new,70.0,1.1864406779661016,0.0693324019715112,-0.010857874684656522,0.6361967414471562,-0.06835692471358436,3.8501112348120277,-0.3186196797921901,62.0,0.27312775330396477,0.06132385555811551,-0.011809119743535424,0.5568095401000707,-0.07574454256151057,3.2314893591100002,-0.28851878804596254,4.0,0.01809954751131222,0.002987024082257009,-0.0019483125673087375,0.02872475833428481,-0.015846194743388525,0.2031381059609,-0.108504267154039,32.0,0.1306122448979592,0.031633439421202655,-0.010854386645097757,0.28543906079778253,-0.061868657009566036,1.4327762025565949,-0.25754551725140423,62.0,1.2653061224489797,0.06146861111321266,-0.008076574370738766,0.5691332582460766,-0.05213320589474856,3.0782613629640485,-0.26144558082047825,0.0,0.0,0.0,-0.001,0.0,-0.01,0.0,-0.1
acetone_93,acetone,acetone\acetone_93.csv,Period_IV,Day 24,24,Period IV Day 24,batch5,new,55.0,0.8870967741935484,0.05455892860954381,-0.007349723281533025,0.5075810308513716,-0.05312341702479934,3.291735300000001,-0.26022758823691994,46.0,0.19913419913419914,0.04563859423388303,-0.0077344533275771074,0.4252522997456608,-0.05778228555272009,2.4937090691341903,-0.22682338475771477,3.0,0.013157894736842105,0.002991022959049959,-0.0019455341958277842,0.029122594959219303,-0.015708006469441593,0.22936113100000002,-0.10030470975740179,27.0,0.11020408163265306,0.02680581068412541,-0.006419033540275969,0.2512902940538869,-0.04475100485758974,1.4880506101491,-0.1967804839156211,49.0,0.9607843137254902,0.04869203545853739,-0.004854745005492416,0.4601130734876054,-0.03767030345880601,3.2485730690377945,-0.19359915339044673,1.0,0.06666666666666667,0.001,0.0,0.01,0.0,0.1,0.0
acetone_94,acetone,acetone\acetone_94.csv,Period_IV,Day 24,24,Period IV Day 24,batch5,new,22.0,0.36666666666666664,0.021348730540124768,-0.007025197257947282,0.164966591875521,-0.04308138505380464,1.146989,-0.2113751049670276,22.0,0.09606986899563319,0.021350302944009213,-0.0070316770772455755,0.16481388492952656,-0.0399174256353011,0.9110701000000001,-0.1749701320991657,1.0,0.004405286343612335,0.001,-0.001100481122859096,0.01,-0.014244392468588614,0.1,-0.10252394327591563,16.0,0.06611570247933884,0.014479693260930565,-0.005469366735241425,0.12056695467093738,-0.032806172476733675,0.7179498613001579,-0.184098853541986,24.0,0.4897959183673469,0.022940068034696694,-0.004668752513238735,0.2240683202856825,-0.029652550799722316,1.7690621797658104,-0.142005801524641,1.0,0.07142857142857142,2.1543072492137463e-05,-0.001,0.0010020776965116458,-0.01,0.02567712658534642,-0.1
acetone_95,acetone,acetone\acetone_95.csv,Period_IV,Day 24,24,Period IV Day 24,batch5,new,25.0,0.4166666666666667,0.0243529031186286,-0.0133924083627328,0.19638019833090511,-0.08473895391380117,1.3533301910000004,-0.386263244936211,26.0,0.11353711790393013,0.02527634680730329,-0.014289352849018971,0.19757703682142427,-0.08734771386891065,1.124199183562683,-0.3148799273922607,3.0,0.01327433628318584,0.0019646085069287143,-0.0010154206183271418,0.016954094235281606,-0.011105645924500052,0.1108656721,-0.10369062671557729,17.0,0.07053941908713693,0.016560589868623927,-0.010789243140347904,0.13215436584930731,-0.05560381084612025,0.7578917794089046,-0.26209459487142744,23.0,0.46,0.022413030707272383,-0.011416113204380834,0.21002107535452894,-0.07395286368671888,1.6404790000000005,-0.3450126278212351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acetone_96,acetone,acetone\acetone_96.csv,Period_IV,Day 24,24,Period IV Day 24,batch5,new,23.0,0.38333333333333336,0.021309554684750986,-0.011012011818078617,0.16150477206313063,-0.07000030394834787,0.9605100000000001,-0.2719891587972735,23.0,0.10043668122270742,0.021135549053837268,-0.011975883327651163,0.1627122145623705,-0.07411990429885171,0.8705100000000002,-0.26764860201063356,2.0,0.008849557522123894,0.001968491075759527,-0.0010009550199818235,0.017249803359578535,-0.010062982363120324,0.10343368382029253,-0.1000785516721128,15.0,0.06224066390041494,0.013913150645394466,-0.009660447546033695,0.09535266253346755,-0.053656682196298225,0.41122686980523027,-0.22788792946474765,17.0,0.3469387755102041,0.01591562780626734,-0.00922757877601683,0.12229927694264892,-0.06159544228936026,0.4837630281190278,-0.25717790466921103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_63,air,air\air_63.csv,Period_IV,Day 22,22,Period IV Day 22,batch5,new,1.0,0.01639344262295082,0.00031918730986080495,-2.448371409027167e-05,0.008929624340464798,-0.0012583960758139803,0.09976346993230682,-0.03294230276360262,1.0,0.0044444444444444444,0.001,-3.970198067261219e-06,0.01,-0.00037189958364588875,0.1,-0.023087730753969984,2.0,0.009433962264150943,0.0010056031111088251,-1.9463657086493885e-05,0.01002247965071801,-0.001562227262699431,0.10000000000000002,-0.04737096970533788,2.0,0.008130081300813009,0.0004892426318333259,-0.00012834041112981488,0.013953599719101172,-0.0068412278112986585,0.1526267930945518,-0.12687477845790124,1.0,0.0196078431372549,0.00021398908459336913,-6.818742077606085e-05,0.006740745695539448,-0.0033977905132340173,0.09297879002060648,-0.06197247721182538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_64,air,air\air_64.csv,Period_IV,Day 22,22,Period IV Day 22,batch5,new,1.0,0.016666666666666666,0.001,-5.435972005398738e-05,0.01,-0.00421508068365662,0.1,-0.09872751670859208,2.0,0.008928571428571428,0.001892755607725575,-2.9044864689546407e-05,0.01633282515807863,-0.0019118318629108323,0.11007572605687202,-0.08496534130827885,2.0,0.009389671361502348,0.001771753181936874,-0.00011613679186877137,0.011723528189089791,-0.006864566963300512,0.10451035946886188,-0.09997327818712931,3.0,0.012345679012345678,0.001989120179000226,-0.0010167958802278746,0.019013137103736963,-0.011446328330939996,0.15729628322086975,-0.1508876507153133,3.0,0.061224489795918366,0.001954065569244682,-4.480196744529024e-05,0.017196735418424598,-0.0035680575279862245,0.1074118249420418,-0.10143317925929429,1.0,0.06666666666666667,1.628526382175437e-05,-0.001,0.0008939716453378842,-0.01,0.030936487663268855,-0.1
air_65,air,air\air_65.csv,Period_IV,Day 22,22,Period IV Day 22,batch5,new,1.0,0.01694915254237288,9.642173433428421e-05,-0.001,0.004304643355119736,-0.01,0.08516867548374416,-0.1,1.0,0.004464285714285714,0.00025297403176471217,-0.001,0.008607404064398479,-0.01,0.09999922523500063,-0.1,1.0,0.004672897196261682,0.001,-4.710327249596476e-05,0.01,-0.003434537822976924,0.1,-0.09571754919763706,3.0,0.012345679012345678,3.6288853412027016e-05,-0.0019950249301298345,0.00861469334996853,-0.019524312835470937,0.14830192160675268,-0.16914792611,1.0,0.02040816326530612,3.103164390968777e-05,-0.001,0.0014920370745849128,-0.01,0.040648057198567976,-0.1,1.0,0.06666666666666667,0.001,-9.102792591419995e-06,0.01,-0.0004738146817496562,0.1,-0.02010117957194031
air_66,air,air\air_66.csv,Period_IV,Day 23,23,Period IV Day 23,batch5,new,1.0,0.020833333333333332,0.001,-9.178894201977825e-05,0.01,-0.004112522267548071,0.1,-0.07688386524703701,2.0,0.009523809523809525,0.001936104641752671,-0.001,0.015153999422133798,-0.01,0.10010146123395182,-0.1,1.0,0.004807692307692308,0.001,-0.001,0.01,-0.01,0.1,-0.1,3.0,0.01293103448275862,0.002870336977394399,-0.0010896288769068612,0.021230260684115484,-0.014769883375165925,0.18371,-0.15335721869540483,1.0,0.025,0.001,-0.001,0.01,-0.01,0.1,-0.1,1.0,0.06666666666666667,0.001,0.0,0.01,0.0,0.1,0.0
air_67,air,air\air_67.csv,Period_IV,Day 23,23,Period IV Day 23,batch5,new,1.0,0.020833333333333332,0.00014941020676280717,-7.780830900525743e-05,0.006163927419269447,-0.003556848380859812,0.09173116092030228,-0.07336323658833896,2.0,0.009523809523809525,0.001,-0.001,0.01,-0.01,0.1,-0.1,1.0,0.004807692307692308,0.0001717227547013418,-1.5118589737471476e-05,0.007199369839407651,-0.0009496433539042184,0.09903816867058146,-0.03852974908574503,3.0,0.012875536480686695,0.00019944824855507373,-0.0010617278661786823,0.010292354642668063,-0.01346165185240941,0.1524449856665479,-0.1526314002952114,1.0,0.025,0.00021964761934870547,-3.4845916566421755e-05,0.008277849597028337,-0.0021458804775154727,0.09949387550070021,-0.049724241824831795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_68,air,air\air_68.csv,Period_IV,Day 23,23,Period IV Day 23,batch5,new,1.0,0.017241379310344827,0.0002706360707265121,-3.0512176968576737e-05,0.009275171104793565,-0.002186247160828096,0.09999999758181642,-0.06292621041903135,2.0,0.008888888888888889,0.0010956508673513432,-1.6094398978696136e-05,0.014836845943250663,-0.0010600720069496566,0.10184949873124455,-0.037224382801538516,1.0,0.004545454545454545,0.0002163332856976284,-6.407715428487335e-05,0.009008799703206907,-0.004375384116201219,0.09999999930545624,-0.09961880964055052,4.0,0.01646090534979424,0.0019746647643712452,-0.0010071391341033113,0.01797505920571601,-0.01081344255872776,0.1537936365347152,-0.1512374988427787,1.0,0.020833333333333332,0.000178480085243005,-6.690673271886566e-05,0.008210859576906674,-0.004555658441598686,0.09999987745321531,-0.09929256336160888,1.0,0.07142857142857142,0.001,-1.8692973418545263e-06,0.01,-0.00012448652990349265,0.1,-0.010000003926009277
air_69,air,air\air_69.csv,Period_IV,Day 23,23,Period IV Day 23,batch5,new,2.0,0.03571428571428571,0.00021447494555625112,-0.0010152890547302533,0.008525075293993732,-0.01059664168302393,0.09999998519612772,-0.10001003369297047,2.0,0.008968609865470852,0.00021118747151981988,-0.0010245150741113004,0.008846506795935823,-0.011039058530737321,0.10000154296463487,-0.10004166011791193,2.0,0.009174311926605505,0.0002221189510362351,-0.0010295117814125786,0.008757340275017945,-0.011101203304979719,0.10000214830661411,-0.1000222264258237,4.0,0.016597510373443983,0.001,-0.0020006289101666295,0.01,-0.018606205893069907,0.15238575266292248,-0.15258811148525092,2.0,0.0425531914893617,0.001,-0.001,0.01,-0.01,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_70,air,air\air_70.csv,Period_IV,Day 24,24,Period IV Day 24,batch5,new,1.0,0.016666666666666666,0.00027619396396194086,-4.826456155725698e-06,0.00942609243000501,-0.0003718772768419448,0.09999831076626679,-0.01995751114828752,1.0,0.0045045045045045045,0.00028150843552110613,-2.8114183550738067e-06,0.009521534469773201,-0.00019043820750088043,0.09999999905883332,-0.013486784400999999,1.0,0.0045871559633027525,8.803255502629742e-05,-0.0001340346560450373,0.0038099265129551887,-0.007114863977835999,0.05924932712883445,-0.09982737936079263,3.0,0.012295081967213115,0.00013698215575332182,-0.0010379730454679954,0.008480647704967153,-0.012636482200976344,0.1497850688646895,-0.1526099421938576,2.0,0.04081632653061224,7.739756842256552e-05,-0.001,0.005301092710173436,-0.01,0.09821233741758474,-0.1,1.0,0.06666666666666667,9.999999999999159e-07,-0.001,9.99999999999994e-05,-0.01,0.009999999999999995,-0.1
