split,description,stage,seed,architecture,hidden_dims,dropout,weight_decay,learning_rate,best_epoch,epochs_executed,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,1,54->64->32->3,"64,32",0.0,1e-05,0.001,107,147,0.7692307692307693,0.7999999999999999,0.7659958720330238
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,2,54->64->32->3,"64,32",0.0,1e-05,0.001,79,119,0.9230769230769231,0.9333333333333332,0.9172932330827068
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,3,54->64->32->3,"64,32",0.0,1e-05,0.001,11,51,0.6538461538461539,0.7000000000000001,0.6638827838827838
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,4,54->64->32->3,"64,32",0.0,1e-05,0.001,53,93,0.8846153846153846,0.9,0.882010582010582
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,0,54->64->32->3,"64,32",0.0,0.0001,0.001,11,51,0.7692307692307693,0.7999999999999999,0.7579365079365079
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,1,54->64->32->3,"64,32",0.0,0.0001,0.001,107,147,0.7692307692307693,0.7999999999999999,0.7659958720330238
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,2,54->64->32->3,"64,32",0.0,0.0001,0.001,79,119,0.9230769230769231,0.9333333333333332,0.9172932330827068
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,3,54->64->32->3,"64,32",0.0,0.0001,0.001,11,51,0.6538461538461539,0.7000000000000001,0.6638827838827838
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,4,54->64->32->3,"64,32",0.0,0.0001,0.001,53,93,0.8846153846153846,0.9,0.882010582010582
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,0,54->64->32->3,"64,32",0.0,0.001,0.001,11,51,0.7692307692307693,0.7999999999999999,0.7579365079365079
