architecture,split,description,variant,method,mode,seed,alignment_strength,centroid_strength,best_epoch,label_usage,selection_usage,final_training,algorithm_provenance,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,domain_accuracy,domain_balanced_accuracy,domain_source_recall,domain_target_recall
one-layer,S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,MK-MMD-SEMI,mk-mmd,semi,0,1.0,0.0,140,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.9307359307359307,0.9305779209160852,0.931882579621444,,,,
one-layer,S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,MK-MMD-SEMI,mk-mmd,semi,1,1.0,0.0,110,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.9307359307359307,0.9305779209160852,0.9325380566820426,,,,
one-layer,S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,MK-MMD-SEMI,mk-mmd,semi,2,1.0,0.0,40,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.9264069264069265,0.9278940776525317,0.927384074566929,,,,
one-layer,S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,MK-MMD-SEMI,mk-mmd,semi,3,1.0,0.0,50,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.9090909090909091,0.9100017892288422,0.9096904611264449,,,,
one-layer,S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,MK-MMD-SEMI,mk-mmd,semi,4,1.0,0.0,70,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.922077922077922,0.9216317767042405,0.9231612951694087,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source-only,source-only,uda,0,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7853658536585366,0.7862731947238989,0.7865968764009548,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source-only,source-only,uda,1,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7951219512195122,0.7956628660854013,0.7943038523957059,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source-only,source-only,uda,2,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8097560975609757,0.8091512035174007,0.8099141295862607,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source-only,source-only,uda,3,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7951219512195122,0.7950666964751472,0.796120148654503,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source-only,source-only,uda,4,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8048780487804879,0.8044563678366495,0.8055896205456322,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,0,0.0,0.0,270,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.9463414634146341,0.9453759594604665,0.9464563782762877,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,1,0.0,0.0,350,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.9512195121951219,0.9506669647514717,0.9511793823143485,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,2,0.0,0.0,30,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,0.9591836734693877,0.963963963963964,0.9569000933706816,0.9121951219512195,0.9125121096952084,0.9115628516837088,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,3,0.0,0.0,40,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,0.9897959183673469,0.990990990990991,0.9909893455098935,0.9317073170731708,0.9306952828079589,0.9322675530162684,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,4,0.0,0.0,180,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.9512195121951219,0.9500707951412176,0.9510865823986707,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-UDA,dann,uda,0,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.8146341463414634,0.8144422088084059,0.8166666666666668,0.8943894389438944,0.5408424908424908,0.1,0.9816849816849816
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-UDA,dann,uda,1,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.7707317073170732,0.7721886876816454,0.7770480265499713,0.9075907590759076,0.5481684981684982,0.1,0.9963369963369964
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-UDA,dann,uda,2,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.8146341463414634,0.8138460391981518,0.813297219714332,0.900990099009901,0.5148351648351649,0.03333333333333333,0.9963369963369964
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-UDA,dann,uda,3,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.8439024390243902,0.8420150532826588,0.8475273184285786,0.9075907590759076,0.563003663003663,0.13333333333333333,0.9926739926739927
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-UDA,dann,uda,4,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.824390243902439,0.8232357105596542,0.8267415547415546,0.9108910891089109,0.5648351648351648,0.13333333333333333,0.9963369963369964
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-SEMI,dann,semi,0,0.5,0.0,100,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.926829268292683,0.9248081079066995,0.92686815196476,0.8976897689768977,0.5130036630036631,0.03333333333333333,0.9926739926739927
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-SEMI,dann,semi,1,0.5,0.0,100,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.9317073170731708,0.9295029435874507,0.9316875557492971,0.9108910891089109,0.5945054945054945,0.2,0.989010989010989
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-SEMI,dann,semi,2,0.5,0.0,30,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,0.9693877551020408,0.9729729729729729,0.9681377151799687,0.9121951219512195,0.9125121096952084,0.9116649797570849,0.900990099009901,0.5,0.0,1.0
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-SEMI,dann,semi,3,0.5,0.0,190,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.9365853658536586,0.9336016096579477,0.9357958631433171,0.9042904290429042,0.5463369963369964,0.1,0.9926739926739927
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DANN-SEMI,dann,semi,4,0.5,0.0,60,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.9463414634146341,0.9453759594604665,0.9464563782762877,0.8976897689768977,0.5278388278388279,0.06666666666666667,0.989010989010989
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,0,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.824390243902439,0.8232357105596542,0.8241552391761661,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,1,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.824390243902439,0.8232357105596542,0.823224043715847,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,2,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.8634146341463415,0.8607943960056635,0.864758248078216,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,3,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.8097560975609757,0.8085550339071466,0.8124776583194434,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,4,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.8585365853658536,0.8560995603249123,0.8593952343952344,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-SEMI,deep-coral,semi,0,1.0,0.0,30,source + labeled target,target validation labels,Source+Target refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,0.9693877551020408,0.9729729729729729,0.9681377151799687,0.9317073170731708,0.9300991131977048,0.9316559238017899,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-SEMI,deep-coral,semi,1,1.0,0.0,20,source + labeled target,target validation labels,Source+Target refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,0.9387755102040817,0.9459459459459459,0.9373219373219374,0.9365853658536586,0.9359862880989641,0.9363165686695097,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-SEMI,deep-coral,semi,2,1.0,0.0,20,source + labeled target,target validation labels,Source+Target refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,0.9591836734693877,0.963963963963964,0.9591391391391393,0.9121951219512195,0.9125121096952084,0.9115628516837088,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-SEMI,deep-coral,semi,3,1.0,0.0,220,source + labeled target,target validation labels,Source+Target refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.9658536585365853,0.9647514717937252,0.9657421063808149,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,DEEP-CORAL-SEMI,deep-coral,semi,4,1.0,0.0,30,source + labeled target,target validation labels,Source+Target refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,0.9591836734693877,0.963963963963964,0.9614806307565603,0.9317073170731708,0.9295029435874507,0.931215730101631,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-UDA,mk-mmd,uda,0,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.8682926829268293,0.8654892316864148,0.8701192527279483,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-UDA,mk-mmd,uda,1,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.8536585365853658,0.8520008942544154,0.8550817314317212,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-UDA,mk-mmd,uda,2,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.8634146341463415,0.8613905656159178,0.8651145718630381,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-UDA,mk-mmd,uda,3,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.8390243902439024,0.8373202176019077,0.8406016441692885,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-UDA,mk-mmd,uda,4,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.8585365853658536,0.8560995603249123,0.860147486497715,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-SEMI,mk-mmd,semi,0,1.0,0.0,50,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.9414634146341463,0.9406811237797154,0.941312027355823,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-SEMI,mk-mmd,semi,1,1.0,0.0,40,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.9414634146341463,0.9400849541694613,0.9412220837536842,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-SEMI,mk-mmd,semi,2,1.0,0.0,30,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,0.9591836734693877,0.963963963963964,0.9591391391391393,0.9170731707317074,0.9166107757657054,0.9170000055325952,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-SEMI,mk-mmd,semi,3,1.0,0.0,90,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.9512195121951219,0.9500707951412176,0.9512337463613912,,,,
one-layer,S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,MK-MMD-SEMI,mk-mmd,semi,4,1.0,0.0,70,source + labeled target,target validation labels,Source+Target refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.9414634146341463,0.9400849541694613,0.9412212775714076,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source-only,source-only,uda,0,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7853658536585366,0.7862731947238989,0.7865968764009548,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source-only,source-only,uda,1,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7951219512195122,0.7956628660854013,0.7943038523957059,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source-only,source-only,uda,2,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8097560975609757,0.8091512035174007,0.8099141295862607,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source-only,source-only,uda,3,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7951219512195122,0.7950666964751472,0.796120148654503,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source-only,source-only,uda,4,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8048780487804879,0.8044563678366495,0.8055896205456322,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,0,0.0,0.0,30,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,0.9489795918367347,0.954954954954955,0.9481750082072403,0.8975609756097561,0.8972352634324464,0.8971809519285202,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,1,0.0,0.0,30,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,0.9795918367346939,0.981981981981982,0.979493575207861,0.9365853658536586,0.9359862880989641,0.9364938271604938,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,2,0.0,0.0,30,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,0.9591836734693877,0.963963963963964,0.9569000933706816,0.9073170731707317,0.907817274014457,0.9068358286467042,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,3,0.0,0.0,40,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,0.9897959183673469,0.990990990990991,0.9909893455098935,0.9365853658536586,0.93539011848871,0.936892984273248,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,MLP Source+Target,source-only,semi,4,0.0,0.0,30,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,0.9591836734693877,0.963963963963964,0.9614806307565603,0.9024390243902439,0.9019300991131978,0.9018907018907019,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-UDA,dann,uda,0,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.8146341463414634,0.8144422088084059,0.8166666666666668,0.8943894389438944,0.5408424908424908,0.1,0.9816849816849816
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-UDA,dann,uda,1,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.7707317073170732,0.7721886876816454,0.7770480265499713,0.9075907590759076,0.5481684981684982,0.1,0.9963369963369964
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-UDA,dann,uda,2,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.8146341463414634,0.8138460391981518,0.813297219714332,0.900990099009901,0.5148351648351649,0.03333333333333333,0.9963369963369964
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-UDA,dann,uda,3,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.8439024390243902,0.8420150532826588,0.8475273184285786,0.9075907590759076,0.563003663003663,0.13333333333333333,0.9926739926739927
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-UDA,dann,uda,4,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.824390243902439,0.8232357105596542,0.8267415547415546,0.9108910891089109,0.5648351648351648,0.13333333333333333,0.9963369963369964
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-SEMI,dann,semi,0,0.5,0.0,30,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,0.9489795918367347,0.954954954954955,0.9481750082072403,0.8878048780487805,0.8878455920709442,0.8876124481415628,0.9042904290429042,0.5611721611721612,0.13333333333333333,0.989010989010989
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-SEMI,dann,semi,1,0.5,0.0,100,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.926829268292683,0.9242119382964454,0.9255792684783527,0.9075907590759076,0.5926739926739927,0.2,0.9853479853479854
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-SEMI,dann,semi,2,0.5,0.0,30,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,0.9693877551020408,0.9729729729729729,0.9681377151799687,0.9121951219512195,0.9125121096952084,0.9116649797570849,0.900990099009901,0.5,0.0,1.0
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-SEMI,dann,semi,3,0.5,0.0,200,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.9365853658536586,0.93539011848871,0.9359272164150214,0.900990099009901,0.589010989010989,0.2,0.978021978021978
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DANN-SEMI,dann,semi,4,0.5,0.0,80,source + labeled target,target validation labels,Source+Target refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.9512195121951219,0.9506669647514717,0.9513601961007291,0.9042904290429042,0.5315018315018315,0.06666666666666667,0.9963369963369964
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,0,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.824390243902439,0.8232357105596542,0.8241552391761661,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,1,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.824390243902439,0.8232357105596542,0.823224043715847,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,2,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.8634146341463415,0.8607943960056635,0.864758248078216,,,,
one-layer,S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,DEEP-CORAL-UDA,deep-coral,uda,3,0.1,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.8097560975609757,0.8085550339071466,0.8124776583194434,,,,
