mode,classifier,sensors,mean_balanced_accuracy,mean_macro_f1,std_balanced_accuracy
stratified_random_holdout,lda,s1+s2+s5,0.9257575757575758,0.9164760241347943,0.03131905509890376
stratified_random_holdout,lda,s2+s4+s5,0.9206060606060606,0.9128526321004067,0.03252633618417316
stratified_random_holdout,lda,s2+s5+s6,0.9134280303030303,0.9047157597225146,0.03300801855766494
stratified_random_holdout,lda,s3+s4+s6,0.8946969696969697,0.8907876447644049,0.04236944540365324
stratified_random_holdout,lda,s4+s5+s6,0.891628787878788,0.8835049173515191,0.03616370898905199
stratified_random_holdout,lda,s1+s4+s6,0.8778030303030303,0.8704261925084812,0.04140014097378607
stratified_random_holdout,lda,s1+s4+s5,0.8771212121212122,0.8681619996206177,0.04091135818859657
stratified_random_holdout,lda,s1+s3+s5,0.8598674242424242,0.8549105308840725,0.03530481585838571
stratified_random_holdout,lda,s3+s5+s6,0.8359848484848484,0.8308139769691438,0.038508689703022896
stratified_random_holdout,lda,s1+s3+s6,0.8125189393939394,0.8065979665029228,0.036854350796868426
stratified_random_holdout,lda,s2+s4+s6,0.7812689393939394,0.7886190737835768,0.057736994296612824
stratified_random_holdout,lda,s1+s5+s6,0.7510416666666666,0.7416432724550793,0.03891989714451942
