split,description,task,model,best_params,selection_method,final_training,train_n,selection_train_n,validation_n,test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap,validation_test_accuracy_gap,fit_assessment
S6_train_I_D1_2_val_D3_5,Train Period I + Period II Day1-Day2; validate Period II Day3-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,three_class_with_air,MLP,hidden=8;l2=0.001;lr=0.03,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,98,58,40,159,0.9897959183673469,0.975,0.9622641509433962,0.990990990990991,0.9777777777777779,0.9599257884972171,0.9886310688659026,0.9726327312534209,0.9608662613981762,0.027531767423950693,0.012735849056603743,Reasonable or mild shift
S6_train_I_D1_2_val_D3_5,Train Period I + Period II Day1-Day2; validate Period II Day3-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,LDA,shrinkage=0.25,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,44,30,110,0.972972972972973,0.9333333333333333,0.9636363636363636,0.972972972972973,0.9333333333333333,0.9636363636363636,0.972953216374269,0.9330357142857143,0.9635882158225753,0.009336609336609403,-0.030303030303030276,Reasonable or mild shift
S6_train_I_D1_2_val_D3_5,Train Period I + Period II Day1-Day2; validate Period II Day3-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,Logistic Regression,l2=0.05,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,44,30,110,0.9864864864864865,0.9333333333333333,1.0,0.9864864864864865,0.9333333333333333,1.0,0.9864840182648402,0.9330357142857143,1.0,-0.013513513513513487,-0.06666666666666665,Reasonable or mild shift
S6_train_I_D1_2_val_D3_5,Train Period I + Period II Day1-Day2; validate Period II Day3-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,44,30,110,1.0,0.9333333333333333,0.8454545454545455,1.0,0.9333333333333333,0.8454545454545455,1.0,0.9330357142857143,0.8451345755693582,0.15454545454545454,0.08787878787878789,Reasonable or mild shift
S6_train_I_D1_2_val_D3_5,Train Period I + Period II Day1-Day2; validate Period II Day3-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,Random Forest,subspace_mult=1.5,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,44,30,110,0.7162162162162162,0.5333333333333333,0.7,0.7162162162162162,0.5333333333333333,0.7,0.7098039215686274,0.4444444444444445,0.6703296703296704,0.016216216216216273,-0.16666666666666663,Possible underfitting
S6_train_I_D1_2_val_D3_5,Train Period I + Period II Day1-Day2; validate Period II Day3-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,RBF LS-SVM,gamma_mult=1.0;c_value=100.0,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,44,30,110,1.0,0.9333333333333333,0.9727272727272728,1.0,0.9333333333333333,0.9727272727272727,1.0,0.9330357142857143,0.972706972128029,0.027272727272727226,-0.039393939393939426,Reasonable or mild shift
S6_train_I_D1_2_val_D3_5,Train Period I + Period II Day1-Day2; validate Period II Day3-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,MLP,hidden=8;l2=0.001;lr=0.01,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,44,30,110,1.0,0.9333333333333333,0.990909090909091,1.0,0.9333333333333333,0.990909090909091,1.0,0.9330357142857143,0.9909083395321927,0.009090909090909038,-0.05757575757575761,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,three_class_with_air,LDA,shrinkage=0.25,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,98,72,26,159,0.9183673469387755,0.9230769230769231,0.9182389937106918,0.9279279279279279,0.9333333333333332,0.9197278911564625,0.9142857142857143,0.9214489214489214,0.9179145532086707,0.00012835322808368854,0.004837929366231286,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,three_class_with_air,Logistic Regression,l2=0.01,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,98,72,26,159,0.9897959183673469,0.9230769230769231,0.9622641509433962,0.990990990990991,0.9333333333333332,0.962152133580705,0.9886310688659026,0.9214489214489214,0.9619144268676979,0.027531767423950693,-0.03918722786647311,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,three_class_with_air,kNN,k=3,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,98,72,26,159,0.8775510204081632,0.8846153846153846,0.8930817610062893,0.8821321321321322,0.9,0.8954854669140383,0.8777464788732394,0.8897028897028897,0.895062952622946,-0.015530740598126092,-0.00846637639090475,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,three_class_with_air,Random Forest,subspace_mult=1.5,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,98,72,26,159,0.7040816326530612,0.6153846153846154,0.7484276729559748,0.7338588588588589,0.6666666666666666,0.7575757575757575,0.7072174529801648,0.6124223602484471,0.730924330924331,-0.04434604030291356,-0.13304305757135937,Possible underfitting
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,three_class_with_air,RBF LS-SVM,gamma_mult=0.5;c_value=1.0,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,98,72,26,159,0.9591836734693877,0.9230769230769231,0.949685534591195,0.9590840840840841,0.9333333333333332,0.9507730364873223,0.956735399867879,0.9326599326599326,0.9497681911048247,0.00949813887819273,-0.02660861151427185,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,three_class_with_air,MLP,hidden=8;l2=0.001;lr=0.03,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,98,72,26,159,0.9897959183673469,0.9615384615384616,0.9622641509433962,0.990990990990991,0.9666666666666667,0.9599257884972171,0.9886310688659026,0.9568151147098515,0.9608662613981762,0.027531767423950693,-0.0007256894049346707,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,LDA,shrinkage=0.25,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,54,20,110,0.972972972972973,0.9,0.9636363636363636,0.972972972972973,0.9,0.9636363636363636,0.972953216374269,0.9,0.9635882158225753,0.009336609336609403,-0.0636363636363636,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,Logistic Regression,l2=0.05,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,54,20,110,0.9864864864864865,0.9,1.0,0.9864864864864865,0.9,1.0,0.9864840182648402,0.898989898989899,1.0,-0.013513513513513487,-0.09999999999999998,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,54,20,110,1.0,0.85,0.8454545454545455,1.0,0.8500000000000001,0.8454545454545455,1.0,0.849624060150376,0.8451345755693582,0.15454545454545454,0.004545454545454519,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,Random Forest,subspace_mult=1.5,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,54,20,110,0.7162162162162162,0.6,0.7,0.7162162162162162,0.6,0.7,0.7098039215686274,0.5604395604395604,0.6703296703296704,0.016216216216216273,-0.09999999999999998,Possible underfitting
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,RBF LS-SVM,gamma_mult=0.5;c_value=10.0,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,54,20,110,0.9864864864864865,0.9,0.9818181818181818,0.9864864864864865,0.9,0.9818181818181818,0.9864840182648402,0.898989898989899,0.9818121693121693,0.004668304668304701,-0.08181818181818179,Reasonable or mild shift
S7_train_I_D1_3_val_D4_5,Train Period I + Period II Day1-Day3; validate Period II Day4-Day5; test Period II Day6-Day17 + Period III Day18-Day19.,binary_without_air,MLP,hidden=8;l2=0.001;lr=0.01,validation_accuracy_macro_f1_balanced_accuracy,train_val_refit,74,54,20,110,1.0,0.9,0.990909090909091,1.0,0.9,0.990909090909091,1.0,0.898989898989899,0.9909083395321927,0.009090909090909038,-0.09090909090909094,Reasonable or mild shift
