split,task,model,partition,random_state,label,support,predicted_n,precision,recall,f1
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,alcohol,71,78,0.9102564102564102,1.0,0.9530201342281879
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,acetone,71,67,0.9850746268656716,0.9295774647887324,0.9565217391304348
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,alcohol,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,acetone,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,air,10,14,0.7142857142857143,1.0,0.8333333333333334
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,alcohol,15,19,0.7368421052631579,0.9333333333333333,0.8235294117647058
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,acetone,15,7,1.0,0.4666666666666667,0.6363636363636364
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,air,63,59,0.9661016949152542,0.9047619047619048,0.9344262295081968
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,alcohol,71,80,0.8875,1.0,0.9403973509933775
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,acetone,71,66,1.0,0.9295774647887324,0.9635036496350365
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,alcohol,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,acetone,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,air,10,13,0.7692307692307693,1.0,0.8695652173913043
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,alcohol,15,20,0.75,1.0,0.8571428571428571
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,acetone,15,7,1.0,0.4666666666666667,0.6363636363636364
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,air,63,57,1.0,0.9047619047619048,0.95
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,alcohol,71,77,0.922077922077922,1.0,0.9594594594594594
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,acetone,71,71,0.9577464788732394,0.9577464788732394,0.9577464788732394
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,alcohol,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,acetone,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,air,10,11,0.9090909090909091,1.0,0.9523809523809523
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,alcohol,15,20,0.75,1.0,0.8571428571428571
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,acetone,15,9,1.0,0.6,0.75
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,air,63,58,0.9827586206896551,0.9047619047619048,0.9421487603305785
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,alcohol,71,81,0.8765432098765432,1.0,0.9342105263157895
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,acetone,71,66,1.0,0.9295774647887324,0.9635036496350365
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,air,24,30,0.8,1.0,0.8888888888888888
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,alcohol,37,34,1.0,0.918918918918919,0.9577464788732394
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,acetone,37,34,1.0,0.918918918918919,0.9577464788732394
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,air,6,7,0.8571428571428571,1.0,0.9230769230769231
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,alcohol,10,11,0.9090909090909091,1.0,0.9523809523809523
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,acetone,10,8,1.0,0.8,0.8888888888888888
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,air,63,66,0.8939393939393939,0.9365079365079365,0.9147286821705426
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,alcohol,71,76,0.8947368421052632,0.9577464788732394,0.9251700680272109
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,acetone,71,63,1.0,0.8873239436619719,0.9402985074626866
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,air,24,26,0.9230769230769231,1.0,0.96
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,alcohol,37,38,0.9736842105263158,1.0,0.9866666666666667
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,acetone,37,34,1.0,0.918918918918919,0.9577464788732394
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,alcohol,10,12,0.8333333333333334,1.0,0.9090909090909091
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,acetone,10,8,1.0,0.8,0.8888888888888888
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,air,63,63,0.9841269841269841,0.9841269841269841,0.9841269841269841
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,alcohol,71,75,0.9333333333333333,0.9859154929577465,0.958904109589041
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,acetone,71,67,1.0,0.9436619718309859,0.9710144927536232
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,train,,air,24,26,0.8461538461538461,0.9166666666666666,0.88
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,train,,alcohol,37,38,0.868421052631579,0.8918918918918919,0.88
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,train,,acetone,37,34,0.9117647058823529,0.8378378378378378,0.8732394366197183
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,validation,,air,6,7,0.8571428571428571,1.0,0.9230769230769231
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,validation,,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,validation,,acetone,10,8,1.0,0.8,0.8888888888888888
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,test,,air,63,62,0.9516129032258065,0.9365079365079365,0.944
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,test,,alcohol,71,83,0.8072289156626506,0.9436619718309859,0.8701298701298701
S7_train_I_D1_3_val_D4_5,three_class_with_air,kNN,test,,acetone,71,60,0.9666666666666667,0.8169014084507042,0.8854961832061069
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,0.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,0.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,0.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,0.0,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,0.0,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,0.0,acetone,10,9,0.8888888888888888,0.8,0.8421052631578947
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,0.0,air,63,63,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,0.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,0.0,acetone,71,54,1.0,0.7605633802816901,0.864
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,1.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,1.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,1.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,1.0,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,1.0,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,1.0,acetone,10,9,0.8888888888888888,0.8,0.8421052631578947
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,1.0,air,63,63,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,1.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,1.0,acetone,71,54,1.0,0.7605633802816901,0.864
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,2.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,2.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,2.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,2.0,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,2.0,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,2.0,acetone,10,9,0.8888888888888888,0.8,0.8421052631578947
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,2.0,air,63,63,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,2.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,2.0,acetone,71,54,1.0,0.7605633802816901,0.864
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,3.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,3.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,3.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,3.0,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,3.0,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,3.0,acetone,10,9,0.8888888888888888,0.8,0.8421052631578947
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,3.0,air,63,63,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,3.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,3.0,acetone,71,54,1.0,0.7605633802816901,0.864
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,4.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,4.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,train,4.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,4.0,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,4.0,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,validation,4.0,acetone,10,9,0.8888888888888888,0.8,0.8421052631578947
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,4.0,air,63,63,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,4.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S7_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,test,4.0,acetone,71,54,1.0,0.7605633802816901,0.864
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,train,,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,train,,alcohol,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,train,,acetone,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,validation,,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,validation,,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,validation,,acetone,10,9,0.8888888888888888,0.8,0.8421052631578947
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,test,,air,63,59,1.0,0.9365079365079365,0.9672131147540983
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,test,,alcohol,71,78,0.9102564102564102,1.0,0.9530201342281879
S7_train_I_D1_3_val_D4_5,three_class_with_air,RBF SVM,test,,acetone,71,68,1.0,0.9577464788732394,0.9784172661870504
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,0.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,0.0,alcohol,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,0.0,acetone,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,0.0,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,0.0,alcohol,10,14,0.7142857142857143,1.0,0.8333333333333334
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,0.0,acetone,10,6,1.0,0.6,0.75
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,0.0,air,63,56,0.9642857142857143,0.8571428571428571,0.907563025210084
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,0.0,alcohol,71,84,0.8452380952380952,1.0,0.9161290322580645
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,0.0,acetone,71,65,1.0,0.9154929577464789,0.9558823529411765
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,1.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,1.0,alcohol,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,1.0,acetone,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,1.0,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,1.0,alcohol,10,13,0.7692307692307693,1.0,0.8695652173913043
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,1.0,acetone,10,7,1.0,0.7,0.8235294117647058
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,1.0,air,63,60,0.9666666666666667,0.9206349206349206,0.943089430894309
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,1.0,alcohol,71,78,0.9102564102564102,1.0,0.9530201342281879
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,1.0,acetone,71,67,0.9850746268656716,0.9295774647887324,0.9565217391304348
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,2.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,2.0,alcohol,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,2.0,acetone,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,2.0,air,6,7,0.8571428571428571,1.0,0.9230769230769231
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,2.0,alcohol,10,11,0.9090909090909091,1.0,0.9523809523809523
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,2.0,acetone,10,8,1.0,0.8,0.8888888888888888
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,2.0,air,63,59,0.9661016949152542,0.9047619047619048,0.9344262295081968
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,2.0,alcohol,71,80,0.8875,1.0,0.9403973509933775
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,2.0,acetone,71,66,1.0,0.9295774647887324,0.9635036496350365
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,3.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,3.0,alcohol,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,3.0,acetone,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,3.0,air,6,6,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,3.0,alcohol,10,12,0.8333333333333334,1.0,0.9090909090909091
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,3.0,acetone,10,8,1.0,0.8,0.8888888888888888
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,3.0,air,63,57,1.0,0.9047619047619048,0.95
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,3.0,alcohol,71,77,0.922077922077922,1.0,0.9594594594594594
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,3.0,acetone,71,71,0.9577464788732394,0.9577464788732394,0.9577464788732394
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,4.0,air,24,24,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,4.0,alcohol,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,train,4.0,acetone,37,37,1.0,1.0,1.0
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,4.0,air,6,8,0.75,1.0,0.8571428571428571
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,4.0,alcohol,10,12,0.8333333333333334,1.0,0.9090909090909091
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,validation,4.0,acetone,10,6,1.0,0.6,0.75
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,4.0,air,63,58,0.9827586206896551,0.9047619047619048,0.9421487603305785
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,4.0,alcohol,71,81,0.8765432098765432,1.0,0.9342105263157895
S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP,test,4.0,acetone,71,66,1.0,0.9295774647887324,0.9635036496350365
