split,task,model,partition,random_state,label,support,predicted_n,precision,recall,f1,fit_id
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,train,,acetone,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,validation,,air,1,1,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,validation,,alcohol,2,1,1.0,0.5,0.6666666666666666,three_class_with_air|kNN|seed=deterministic
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,validation,,acetone,2,3,0.6666666666666666,1.0,0.8,three_class_with_air|kNN|seed=deterministic
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,test,,air,18,19,0.6842105263157895,0.7222222222222222,0.7027027027027027,three_class_with_air|kNN|seed=deterministic
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,test,,alcohol,33,22,0.6363636363636364,0.42424242424242425,0.509090909090909,three_class_with_air|kNN|seed=deterministic
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,test,,acetone,33,43,0.627906976744186,0.8181818181818182,0.7105263157894737,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,train,,air,6,6,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,train,,alcohol,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,train,,acetone,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,validation,,air,1,1,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,validation,,alcohol,2,1,1.0,0.5,0.6666666666666666,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,validation,,acetone,2,3,0.6666666666666666,1.0,0.8,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,test,,air,31,23,0.8695652173913043,0.6451612903225806,0.7407407407407407,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,test,,alcohol,25,36,0.3888888888888889,0.56,0.45901639344262296,three_class_with_air|kNN|seed=deterministic
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,kNN,test,,acetone,25,22,0.5,0.44,0.46808510638297873,three_class_with_air|kNN|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,train,,air,6,6,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,train,,alcohol,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,train,,acetone,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
