epoch,L,Ld,backward_loss_scalar,class_loss,domain_loss,total_loss,effective_feature_objective,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,domain_discriminator_balanced_accuracy,domain_majority_baseline,split,task,variant,architecture,lambda,seed,seed_values
195,0.00042072928044945,0.0,0.00042072928044945,0.00042072928044945,0.0,0.00042072928044945,0.00042072928044945,1.0,0.7,0.7707317073170732,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
200,0.0002635418204590678,0.0,0.0002635418204590678,0.0002635418204590678,0.0,0.0002635418204590678,0.0002635418204590678,1.0,0.7,0.775609756097561,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
205,0.0003642146766651422,0.0,0.0003642146766651422,0.0003642146766651422,0.0,0.0003642146766651422,0.0003642146766651422,1.0,0.7,0.775609756097561,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
210,0.00011097230890300125,0.0,0.00011097230890300125,0.00011097230890300125,0.0,0.00011097230890300125,0.00011097230890300125,1.0,0.7,0.775609756097561,0.33663366336633666,0.49835164835164836,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
215,0.00023319439787883312,0.0,0.00023319439787883312,0.00023319439787883312,0.0,0.00023319439787883312,0.00023319439787883312,1.0,0.7,0.775609756097561,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
220,9.25309068406932e-05,0.0,9.25309068406932e-05,9.25309068406932e-05,0.0,9.25309068406932e-05,9.25309068406932e-05,1.0,0.725,0.7707317073170732,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
225,0.00016345654148608446,0.0,0.00016345654148608446,0.00016345654148608446,0.0,0.00016345654148608446,0.00016345654148608446,1.0,0.75,0.7804878048780488,0.3432343234323432,0.502014652014652,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
230,0.0001049830243573524,0.0,0.0001049830243573524,0.0001049830243573524,0.0,0.0001049830243573524,0.0001049830243573524,1.0,0.75,0.7658536585365854,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
235,4.035656456835568e-05,0.0,4.035656456835568e-05,4.035656456835568e-05,0.0,4.035656456835568e-05,4.035656456835568e-05,1.0,0.75,0.7658536585365854,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
240,8.623223402537405e-05,0.0,8.623223402537405e-05,8.623223402537405e-05,0.0,8.623223402537405e-05,8.623223402537405e-05,1.0,0.75,0.7658536585365854,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
245,0.0012788401218131185,0.0,0.0012788401218131185,0.0012788401218131185,0.0,0.0012788401218131185,0.0012788401218131185,1.0,0.725,0.7658536585365854,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
250,0.00041943087126128376,0.0,0.00041943087126128376,0.00041943087126128376,0.0,0.00041943087126128376,0.00041943087126128376,1.0,0.725,0.7658536585365854,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
255,0.001474903547205031,0.0,0.001474903547205031,0.001474903547205031,0.0,0.001474903547205031,0.001474903547205031,1.0,0.725,0.7658536585365854,0.33993399339933994,0.5001831501831502,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
260,0.00015676222392357886,0.0,0.00015676222392357886,0.00015676222392357886,0.0,0.00015676222392357886,0.00015676222392357886,1.0,0.725,0.7707317073170732,0.33663366336633666,0.49835164835164836,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
265,0.0001478225167375058,0.0,0.0001478225167375058,0.0001478225167375058,0.0,0.0001478225167375058,0.0001478225167375058,1.0,0.725,0.7658536585365854,0.33663366336633666,0.49835164835164836,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
270,0.0002611192758195102,0.0,0.0002611192758195102,0.0002611192758195102,0.0,0.0002611192758195102,0.0002611192758195102,1.0,0.725,0.7658536585365854,0.33663366336633666,0.49835164835164836,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
275,8.275215077446774e-05,0.0,8.275215077446774e-05,8.275215077446774e-05,0.0,8.275215077446774e-05,8.275215077446774e-05,1.0,0.725,0.7707317073170732,0.33993399339933994,0.515018315018315,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
280,0.0001650693448027596,0.0,0.0001650693448027596,0.0001650693448027596,0.0,0.0001650693448027596,0.0001650693448027596,1.0,0.725,0.7707317073170732,0.33993399339933994,0.515018315018315,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
285,0.0003437082632444799,0.0,0.0003437082632444799,0.0003437082632444799,0.0,0.0003437082632444799,0.0003437082632444799,1.0,0.725,0.7658536585365854,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
290,7.109984289854765e-05,0.0,7.109984289854765e-05,7.109984289854765e-05,0.0,7.109984289854765e-05,7.109984289854765e-05,1.0,0.75,0.7707317073170732,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
295,8.102619176497683e-05,0.0,8.102619176497683e-05,8.102619176497683e-05,0.0,8.102619176497683e-05,8.102619176497683e-05,1.0,0.75,0.7658536585365854,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
300,4.627435919246636e-05,0.0,4.627435919246636e-05,4.627435919246636e-05,0.0,4.627435919246636e-05,4.627435919246636e-05,1.0,0.75,0.7707317073170732,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
305,0.00010830728569999337,0.0,0.00010830728569999337,0.00010830728569999337,0.0,0.00010830728569999337,0.00010830728569999337,1.0,0.75,0.7707317073170732,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
310,0.0009324487182311714,0.0,0.0009324487182311714,0.0009324487182311714,0.0,0.0009324487182311714,0.0009324487182311714,1.0,0.75,0.7707317073170732,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
315,0.0001123617184930481,0.0,0.0001123617184930481,0.0001123617184930481,0.0,0.0001123617184930481,0.0001123617184930481,1.0,0.75,0.7707317073170732,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
320,0.00014432158786803484,0.0,0.00014432158786803484,0.00014432158786803484,0.0,0.00014432158786803484,0.00014432158786803484,1.0,0.725,0.7707317073170732,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
325,8.511067426297814e-05,0.0,8.511067426297814e-05,8.511067426297814e-05,0.0,8.511067426297814e-05,8.511067426297814e-05,1.0,0.725,0.7707317073170732,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
330,0.0001411396951880306,0.0,0.0001411396951880306,0.0001411396951880306,0.0,0.0001411396951880306,0.0001411396951880306,1.0,0.725,0.7707317073170732,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
335,4.907819675281644e-05,0.0,4.907819675281644e-05,4.907819675281644e-05,0.0,4.907819675281644e-05,4.907819675281644e-05,1.0,0.725,0.7658536585365854,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
340,3.433451274759136e-05,0.0,3.433451274759136e-05,3.433451274759136e-05,0.0,3.433451274759136e-05,3.433451274759136e-05,1.0,0.725,0.7658536585365854,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
345,5.987950862618163e-05,0.0,5.987950862618163e-05,5.987950862618163e-05,0.0,5.987950862618163e-05,5.987950862618163e-05,1.0,0.725,0.775609756097561,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
350,7.51671614125371e-05,0.0,7.51671614125371e-05,7.51671614125371e-05,0.0,7.51671614125371e-05,7.51671614125371e-05,1.0,0.725,0.775609756097561,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
355,8.350858115591109e-05,0.0,8.350858115591109e-05,8.350858115591109e-05,0.0,8.350858115591109e-05,8.350858115591109e-05,1.0,0.725,0.775609756097561,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
360,3.954999192501418e-05,0.0,3.954999192501418e-05,3.954999192501418e-05,0.0,3.954999192501418e-05,3.954999192501418e-05,1.0,0.725,0.7804878048780488,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
365,0.00010862426279345527,0.0,0.00010862426279345527,0.00010862426279345527,0.0,0.00010862426279345527,0.00010862426279345527,1.0,0.725,0.775609756097561,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
370,0.0003057429566979408,0.0,0.0003057429566979408,0.0003057429566979408,0.0,0.0003057429566979408,0.0003057429566979408,1.0,0.725,0.775609756097561,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
375,0.0007141339592635632,0.0,0.0007141339592635632,0.0007141339592635632,0.0,0.0007141339592635632,0.0007141339592635632,1.0,0.7,0.775609756097561,0.33663366336633666,0.5131868131868131,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
380,9.095211862586439e-05,0.0,9.095211862586439e-05,9.095211862586439e-05,0.0,9.095211862586439e-05,9.095211862586439e-05,1.0,0.7,0.775609756097561,0.33993399339933994,0.5298534798534799,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
385,0.00019507021352183074,0.0,0.00019507021352183074,0.00019507021352183074,0.0,0.00019507021352183074,0.00019507021352183074,1.0,0.725,0.7804878048780488,0.35313531353135313,0.5371794871794873,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
390,0.002329763723537326,0.0,0.002329763723537326,0.002329763723537326,0.0,0.002329763723537326,0.002329763723537326,1.0,0.75,0.7853658536585366,0.37623762376237624,0.5203296703296703,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
395,0.00017581558495294303,0.0,0.00017581558495294303,0.00017581558495294303,0.0,0.00017581558495294303,0.00017581558495294303,1.0,0.75,0.7804878048780488,0.3927392739273927,0.5294871794871795,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
400,0.00015688312123529613,0.0,0.00015688312123529613,0.00015688312123529613,0.0,0.00015688312123529613,0.00015688312123529613,1.0,0.725,0.7804878048780488,0.39933993399339934,0.5331501831501831,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,Two-layer G_f: 54 -> 32 -> 16,0.0,0,"0,1,2,3,4"
1,1.116260290145874,0.6599915027618408,1.7762517929077148,1.116260290145874,0.6599915027618408,1.7762517929077148,0.9842619895935059,0.5666666666666667,0.375,0.3804878048780488,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
5,0.8416318893432617,0.5548535585403442,1.396485447883606,0.8416318893432617,0.5548535585403442,1.396485447883606,0.7306611776351929,0.6,0.6,0.6048780487804878,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
10,0.6727923154830933,0.4273003339767456,1.1000926494598389,0.6727923154830933,0.4273003339767456,1.1000926494598389,0.5873322486877441,0.5666666666666667,0.625,0.624390243902439,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
15,0.5282605290412903,0.39694225788116455,0.9252027869224548,0.5282605290412903,0.39694225788116455,0.9252027869224548,0.44887207746505736,0.7666666666666667,0.9,0.697560975609756,0.9042904290429042,0.5315018315018315,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
20,0.3536989688873291,0.4336346983909607,0.7873336672782898,0.3536989688873291,0.4336346983909607,0.7873336672782898,0.266972029209137,0.8,0.9,0.7073170731707317,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
25,0.1973693072795868,0.42855870723724365,0.6259280443191528,0.1973693072795868,0.42855870723724365,0.6259280443191528,0.11165756583213805,0.9666666666666667,0.85,0.6926829268292682,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
30,0.14200104773044586,0.3894219994544983,0.531423032283783,0.14200104773044586,0.3894219994544983,0.531423032283783,0.0641166478395462,1.0,0.825,0.6829268292682927,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
35,0.078508660197258,0.34207186102867126,0.42058050632476807,0.078508660197258,0.34207186102867126,0.42058050632476807,0.010094287991523745,1.0,0.825,0.6926829268292682,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
40,0.010433671995997429,0.29891449213027954,0.3093481659889221,0.010433671995997429,0.29891449213027954,0.3093481659889221,-0.049349226430058485,1.0,0.8,0.6926829268292682,0.8976897689768977,0.4981684981684982,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
45,0.011381738819181919,0.27732712030410767,0.2887088656425476,0.011381738819181919,0.27732712030410767,0.2887088656425476,-0.044083685241639615,1.0,0.8,0.697560975609756,0.9075907590759076,0.563003663003663,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
50,0.046686429530382156,0.2786933183670044,0.32537975907325745,0.046686429530382156,0.2786933183670044,0.32537975907325745,-0.009052234143018728,1.0,0.8,0.7024390243902439,0.8976897689768977,0.5575091575091575,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
55,0.0016863263444975019,0.2983604669570923,0.30004680156707764,0.0016863263444975019,0.2983604669570923,0.30004680156707764,-0.05798576704692096,1.0,0.725,0.6780487804878049,0.8943894389438944,0.5408424908424908,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
60,0.0031311255879700184,0.29627880454063416,0.2994099259376526,0.0031311255879700184,0.29627880454063416,0.2994099259376526,-0.05612463532015682,1.0,0.775,0.697560975609756,0.8943894389438944,0.5556776556776557,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
65,0.037604182958602905,0.3212823271751404,0.3588865101337433,0.037604182958602905,0.3212823271751404,0.3588865101337433,-0.026652282476425176,1.0,0.775,0.7170731707317073,0.8910891089108911,0.5538461538461539,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
70,0.02131548896431923,0.3239794373512268,0.34529492259025574,0.02131548896431923,0.3239794373512268,0.34529492259025574,-0.04348039850592614,1.0,0.75,0.7121951219512195,0.8877887788778878,0.5371794871794872,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
75,0.004798430018126965,0.3281419277191162,0.33294036984443665,0.004798430018126965,0.3281419277191162,0.33294036984443665,-0.06082995552569628,1.0,0.75,0.7317073170731707,0.8910891089108911,0.5093406593406594,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
80,0.0022563007660210133,0.3208862245082855,0.32314252853393555,0.0022563007660210133,0.3208862245082855,0.32314252853393555,-0.06192094413563609,1.0,0.75,0.7317073170731707,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
85,0.0015048233326524496,0.31952032446861267,0.32102513313293457,0.0015048233326524496,0.31952032446861267,0.32102513313293457,-0.06239924156107009,1.0,0.75,0.7414634146341463,0.9042904290429042,0.5166666666666667,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
90,0.008227930404245853,0.3094618022441864,0.3176897466182709,0.008227930404245853,0.3094618022441864,0.3176897466182709,-0.05366443004459143,1.0,0.75,0.7414634146341463,0.9075907590759076,0.5481684981684982,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
95,0.0004424897488206625,0.30699610710144043,0.30743858218193054,0.0004424897488206625,0.30699610710144043,0.30743858218193054,-0.06095673167146742,1.0,0.75,0.7317073170731707,0.9108910891089109,0.55,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
100,0.0016313501400873065,0.30140480399131775,0.3030361533164978,0.0016313501400873065,0.30140480399131775,0.3030361533164978,-0.05864961065817625,1.0,0.75,0.7170731707317073,0.9108910891089109,0.55,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
105,0.003408492077142,0.31001776456832886,0.31342625617980957,0.003408492077142,0.31001776456832886,0.31342625617980957,-0.05859506083652377,1.0,0.775,0.7121951219512195,0.9042904290429042,0.5463369963369964,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
110,0.0033244735095649958,0.3344408869743347,0.3377653658390045,0.0033244735095649958,0.3344408869743347,0.3377653658390045,-0.06356370388530196,1.0,0.775,0.7024390243902439,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
115,0.0009779122192412615,0.344833105802536,0.34581100940704346,0.0009779122192412615,0.344833105802536,0.34581100940704346,-0.06798870894126595,1.0,0.775,0.7073170731707317,0.8976897689768977,0.4981684981684982,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
120,0.000470047234557569,0.32672572135925293,0.32719576358795166,0.000470047234557569,0.32672572135925293,0.32719576358795166,-0.06487509703729302,1.0,0.775,0.7170731707317073,0.8976897689768977,0.4981684981684982,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
125,0.0016124435933306813,0.2812362313270569,0.28284868597984314,0.0016124435933306813,0.2812362313270569,0.28284868597984314,-0.0546348026720807,1.0,0.8,0.7121951219512195,0.9075907590759076,0.5481684981684982,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
130,0.0008200769661925733,0.2663475275039673,0.2671675980091095,0.0008200769661925733,0.2663475275039673,0.2671675980091095,-0.052449428534600884,1.0,0.8,0.7121951219512195,0.9108910891089109,0.5796703296703297,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
135,0.00041232825606130064,0.2678525149822235,0.2682648301124573,0.00041232825606130064,0.2678525149822235,0.2682648301124573,-0.0531581747403834,1.0,0.8,0.7121951219512195,0.9108910891089109,0.5945054945054945,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
140,0.00018273662135470659,0.32025012373924255,0.3204328715801239,0.00018273662135470659,0.32025012373924255,0.3204328715801239,-0.06386728812649381,1.0,0.775,0.7024390243902439,0.9042904290429042,0.5760073260073261,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
145,0.0001514630566816777,0.30563589930534363,0.3057873547077179,0.0001514630566816777,0.30563589930534363,0.3057873547077179,-0.06097571680438705,1.0,0.775,0.6926829268292682,0.8943894389438944,0.526007326007326,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
150,0.0003630206047091633,0.30879366397857666,0.3091566860675812,0.0003630206047091633,0.30879366397857666,0.3091566860675812,-0.061395712191006174,1.0,0.75,0.6926829268292682,0.8943894389438944,0.49633699633699635,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
155,0.0005066401790827513,0.3244827687740326,0.3249894082546234,0.0005066401790827513,0.3244827687740326,0.3249894082546234,-0.06438991357572377,1.0,0.725,0.6780487804878049,0.8976897689768977,0.4981684981684982,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
160,0.00046805135207250714,0.3348582684993744,0.33532631397247314,0.00046805135207250714,0.3348582684993744,0.33532631397247314,-0.06650360234780238,1.0,0.75,0.6634146341463415,0.900990099009901,0.5,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
165,0.0013614498311653733,0.3346538841724396,0.33601534366607666,0.0013614498311653733,0.3346538841724396,0.33601534366607666,-0.06556932700332255,1.0,0.75,0.6634146341463415,0.8976897689768977,0.5130036630036631,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
170,0.0009596373420208693,0.3334121108055115,0.33437174558639526,0.0009596373420208693,0.3334121108055115,0.33437174558639526,-0.06572278481908143,1.0,0.775,0.6731707317073171,0.8943894389438944,0.49633699633699635,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Two-layer G_f: 54 -> 32 -> 16,0.2,0,"0,1,2,3,4"
