epoch,L,Ld,backward_loss_scalar,class_loss,domain_loss,total_loss,effective_feature_objective,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,domain_discriminator_balanced_accuracy,domain_majority_baseline,split,task,variant,architecture,lambda,seed,seed_values
330,0.004166606813669205,0.30365628004074097,0.3078228831291199,0.004166606813669205,0.30365628004074097,0.3078228831291199,-0.14766153320670128,1.0,0.925,0.8829268292682927,0.8943894389438944,0.526007326007326,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
335,0.00319578661583364,0.35660749673843384,0.35980328917503357,0.00319578661583364,0.35660749673843384,0.35980328917503357,-0.17510796175338328,1.0,0.925,0.8829268292682927,0.8910891089108911,0.5093406593406594,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
340,0.0036326972767710686,0.3114779591560364,0.3151106536388397,0.0036326972767710686,0.3114779591560364,0.3151106536388397,-0.15210628230124712,1.0,0.9,0.8780487804878049,0.900990099009901,0.5148351648351649,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
345,0.0010137032950296998,0.3198007643222809,0.32081446051597595,0.0010137032950296998,0.3198007643222809,0.32081446051597595,-0.15888667886611074,1.0,0.875,0.8585365853658536,0.8943894389438944,0.5408424908424908,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
350,0.0007635297370143235,0.2981018126010895,0.29886534810066223,0.0007635297370143235,0.2981018126010895,0.29886534810066223,-0.14828737656353042,1.0,0.875,0.8536585365853658,0.8976897689768977,0.5426739926739927,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
355,0.0021468063350766897,0.29129457473754883,0.29344138503074646,0.0021468063350766897,0.29129457473754883,0.29344138503074646,-0.14350048103369772,1.0,0.925,0.8682926829268293,0.8976897689768977,0.5575091575091575,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
360,0.001121253939345479,0.2737189829349518,0.27484023571014404,0.001121253939345479,0.2737189829349518,0.27484023571014404,-0.1357382375281304,1.0,0.925,0.8634146341463415,0.9042904290429042,0.5166666666666667,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
365,0.0015912804519757628,0.2635645866394043,0.2651558816432953,0.0015912804519757628,0.2635645866394043,0.2651558816432953,-0.13019101286772639,1.0,0.9,0.8536585365853658,0.9042904290429042,0.5166666666666667,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
370,0.014943853951990604,0.2724822759628296,0.2874261438846588,0.014943853951990604,0.2724822759628296,0.2874261438846588,-0.12129728402942419,1.0,0.9,0.8682926829268293,0.9042904290429042,0.5315018315018315,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
375,0.001945885131135583,0.2740399241447449,0.27598580718040466,0.001945885131135583,0.2740399241447449,0.27598580718040466,-0.13507407694123685,1.0,0.925,0.8829268292682927,0.9042904290429042,0.5166666666666667,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
380,0.0352487787604332,0.2789357602596283,0.3141845464706421,0.0352487787604332,0.2789357602596283,0.3141845464706421,-0.10421910136938095,1.0,0.9,0.8829268292682927,0.9075907590759076,0.5481684981684982,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
385,0.0017416124464944005,0.2809135615825653,0.28265517950057983,0.0017416124464944005,0.2809135615825653,0.28265517950057983,-0.13871516834478825,1.0,0.9,0.8731707317073171,0.9075907590759076,0.5333333333333333,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
390,0.018298795446753502,0.2824551463127136,0.30075395107269287,0.018298795446753502,0.2824551463127136,0.30075395107269287,-0.12292877770960331,1.0,0.925,0.8780487804878049,0.9042904290429042,0.5166666666666667,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
395,0.0025348463095724583,0.2820672392845154,0.2846020758152008,0.0025348463095724583,0.2820672392845154,0.2846020758152008,-0.13849877333268523,1.0,0.9,0.8682926829268293,0.9075907590759076,0.5333333333333333,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
400,0.026416867971420288,0.27512693405151367,0.30154380202293396,0.026416867971420288,0.27512693405151367,0.30154380202293396,-0.11114659905433655,1.0,0.875,0.848780487804878,0.9075907590759076,0.5481684981684982,0.900990099009901,S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-semi,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
1,1.0880770683288574,0.0,1.0880770683288574,1.0880770683288574,0.0,1.0880770683288574,1.0880770683288574,0.4666666666666667,0.46153846153846156,0.4682926829268293,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
5,0.7403751611709595,0.0,0.7403751611709595,0.7403751611709595,0.0,0.7403751611709595,0.7403751611709595,0.6,0.46153846153846156,0.5902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
10,0.5774878859519958,0.0,0.5774878859519958,0.5774878859519958,0.0,0.5774878859519958,0.5774878859519958,0.8333333333333334,0.6538461538461539,0.6487804878048781,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
15,0.4121634364128113,0.0,0.4121634364128113,0.4121634364128113,0.0,0.4121634364128113,0.4121634364128113,0.8333333333333334,0.7307692307692307,0.6585365853658537,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
20,0.29411816596984863,0.0,0.29411816596984863,0.29411816596984863,0.0,0.29411816596984863,0.29411816596984863,0.8333333333333334,0.7307692307692307,0.6585365853658537,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
25,0.22300241887569427,0.0,0.22300241887569427,0.22300241887569427,0.0,0.22300241887569427,0.22300241887569427,0.9,0.7692307692307693,0.6731707317073171,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
30,0.14962609112262726,0.0,0.14962609112262726,0.14962609112262726,0.0,0.14962609112262726,0.14962609112262726,0.9666666666666667,0.8076923076923077,0.7073170731707317,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
35,0.12291689962148666,0.0,0.12291689962148666,0.12291689962148666,0.0,0.12291689962148666,0.12291689962148666,0.9666666666666667,0.8461538461538461,0.751219512195122,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
40,0.07804214954376221,0.0,0.07804214954376221,0.07804214954376221,0.0,0.07804214954376221,0.07804214954376221,1.0,0.8461538461538461,0.7707317073170732,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
45,0.07045786082744598,0.0,0.07045786082744598,0.07045786082744598,0.0,0.07045786082744598,0.07045786082744598,1.0,0.8846153846153846,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
50,0.04265519976615906,0.0,0.04265519976615906,0.04265519976615906,0.0,0.04265519976615906,0.04265519976615906,1.0,0.8846153846153846,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
55,0.027715716511011124,0.0,0.027715716511011124,0.027715716511011124,0.0,0.027715716511011124,0.027715716511011124,1.0,0.8846153846153846,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
60,0.021209385246038437,0.0,0.021209385246038437,0.021209385246038437,0.0,0.021209385246038437,0.021209385246038437,1.0,0.8846153846153846,0.7853658536585366,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
65,0.020344402641057968,0.0,0.020344402641057968,0.020344402641057968,0.0,0.020344402641057968,0.020344402641057968,1.0,0.8846153846153846,0.7707317073170732,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
70,0.01606614887714386,0.0,0.01606614887714386,0.01606614887714386,0.0,0.01606614887714386,0.01606614887714386,1.0,0.8076923076923077,0.7707317073170732,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
75,0.016583416610956192,0.0,0.016583416610956192,0.016583416610956192,0.0,0.016583416610956192,0.016583416610956192,1.0,0.8076923076923077,0.7658536585365854,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
80,0.036399226635694504,0.0,0.036399226635694504,0.036399226635694504,0.0,0.036399226635694504,0.036399226635694504,1.0,0.8076923076923077,0.7707317073170732,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
85,0.03215795382857323,0.0,0.03215795382857323,0.03215795382857323,0.0,0.03215795382857323,0.03215795382857323,1.0,0.8076923076923077,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
90,0.007477292791008949,0.0,0.007477292791008949,0.007477292791008949,0.0,0.007477292791008949,0.007477292791008949,1.0,0.8076923076923077,0.7658536585365854,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
95,0.02501622587442398,0.0,0.02501622587442398,0.02501622587442398,0.0,0.02501622587442398,0.02501622587442398,1.0,0.7307692307692307,0.7658536585365854,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
100,0.014628143981099129,0.0,0.014628143981099129,0.014628143981099129,0.0,0.014628143981099129,0.014628143981099129,1.0,0.8076923076923077,0.7658536585365854,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
105,0.011451436206698418,0.0,0.011451436206698418,0.011451436206698418,0.0,0.011451436206698418,0.011451436206698418,1.0,0.8076923076923077,0.7658536585365854,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
110,0.005749316420406103,0.0,0.005749316420406103,0.005749316420406103,0.0,0.005749316420406103,0.005749316420406103,1.0,0.8076923076923077,0.7658536585365854,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
115,0.005505716428160667,0.0,0.005505716428160667,0.005505716428160667,0.0,0.005505716428160667,0.005505716428160667,1.0,0.8076923076923077,0.7707317073170732,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
120,0.004005028400570154,0.0,0.004005028400570154,0.004005028400570154,0.0,0.004005028400570154,0.004005028400570154,1.0,0.8076923076923077,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
125,0.003516420489177108,0.0,0.003516420489177108,0.003516420489177108,0.0,0.003516420489177108,0.003516420489177108,1.0,0.8076923076923077,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
130,0.016620496287941933,0.0,0.016620496287941933,0.016620496287941933,0.0,0.016620496287941933,0.016620496287941933,1.0,0.8076923076923077,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
135,0.00395818380638957,0.0,0.00395818380638957,0.00395818380638957,0.0,0.00395818380638957,0.00395818380638957,1.0,0.8076923076923077,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
140,0.009681593626737595,0.0,0.009681593626737595,0.009681593626737595,0.0,0.009681593626737595,0.009681593626737595,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
145,0.011384078301489353,0.0,0.011384078301489353,0.011384078301489353,0.0,0.011384078301489353,0.011384078301489353,1.0,0.8076923076923077,0.7853658536585366,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
150,0.0018847899045795202,0.0,0.0018847899045795202,0.0018847899045795202,0.0,0.0018847899045795202,0.0018847899045795202,1.0,0.8076923076923077,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
155,0.009454578161239624,0.0,0.009454578161239624,0.009454578161239624,0.0,0.009454578161239624,0.009454578161239624,1.0,0.8076923076923077,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
160,0.0028284804429858923,0.0,0.0028284804429858923,0.0028284804429858923,0.0,0.0028284804429858923,0.0028284804429858923,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
165,0.004519013222306967,0.0,0.004519013222306967,0.004519013222306967,0.0,0.004519013222306967,0.004519013222306967,1.0,0.8076923076923077,0.7707317073170732,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
170,0.0065297032706439495,0.0,0.0065297032706439495,0.0065297032706439495,0.0,0.0065297032706439495,0.0065297032706439495,1.0,0.8076923076923077,0.7707317073170732,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
175,0.0016873498680070043,0.0,0.0016873498680070043,0.0016873498680070043,0.0,0.0016873498680070043,0.0016873498680070043,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
180,0.0050219264812767506,0.0,0.0050219264812767506,0.0050219264812767506,0.0,0.0050219264812767506,0.0050219264812767506,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
185,0.004798912908881903,0.0,0.004798912908881903,0.004798912908881903,0.0,0.004798912908881903,0.004798912908881903,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
190,0.0018562464974820614,0.0,0.0018562464974820614,0.0018562464974820614,0.0,0.0018562464974820614,0.0018562464974820614,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
195,0.0019835783168673515,0.0,0.0019835783168673515,0.0019835783168673515,0.0,0.0019835783168673515,0.0019835783168673515,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
200,0.00265954970382154,0.0,0.00265954970382154,0.00265954970382154,0.0,0.00265954970382154,0.00265954970382154,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
205,0.002463651355355978,0.0,0.002463651355355978,0.002463651355355978,0.0,0.002463651355355978,0.002463651355355978,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
210,0.0018526630010455847,0.0,0.0018526630010455847,0.0018526630010455847,0.0,0.0018526630010455847,0.0018526630010455847,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
215,0.015113786794245243,0.0,0.015113786794245243,0.015113786794245243,0.0,0.015113786794245243,0.015113786794245243,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
220,0.0018860152922570705,0.0,0.0018860152922570705,0.0018860152922570705,0.0,0.0018860152922570705,0.0018860152922570705,1.0,0.8461538461538461,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
225,0.010728266090154648,0.0,0.010728266090154648,0.010728266090154648,0.0,0.010728266090154648,0.010728266090154648,1.0,0.8461538461538461,0.7853658536585366,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
230,0.0039653354324400425,0.0,0.0039653354324400425,0.0039653354324400425,0.0,0.0039653354324400425,0.0039653354324400425,1.0,0.8846153846153846,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
235,0.00621899776160717,0.0,0.00621899776160717,0.00621899776160717,0.0,0.00621899776160717,0.00621899776160717,1.0,0.8461538461538461,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
240,0.000883470696862787,0.0,0.000883470696862787,0.000883470696862787,0.0,0.000883470696862787,0.000883470696862787,1.0,0.8846153846153846,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
245,0.009819308295845985,0.0,0.009819308295845985,0.009819308295845985,0.0,0.009819308295845985,0.009819308295845985,1.0,0.8846153846153846,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
250,0.0008147563203237951,0.0,0.0008147563203237951,0.0008147563203237951,0.0,0.0008147563203237951,0.0008147563203237951,1.0,0.8461538461538461,0.7707317073170732,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
255,0.0015761341201141477,0.0,0.0015761341201141477,0.0015761341201141477,0.0,0.0015761341201141477,0.0015761341201141477,1.0,0.8461538461538461,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
260,0.0029388379771262407,0.0,0.0029388379771262407,0.0029388379771262407,0.0,0.0029388379771262407,0.0029388379771262407,1.0,0.8461538461538461,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
265,0.00222457735799253,0.0,0.00222457735799253,0.00222457735799253,0.0,0.00222457735799253,0.00222457735799253,1.0,0.8461538461538461,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
270,0.010445221327245235,0.0,0.010445221327245235,0.010445221327245235,0.0,0.010445221327245235,0.010445221327245235,1.0,0.8076923076923077,0.7853658536585366,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
275,0.006902546156197786,0.0,0.006902546156197786,0.006902546156197786,0.0,0.006902546156197786,0.006902546156197786,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
280,0.0019504838855937123,0.0,0.0019504838855937123,0.0019504838855937123,0.0,0.0019504838855937123,0.0019504838855937123,1.0,0.8076923076923077,0.7853658536585366,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
285,0.004652172792702913,0.0,0.004652172792702913,0.004652172792702913,0.0,0.004652172792702913,0.004652172792702913,1.0,0.8461538461538461,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
290,0.0006189816631376743,0.0,0.0006189816631376743,0.0006189816631376743,0.0,0.0006189816631376743,0.0006189816631376743,1.0,0.8076923076923077,0.7853658536585366,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
295,0.0004972053575329483,0.0,0.0004972053575329483,0.0004972053575329483,0.0,0.0004972053575329483,0.0004972053575329483,1.0,0.8076923076923077,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
300,0.003215268487110734,0.0,0.003215268487110734,0.003215268487110734,0.0,0.003215268487110734,0.003215268487110734,1.0,0.8076923076923077,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
305,0.0007066213875077665,0.0,0.0007066213875077665,0.0007066213875077665,0.0,0.0007066213875077665,0.0007066213875077665,1.0,0.8461538461538461,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
310,0.0006084305932745337,0.0,0.0006084305932745337,0.0006084305932745337,0.0,0.0006084305932745337,0.0006084305932745337,1.0,0.8461538461538461,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
315,0.00041662718285806477,0.0,0.00041662718285806477,0.00041662718285806477,0.0,0.00041662718285806477,0.00041662718285806477,1.0,0.8461538461538461,0.775609756097561,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
320,0.0008505415171384811,0.0,0.0008505415171384811,0.0008505415171384811,0.0,0.0008505415171384811,0.0008505415171384811,1.0,0.8461538461538461,0.7804878048780488,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
325,0.0013331479858607054,0.0,0.0013331479858607054,0.0013331479858607054,0.0,0.0013331479858607054,0.0013331479858607054,1.0,0.8461538461538461,0.7853658536585366,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
330,0.00513676181435585,0.0,0.00513676181435585,0.00513676181435585,0.0,0.00513676181435585,0.00513676181435585,1.0,0.8461538461538461,0.7902439024390244,0.900990099009901,0.5,0.900990099009901,S7_train_I_D1_3_val_D4_5,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
