feature_set,split,mode,method,representation,classifier_strategy,seed,input_dimensions,latent_dimensions,neural_checkpoint,probe_checkpoint,label_usage,final_training,lr_parameters,confusion_matrix,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
54D,S4_train_I_val_D1_2,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\bottleneck16\mlp\source-only\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S4_train_I_val_D1_2\source-only\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[68, 5, 0], [0, 85, 1], [1, 19, 66]]",1.0,1.0,1.0,0.8938775510204081,0.8957736009344801,0.8974288162357756
54D,S4_train_I_val_D1_2,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\bottleneck16\mlp\source-only\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S4_train_I_val_D1_2\source-only\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[67, 6, 0], [0, 85, 1], [0, 18, 68]]",1.0,1.0,1.0,0.8979591836734694,0.8989593288733143,0.9021190279254796
54D,S4_train_I_val_D1_2,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\bottleneck16\mlp\source-only\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S4_train_I_val_D1_2\source-only\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[68, 5, 0], [0, 86, 0], [0, 24, 62]]",1.0,1.0,1.0,0.8816326530612245,0.8841456939577359,0.8860327459882874
54D,S4_train_I_val_D1_2,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\bottleneck16\mlp\source-only\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S4_train_I_val_D1_2\source-only\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[67, 6, 0], [0, 85, 1], [1, 15, 70]]",1.0,1.0,1.0,0.9061224489795918,0.9067112668578104,0.9091636739395582
54D,S4_train_I_val_D1_2,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\bottleneck16\mlp\source-only\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S4_train_I_val_D1_2\source-only\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[72, 1, 0], [0, 85, 1], [0, 32, 54]]",1.0,1.0,1.0,0.8612244897959184,0.8675268132101518,0.8641314094725686
54D,S5_train_I_D1_val_D2_3,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\c-dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 6, 0], [0, 81, 0], [0, 18, 63]]",1.0,1.0,1.0,0.8961038961038961,0.8969404186795491,0.9001710654936462
54D,S5_train_I_D1_val_D2_3,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\c-dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [0, 80, 1], [0, 10, 71]]",1.0,1.0,1.0,0.922077922077922,0.9209160851672928,0.9245152883846548
54D,S5_train_I_D1_val_D2_3,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\c-dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [0, 81, 0], [0, 16, 65]]",1.0,1.0,1.0,0.9004329004329005,0.9003399534800501,0.9042171733586564
54D,S5_train_I_D1_val_D2_3,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\c-dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[66, 3, 0], [0, 79, 2], [2, 13, 66]]",1.0,1.0,1.0,0.9134199134199136,0.915548398640186,0.915712320876922
54D,S5_train_I_D1_val_D2_3,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\c-dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [0, 80, 1], [0, 9, 72]]",1.0,1.0,1.0,0.935064935064935,0.9346931472535336,0.9372522214627476
54D,S5_train_I_D1_val_D2_3,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 6, 0], [0, 81, 0], [2, 16, 63]]",1.0,1.0,1.0,0.8961038961038961,0.8969404186795491,0.8985777633571274
54D,S5_train_I_D1_val_D2_3,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 6, 0], [0, 79, 2], [0, 12, 69]]",1.0,1.0,1.0,0.9134199134199136,0.9134013240293432,0.9166935469419206
54D,S5_train_I_D1_val_D2_3,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 6, 0], [0, 81, 0], [1, 10, 70]]",1.0,1.0,1.0,0.9264069264069263,0.925747003041689,0.928211032827996
54D,S5_train_I_D1_val_D2_3,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [0, 80, 1], [1, 15, 65]]",1.0,1.0,1.0,0.8961038961038961,0.8962247271426015,0.8993548735937495
54D,S5_train_I_D1_val_D2_3,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [0, 81, 0], [1, 11, 69]]",1.0,1.0,1.0,0.9264069264069263,0.9264626945786366,0.9284454133825256
54D,S5_train_I_D1_val_D2_3,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan+c-dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [0, 81, 0], [2, 14, 65]]",1.0,1.0,1.0,0.9004329004329005,0.9003399534800501,0.9026625625370408
54D,S5_train_I_D1_val_D2_3,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan+c-dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 6, 0], [0, 80, 1], [0, 22, 59]]",1.0,1.0,1.0,0.8744588744588745,0.8763642869923064,0.8793285779101382
54D,S5_train_I_D1_val_D2_3,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan+c-dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [0, 81, 0], [1, 15, 65]]",1.0,1.0,1.0,0.9004329004329005,0.9003399534800501,0.9034132269689148
54D,S5_train_I_D1_val_D2_3,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan+c-dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [0, 81, 0], [0, 12, 69]]",1.0,1.0,1.0,0.9177489177489178,0.9168008588298444,0.9205308366018584
54D,S5_train_I_D1_val_D2_3,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\cdan+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\cdan+c-dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 6, 1], [1, 80, 0], [0, 11, 70]]",1.0,1.0,1.0,0.9177489177489178,0.9168008588298444,0.9197743251557564
54D,S5_train_I_D1_val_D2_3,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [0, 81, 0], [0, 14, 67]]",1.0,1.0,1.0,0.9177489177489178,0.9182322419037396,0.9209463482507972
54D,S5_train_I_D1_val_D2_3,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [0, 80, 1], [0, 10, 71]]",1.0,1.0,1.0,0.922077922077922,0.9209160851672928,0.9245152883846548
54D,S5_train_I_D1_val_D2_3,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [0, 80, 1], [0, 17, 64]]",1.0,1.0,1.0,0.9004329004329005,0.9017713365539451,0.904478427898476
54D,S5_train_I_D1_val_D2_3,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[65, 4, 0], [0, 81, 0], [0, 15, 66]]",1.0,1.0,1.0,0.9177489177489178,0.918947933440687,0.9210453539047352
54D,S5_train_I_D1_val_D2_3,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[60, 9, 0], [1, 79, 1], [1, 14, 66]]",1.0,1.0,1.0,0.8874458874458875,0.8865628913938092,0.8904368014617043
54D,S5_train_I_D1_val_D2_3,semi,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\deep-coral\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\deep-coral\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[65, 4, 0], [0, 81, 0], [0, 15, 66]]",1.0,1.0,1.0,0.9177489177489178,0.918947933440687,0.9210453539047352
54D,S5_train_I_D1_val_D2_3,semi,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\deep-coral\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\deep-coral\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [0, 79, 2], [0, 12, 69]]",1.0,1.0,1.0,0.9177489177489178,0.9182322419037394,0.9209853730371126
54D,S5_train_I_D1_val_D2_3,semi,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\deep-coral\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\deep-coral\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [1, 79, 1], [0, 10, 71]]",0.9861111111111112,0.9876543209876544,0.9847016828148905,0.9264069264069263,0.9264626945786366,0.9287285328725188
54D,S5_train_I_D1_val_D2_3,semi,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\deep-coral\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\deep-coral\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [0, 80, 1], [0, 11, 70]]",1.0,1.0,1.0,0.9264069264069263,0.9264626945786366,0.9291378162921428
54D,S5_train_I_D1_val_D2_3,semi,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\deep-coral\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\deep-coral\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 6, 0], [0, 81, 0], [0, 8, 73]]",1.0,1.0,1.0,0.9393939393939394,0.9380926820540348,0.941017316017316
54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\mk-mmd\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\mk-mmd\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [0, 81, 0], [0, 10, 71]]",1.0,1.0,1.0,0.935064935064935,0.9346931472535336,0.937290259547173
54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\mk-mmd\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\mk-mmd\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [0, 80, 1], [0, 12, 69]]",1.0,1.0,1.0,0.9134199134199136,0.9126856324923956,0.916453686384428
54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\mk-mmd\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\mk-mmd\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [1, 80, 0], [1, 8, 72]]",0.9861111111111112,0.9876543209876544,0.9876500857632934,0.935064935064935,0.9346931472535336,0.9362882828738136
54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\mk-mmd\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\mk-mmd\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 3, 2], [0, 80, 1], [0, 7, 74]]",1.0,1.0,1.0,0.9437229437229436,0.9429235999284308,0.9449291301389904
54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\mk-mmd\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\mk-mmd\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [1, 80, 0], [0, 8, 73]]",1.0,1.0,1.0,0.9307359307359307,0.92914653784219,0.9321789321789322
54D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\source-only\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [0, 81, 0], [0, 12, 69]]",1.0,1.0,1.0,0.9264069264069263,0.9264626945786366,0.9291446493328293
54D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\source-only\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[65, 4, 0], [0, 80, 1], [0, 14, 67]]",1.0,1.0,1.0,0.9177489177489178,0.918947933440687,0.9211109537983658
54D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\source-only\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[66, 3, 0], [0, 81, 0], [0, 18, 63]]",1.0,1.0,1.0,0.9090909090909092,0.9114331723027376,0.9126745598057072
54D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\source-only\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[65, 4, 0], [0, 80, 1], [0, 20, 61]]",1.0,1.0,1.0,0.8917748917748918,0.8942565754159957,0.896053657247687
54D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S5_train_I_D1_val_D2_3\source-only\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[65, 4, 0], [0, 81, 0], [0, 19, 62]]",1.0,1.0,1.0,0.9004329004329005,0.9024870280908928,0.9043192655132952
54D,S6_train_I_D1_2_val_D3_5,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S6_train_I_D1_2_val_D3_5\c-dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 1, 0], [0, 71, 0], [0, 2, 69]]",1.0,1.0,1.0,0.9853658536585366,0.9853193233474924,0.9856748768472906
