feature_set,split,method,representation,classifier_strategy,seed_count,seeds,train_accuracy,train_accuracy_min,train_accuracy_max,train_accuracy_std,test_accuracy,test_accuracy_min,test_accuracy_max,test_accuracy_std,test_balanced_accuracy,test_balanced_accuracy_min,test_balanced_accuracy_max,test_balanced_accuracy_std,test_macro_f1,test_macro_f1_min,test_macro_f1_max,test_macro_f1_std
48D,S2_train_I_internal_val_test_all,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9733333333333334,0.9,1.0,0.04346134936801765,0.7025641025641025,0.6190476190476191,0.7875457875457875,0.06559743123279801,0.6947788065843621,0.6093106995884773,0.7786779835390947,0.06537860190369046,0.7010235583159588,0.6111342584089702,0.7856667695099583,0.06709632632382101
48D,S2_train_I_internal_val_test_all,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9933333333333334,0.9666666666666667,1.0,0.014907119849998594,0.715018315018315,0.6043956043956044,0.8498168498168498,0.10658648316576276,0.7081275720164609,0.6050668724279835,0.8422067901234569,0.10414827194948731,0.7137005336999737,0.6143317230273752,0.8474700090188435,0.10413064228374456
48D,S3_train_I_internal_20_10_test_all,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7875457875457876,0.7509157509157509,0.8461538461538461,0.03708508558849192,0.7821502057613168,0.7490997942386831,0.8406635802469135,0.03674812116526668,0.788961002655627,0.7538527120870077,0.8492522900030496,0.037753972841261155
48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7230769230769231,0.6703296703296703,0.7692307692307693,0.036224865392164476,0.7149948559670782,0.6585648148148149,0.7600308641975309,0.03705203742873365,0.7212455010589445,0.6613053613053612,0.769930858243045,0.0399069526573408
48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7238095238095238,0.6190476190476191,0.8974358974358975,0.1186270395480514,0.7183899176954733,0.612525720164609,0.8912037037037037,0.11716937364398948,0.7233890134914388,0.6138694403097071,0.8974039356468554,0.11848642744171467
48D,S4_train_I_val_D1_2,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8783673469387756,0.8244897959183674,0.9061224489795918,0.03180008356046114,0.877179568864819,0.827121163852607,0.9018795794839121,0.029528798696964342,0.880067823816524,0.8276859136881534,0.9063636105430583,0.030987263738709064
48D,S4_train_I_val_D1_2,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8522448979591838,0.8367346938775511,0.8693877551020408,0.013659755535250203,0.8501645959435065,0.8364128703408729,0.8683763406605075,0.013230789186108876,0.8538274547108863,0.8367487276262366,0.87002414507059,0.014343977199209294
48D,S4_train_I_val_D1_2,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8546938775510202,0.7918367346938775,0.889795918367347,0.03758649610847787,0.854836996920463,0.7940426887543804,0.8870659445683339,0.035998608240788425,0.8579887860195224,0.7951761853170304,0.8912327419210908,0.03726127596190933
48D,S5_train_I_D1_val_D2_3,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9638888888888889,0.9444444444444444,1.0,0.023240556292613217,0.8917748917748918,0.8874458874458875,0.9004329004329005,0.006122136633649751,0.8901055645016998,0.883700125246019,0.9010556450169976,0.007366757301783785,0.8939354554283454,0.8875113313847587,0.9037286226439121,0.0069328285058557326
48D,S5_train_I_D1_val_D2_3,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9805555555555555,0.9583333333333334,1.0,0.01863389981249824,0.9012987012987013,0.8744588744588745,0.9264069264069265,0.018968746580265497,0.9007335838253713,0.8777956700662015,0.9264626945786366,0.018244169121177815,0.9024644922509852,0.8754012066492517,0.9269978014088931,0.018816357653593005
48D,S5_train_I_D1_val_D2_3,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9777777777777779,0.9444444444444444,1.0,0.030429030972509243,0.8753246753246753,0.8225108225108225,0.9004329004329005,0.0321630746684099,0.8747539810341742,0.8234031132581857,0.9017713365539453,0.03162332276116767,0.8769792024772975,0.8233929024588961,0.9028784761344895,0.03219818925950862
48D,S6_train_I_D1_2_val_D3_5,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9918367346938777,0.9795918367346939,1.0,0.011178011377656463,0.9365853658536585,0.9170731707317074,0.9512195121951219,0.014221833889866543,0.9362247559430659,0.9166107757657054,0.9506669647514717,0.014051090577069636,0.9374943937055649,0.9180991663289068,0.9515712894323616,0.014220666960232631
48D,S6_train_I_D1_2_val_D3_5,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9877551020408163,0.9693877551020408,1.0,0.013304494704495216,0.9336585365853658,0.9121951219512195,0.9707317073170731,0.02224732536778803,0.9332886206125643,0.9131082793054625,0.9706386466949848,0.022348807627007194,0.9349918966994852,0.9137854976564653,0.9711071252586971,0.021770330336417138
48D,S6_train_I_D1_2_val_D3_5,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9918367346938775,0.9693877551020408,1.0,0.013304494704495217,0.9258536585365853,0.9170731707317074,0.9463414634146341,0.012146243510232873,0.9248230121469557,0.9166107757657054,0.9453759594604665,0.012083975277606195,0.9267116933847103,0.9180677361853832,0.9466421379542264,0.011798086320739734
48D,S7_train_I_D1_3_val_D4_5,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9795918367346939,0.9591836734693877,1.0,0.019090088708030337,0.9160975609756097,0.8585365853658536,0.9414634146341463,0.034041651360717864,0.9142410015649451,0.8537148818838959,0.9412772933899695,0.03545617420487347,0.916590791559955,0.8569673185795162,0.9418271604938271,0.034793463419245975
48D,S7_train_I_D1_3_val_D4_5,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9918367346938775,0.9795918367346939,1.0,0.008537347209531393,0.9356097560975609,0.9219512195121952,0.9512195121951219,0.01262651620053145,0.9340934495864073,0.9213056114464564,0.9488784559207094,0.012365198532092102,0.9364133340398677,0.9236165944330391,0.9512680876970251,0.012268769603360695
48D,S7_train_I_D1_3_val_D4_5,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9816326530612244,0.9591836734693877,1.0,0.016767017066484695,0.9297560975609758,0.9073170731707317,0.9463414634146341,0.014470631194332981,0.928459646769506,0.907221104404203,0.9453759594604665,0.013983799670264365,0.9309654827963438,0.9104041279471007,0.947158546548993,0.013464767566069532
54D,S1_train_I_test_all,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8307692307692308,0.7765567765567766,0.8681318681318682,0.04057510331442632,0.8301954732510287,0.7772633744855967,0.8640689300411522,0.03788277721697267,0.8338161287330237,0.7804818870392641,0.8703998750173908,0.04001181836923372
54D,S1_train_I_test_all,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8637362637362637,0.8131868131868132,0.8937728937728938,0.032598674668552374,0.8611882716049383,0.813914609053498,0.8909465020576132,0.030909522831822685,0.8663926198179427,0.8201339557971369,0.895539855614254,0.030098950106231176
54D,S1_train_I_test_all,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.86007326007326,0.8021978021978022,0.9010989010989011,0.037121248527936204,0.8569444444444445,0.7983539094650206,0.8966049382716049,0.03700873851038419,0.8616400386445647,0.8063990992022596,0.8991721359368419,0.03486299367923418
54D,S2_train_I_internal_val_test_all,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8666666666666668,0.8315018315018315,0.8901098901098901,0.022963264496201407,0.8638374485596708,0.8299897119341564,0.887474279835391,0.023489530871700595,0.8683268477278381,0.8361469218612075,0.8905598305842917,0.02144283603638074
54D,S2_train_I_internal_val_test_all,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8930402930402931,0.8608058608058609,0.9377289377289377,0.03249561189189284,0.8902520576131687,0.8571244855967078,0.9351851851851852,0.03267632785315712,0.8941605026168734,0.8629272509925895,0.937165991902834,0.03145172529120341
54D,S2_train_I_internal_val_test_all,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8813186813186814,0.8498168498168498,0.9267399267399268,0.02808833628231623,0.8778549382716049,0.8479938271604938,0.9234825102880658,0.02778274870740464,0.8823340281800902,0.8506884639711965,0.9266521423384169,0.027668182286278993
54D,S3_train_I_internal_20_10_test_all,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8666666666666666,0.8424908424908425,0.8937728937728938,0.018962899788344027,0.8642232510288066,0.840406378600823,0.8909465020576132,0.01865430186632206,0.8693065180830919,0.8473272440783192,0.8939823694721798,0.01726520266250299
54D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8586080586080586,0.7985347985347986,0.9084249084249084,0.043232754941598714,0.8577417695473251,0.8006687242798353,0.9022633744855968,0.040065957401793306,0.8611422781612145,0.8020798220990571,0.906282124056026,0.04126375308504928
54D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8139194139194139,0.73992673992674,0.8644688644688645,0.0501844870279946,0.8138374485596707,0.7431841563786007,0.8618827160493826,0.048055995648628454,0.8180177385290298,0.7405016846803755,0.8690188707385422,0.05143386097839119
54D,S4_train_I_val_D1_2,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9053061224489796,0.8693877551020408,0.9387755102040817,0.029348045734281722,0.9049697355845812,0.8697568227673357,0.9397897419560369,0.029301227130803024,0.9072992438055355,0.8720168250426398,0.9406870638754697,0.028978607759786657
54D,S4_train_I_val_D1_2,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9167346938775511,0.9061224489795918,0.9346938775510204,0.011759069625214627,0.91554635234151,0.9046405436975683,0.9331528087501327,0.011713875375228982,0.9191020435944969,0.9092500854858795,0.9358950225916637,0.011061622703291444
54D,S4_train_I_val_D1_2,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9069387755102041,0.889795918367347,0.9469387755102041,0.023694571875428585,0.9070723160242116,0.88982690878199,0.946161197833705,0.02311828644809964,0.9093015716103622,0.8937709480381941,0.946286400786693,0.022065844508266444
54D,S5_train_I_D1_val_D2_3,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9116883116883118,0.8831168831168831,0.9437229437229437,0.023631764612911155,0.9107532653426373,0.8824476650563606,0.9407765253175882,0.022778928105309165,0.9143484094498557,0.8874584717607973,0.9434950196414409,0.02181129616451124
54D,S5_train_I_D1_val_D2_3,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9972222222222221,0.9861111111111112,1.0,0.006211299937499394,0.9160173160173161,0.8961038961038961,0.935064935064935,0.01851883085385928,0.9157273215244229,0.895509035605654,0.9346931472535337,0.018181153600622443,0.9185413928100299,0.8991688472354221,0.9362882828738136,0.017448837903730283
54D,S5_train_I_D1_val_D2_3,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9944444444444445,0.9722222222222222,1.0,0.012422599874998837,0.9255411255411256,0.9047619047619048,0.9393939393939394,0.01480747305323558,0.9250670960815889,0.903739488280551,0.9388083735909823,0.014680074751411034,0.9277933649804142,0.907314092380939,0.9413456770267915,0.01439212463715452
54D,S6_train_I_D1_2_val_D3_5,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9979591836734695,0.9897959183673469,1.0,0.004563404035713862,0.9463414634146341,0.926829268292683,0.9707317073170731,0.017246506858208444,0.9447797898502124,0.9248081079066995,0.9694463074744766,0.017361440824311375,0.9464960302797613,0.9263500928885146,0.9707956199759478,0.01734588356618281
54D,S6_train_I_D1_2_val_D3_5,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9463414634146341,0.9219512195121952,0.9707317073170731,0.017246506858208454,0.9452567255384157,0.9189209330054401,0.9706386466949848,0.018291774965873274,0.9466310794883863,0.9216781802774707,0.9711071252586971,0.01747832349991746
54D,S6_train_I_D1_2_val_D3_5,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9395121951219512,0.9170731707317074,0.9512195121951219,0.013623648823189172,0.9377300842089575,0.9130337581041806,0.9506669647514717,0.015061359770708865,0.9395269472170096,0.915345057000036,0.9520621921547683,0.01456564393593588
54D,S7_train_I_D1_3_val_D4_5,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.944390243902439,0.9317073170731708,0.9609756097560975,0.011230111642167119,0.942782621655861,0.9289067739771966,0.95946046650272,0.011454880716828288,0.9444940972898832,0.9316289730604123,0.9612538729347101,0.011363849019308543
54D,S7_train_I_D1_3_val_D4_5,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9492682926829268,0.9317073170731708,0.975609756097561,0.017452237873169057,0.9481928608689172,0.9306952828079589,0.97592965198599,0.01801860390819754,0.9497164727522854,0.933422459893048,0.9763152709359607,0.017350895029258143
54D,S7_train_I_D1_3_val_D4_5,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9414634146341463,0.9317073170731708,0.9463414634146341,0.006898602743283338,0.9405618898576644,0.9306952828079589,0.9459721290707206,0.007078651192108441,0.9424190387221341,0.9335183059063658,0.9477568473746479,0.0066199334688610886
