architecture,split,variant,method,mode,seed,selected_C,selection_status,best_epoch,final_training,label_usage,neural_test_accuracy,lr_train_accuracy,lr_test_accuracy,lr_test_balanced_accuracy,lr_test_macro_f1,lr_minus_neural_accuracy
one-layer,S1_train_I_test_all,C-DANN-UDA,c-dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8974358974358975,1.0,0.8974358974358975,0.893775720164609,0.898079247310214,0.0
one-layer,S1_train_I_test_all,C-DANN-UDA,c-dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8571428571428571,1.0,0.8681318681318682,0.8653549382716049,0.8702065088754694,0.010989010989011061
one-layer,S1_train_I_test_all,C-DANN-UDA,c-dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.9267399267399268,1.0,0.9230769230769231,0.9180812757201647,0.9221002121098875,-0.00366300366300365
one-layer,S1_train_I_test_all,C-DANN-UDA,c-dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8937728937728938,1.0,0.8937728937728938,0.8890174897119342,0.8927278084855024,0.0
one-layer,S1_train_I_test_all,C-DANN-UDA,c-dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8754578754578755,1.0,0.8791208791208791,0.8757716049382717,0.879064579906503,0.00366300366300365
one-layer,S1_train_I_test_all,CDAN-UDA,cdan,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7655677655677655,1.0,0.8058608058608059,0.8050411522633745,0.8063241106719367,0.04029304029304037
one-layer,S1_train_I_test_all,CDAN-UDA,cdan,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7728937728937729,1.0,0.7948717948717948,0.7952674897119341,0.800989465106804,0.0219780219780219
one-layer,S1_train_I_test_all,CDAN-UDA,cdan,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8131868131868132,1.0,0.8351648351648352,0.8321759259259259,0.8361804035003665,0.02197802197802201
one-layer,S1_train_I_test_all,CDAN-UDA,cdan,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8058608058608059,1.0,0.8241758241758241,0.8224022633744855,0.8284522796717919,0.01831501831501825
one-layer,S1_train_I_test_all,CDAN-UDA,cdan,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7765567765567766,1.0,0.8058608058608059,0.8050411522633745,0.8043108937029273,0.02930402930402931
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.9010989010989012,1.0,0.9084249084249084,0.9048353909465021,0.9084098452519506,0.007326007326007189
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8534798534798534,1.0,0.8717948717948718,0.8675411522633745,0.8737435925783891,0.01831501831501836
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8974358974358975,1.0,0.9010989010989011,0.8953189300411523,0.900325661083758,0.00366300366300365
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8534798534798534,1.0,0.8644688644688645,0.8573816872427984,0.861256961346621,0.010989010989011061
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8864468864468864,1.0,0.8901098901098901,0.8855452674897119,0.8909715403210324,0.00366300366300365
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,0,10.0,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.6703296703296703,1.0,0.7472527472527473,0.7520576131687243,0.7576718470666647,0.07692307692307698
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,1,10.0,validation-selected C,130,source train+source validation refit,source train + source validation labels,0.8498168498168498,1.0,0.8498168498168498,0.8479938271604938,0.8522621881718103,0.0
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,2,10.0,validation-selected C,320,source train+source validation refit,source train + source validation labels,0.8681318681318682,1.0,0.8791208791208791,0.8751286008230452,0.881214032912403,0.01098901098901095
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,3,10.0,validation-selected C,110,source train+source validation refit,source train + source validation labels,0.8827838827838828,1.0,0.8827838827838828,0.8786008230452675,0.883949433613863,0.0
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,4,10.0,validation-selected C,80,source train+source validation refit,source train + source validation labels,0.8681318681318682,1.0,0.8791208791208791,0.8757716049382717,0.8804205751984332,0.01098901098901095
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,0,1.0,validation-selected C,380,source train+source validation refit,source train + source validation labels,0.8131868131868132,1.0,0.8168498168498168,0.8154578189300411,0.8222549488434948,0.00366300366300365
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,1,1.0,validation-selected C,170,source train+source validation refit,source train + source validation labels,0.7875457875457875,1.0,0.8021978021978022,0.8015689300411522,0.8080303046010889,0.014652014652014711
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,2,1.0,validation-selected C,20,source train+source validation refit,source train + source validation labels,0.7106227106227107,0.9666666666666667,0.7765567765567766,0.7791923868312757,0.7842084740183809,0.06593406593406592
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,3,1.0,validation-selected C,340,source train+source validation refit,source train + source validation labels,0.8388278388278388,1.0,0.8461538461538461,0.8438786008230452,0.8488418431999426,0.0073260073260073
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,4,1.0,validation-selected C,400,source train+source validation refit,source train + source validation labels,0.8278388278388278,1.0,0.8095238095238095,0.809156378600823,0.8153215400525622,-0.01831501831501825
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,10.0,validation-selected C,180,source train+source validation refit,source train + source validation labels,0.8351648351648352,1.0,0.8534798534798534,0.851466049382716,0.8558928929789857,0.01831501831501825
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,10.0,validation-selected C,340,source train+source validation refit,source train + source validation labels,0.8681318681318682,1.0,0.8864468864468864,0.882716049382716,0.8881641595626032,0.01831501831501825
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,10.0,validation-selected C,370,source train+source validation refit,source train + source validation labels,0.8717948717948718,1.0,0.8754578754578755,0.8710133744855967,0.8780968380701664,0.00366300366300365
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,10.0,validation-selected C,290,source train+source validation refit,source train + source validation labels,0.8717948717948718,1.0,0.8864468864468864,0.8814300411522633,0.8868974213947278,0.0146520146520146
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,10.0,validation-selected C,180,source train+source validation refit,source train + source validation labels,0.8717948717948718,1.0,0.8827838827838828,0.8792438271604938,0.8837312090453553,0.01098901098901095
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,0,0.1,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.6227106227106227,0.8666666666666667,0.6923076923076923,0.6986882716049383,0.697433502558463,0.06959706959706957
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,1,0.1,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.684981684981685,0.9,0.717948717948718,0.7249228395061729,0.7296702692297116,0.03296703296703296
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,2,0.1,validation-selected C,330,source train+source validation refit,source train + source validation labels,0.9010989010989012,1.0,0.9010989010989011,0.8966049382716049,0.9014175269494418,-1.1102230246251565e-16
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,3,0.1,validation-selected C,20,source train+source validation refit,source train + source validation labels,0.6996336996336996,0.9,0.7619047619047619,0.7646604938271605,0.7616645583769849,0.06227106227106227
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,4,0.1,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.684981684981685,0.8666666666666667,0.73992673992674,0.7502572016460904,0.7440152314952672,0.05494505494505497
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,0,10.0,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.6593406593406593,1.0,0.7472527472527473,0.7539866255144032,0.7604552420932685,0.08791208791208793
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,1,10.0,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.7142857142857143,0.9666666666666667,0.7619047619047619,0.7704475308641975,0.7740233410000852,0.04761904761904756
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,2,10.0,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.673992673992674,1.0,0.8351648351648352,0.8386059670781894,0.8426087603563085,0.16117216117216115
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,3,10.0,validation-selected C,20,source train+source validation refit,source train + source validation labels,0.6153846153846154,1.0,0.6776556776556777,0.6835133744855967,0.6849617662205891,0.06227106227106227
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,4,10.0,validation-selected C,250,source train+source validation refit,source train + source validation labels,0.8241758241758241,1.0,0.8424908424908425,0.8391203703703703,0.8459920215683218,0.01831501831501836
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,1.0,validation-selected C,350,source train+source validation refit,source train + source validation labels,0.8901098901098901,1.0,0.9084249084249084,0.902906378600823,0.9077723792283208,0.01831501831501836
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,1.0,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.6996336996336996,0.9333333333333333,0.7728937728937729,0.7770061728395062,0.7831458392679448,0.07326007326007333
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,1.0,validation-selected C,400,source train+source validation refit,source train + source validation labels,0.9010989010989012,1.0,0.8901098901098901,0.8855452674897119,0.8908149660321256,-0.010989010989011172
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,1.0,validation-selected C,20,source train+source validation refit,source train + source validation labels,0.684981684981685,0.9666666666666667,0.7692307692307693,0.7703189300411522,0.7740771907438574,0.08424908424908428
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,1.0,validation-selected C,10,source train+source validation refit,source train + source validation labels,0.6923076923076923,0.9333333333333333,0.7728937728937729,0.7808641975308642,0.7810927400566738,0.08058608058608063
one-layer,S4_train_I_val_D1_2,C-DANN-UDA,c-dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8938775510204081,1.0,0.8938775510204081,0.890251672507168,0.8949427016085171,0.0
one-layer,S4_train_I_val_D1_2,C-DANN-UDA,c-dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8489795918367347,1.0,0.8653061224489796,0.8631198895614315,0.8679605756187332,0.016326530612244983
one-layer,S4_train_I_val_D1_2,C-DANN-UDA,c-dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.926530612244898,1.0,0.9183673469387755,0.9128172454072422,0.9174207658563103,-0.008163265306122436
one-layer,S4_train_I_val_D1_2,C-DANN-UDA,c-dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8938775510204081,1.0,0.8938775510204081,0.8895614314537538,0.8933550012274916,0.0
one-layer,S4_train_I_val_D1_2,C-DANN-UDA,c-dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8693877551020408,1.0,0.8775510204081632,0.8747477965381757,0.8778510210699365,0.008163265306122436
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,0,0.1,validation-selected C,130,Source+Target refit,source + labeled target,0.8775510204081632,1.0,0.889795918367347,0.891897631942232,0.8919987540443319,0.01224489795918371
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,1,0.1,validation-selected C,140,Source+Target refit,source + labeled target,0.9020408163265308,1.0,0.8857142857142857,0.8873314218965701,0.8880403222508485,-0.016326530612245094
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,2,0.1,validation-selected C,210,Source+Target refit,source + labeled target,0.8571428571428571,1.0,0.889795918367347,0.8912073908888182,0.8913765563796042,0.032653061224489854
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,3,0.1,validation-selected C,120,Source+Target refit,source + labeled target,0.9020408163265308,1.0,0.9061224489795918,0.9074015079112243,0.9075199226758538,0.004081632653061051
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,4,0.1,validation-selected C,160,Source+Target refit,source + labeled target,0.889795918367347,1.0,0.8938775510204081,0.8950833598810662,0.8958520207422419,0.004081632653061162
one-layer,S4_train_I_val_D1_2,CDAN-UDA,cdan,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7551020408163265,1.0,0.8,0.7997239035786343,0.7991208116783485,0.044897959183673564
one-layer,S4_train_I_val_D1_2,CDAN-UDA,cdan,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7755102040816326,1.0,0.7918367346938775,0.7926622066475524,0.7972821953074717,0.01632653061224487
one-layer,S4_train_I_val_D1_2,CDAN-UDA,cdan,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8122448979591836,1.0,0.8367346938775511,0.8339173834554529,0.8373412418641245,0.02448979591836742
one-layer,S4_train_I_val_D1_2,CDAN-UDA,cdan,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8,1.0,0.8163265306122449,0.8152277795476266,0.8206563945073952,0.01632653061224487
one-layer,S4_train_I_val_D1_2,CDAN-UDA,cdan,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7673469387755102,1.0,0.8,0.7997239035786343,0.7970083991620059,0.032653061224489854
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,0,1.0,validation-selected C,110,Source+Target refit,source + labeled target,0.8816326530612245,1.0,0.8816326530612245,0.884145693957736,0.8813228088769884,0.0
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,1,1.0,validation-selected C,90,Source+Target refit,source + labeled target,0.8693877551020408,1.0,0.8571428571428571,0.8608898800042476,0.857036030492599,-0.01224489795918371
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,2,1.0,validation-selected C,330,Source+Target refit,source + labeled target,0.8775510204081632,1.0,0.9061224489795918,0.9060210258043964,0.9083189153340299,0.02857142857142858
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,3,1.0,validation-selected C,110,Source+Target refit,source + labeled target,0.8571428571428571,1.0,0.8857142857142857,0.8880216629499841,0.8857595360906619,0.02857142857142858
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,4,1.0,validation-selected C,180,Source+Target refit,source + labeled target,0.8816326530612245,1.0,0.889795918367347,0.891897631942232,0.8907288912921573,0.008163265306122436
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8979591836734694,1.0,0.9061224489795918,0.9025698205373262,0.9067645800297012,0.008163265306122436
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8489795918367347,1.0,0.8693877551020408,0.8656153764468515,0.872030248440602,0.020408163265306145
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8979591836734694,1.0,0.9020408163265307,0.8966231283848359,0.9018650359011805,0.004081632653061273
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8571428571428571,1.0,0.8693877551020408,0.8635446532866093,0.8676486839378139,0.01224489795918371
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8857142857142857,1.0,0.889795918367347,0.8856854624615057,0.8912732140911284,0.004081632653061273
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,0,0.1,validation-selected C,370,Source+Target refit,source + labeled target,0.8693877551020408,1.0,0.8734693877551021,0.8763937559732399,0.8750665070812104,0.004081632653061273
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,1,0.1,validation-selected C,90,Source+Target refit,source + labeled target,0.8979591836734694,1.0,0.889795918367347,0.88982690878199,0.8918979434117871,-0.008163265306122436
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,2,0.1,validation-selected C,120,Source+Target refit,source + labeled target,0.889795918367347,1.0,0.889795918367347,0.8918976319422321,0.8901940275805259,0.0
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,3,0.1,validation-selected C,250,Source+Target refit,source + labeled target,0.8857142857142857,1.0,0.8693877551020408,0.8690665817139216,0.8708686592252389,-0.01632653061224487
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,4,0.1,validation-selected C,70,Source+Target refit,source + labeled target,0.8734693877551021,1.0,0.8857142857142857,0.8873314218965701,0.8861033370975925,0.012244897959183598
one-layer,S5_train_I_D1_val_D2_3,C-DANN-UDA,c-dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8917748917748918,1.0,0.8917748917748918,0.8885310431204151,0.8931231962481961,0.0
one-layer,S5_train_I_D1_val_D2_3,C-DANN-UDA,c-dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8528138528138528,1.0,0.8658008658008658,0.8638396850957237,0.8684169949591224,0.012987012987012991
one-layer,S5_train_I_D1_val_D2_3,C-DANN-UDA,c-dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.9264069264069263,1.0,0.9177489177489178,0.9125067096081588,0.9170517890772127,-0.008658008658008587
one-layer,S5_train_I_D1_val_D2_3,C-DANN-UDA,c-dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8917748917748918,1.0,0.8917748917748918,0.8878153515834675,0.8915095257118661,0.0
one-layer,S5_train_I_D1_val_D2_3,C-DANN-UDA,c-dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8658008658008658,1.0,0.8744588744588745,0.8720701377706209,0.8749478919118134,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,0,0.1,validation-selected C,380,Source+Target refit,source + labeled target,0.9307359307359307,1.0,0.935064935064935,0.9339774557165862,0.936661040109316,0.0043290043290042934
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,1,0.1,validation-selected C,150,Source+Target refit,source + labeled target,0.9090909090909092,1.0,0.9090909090909091,0.9092860976918948,0.9125835132860893,-1.1102230246251565e-16
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,2,0.1,validation-selected C,170,Source+Target refit,source + labeled target,0.8961038961038961,1.0,0.9264069264069265,0.9264626945786366,0.9291378162921428,0.030303030303030387
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,3,0.1,validation-selected C,130,Source+Target refit,source + labeled target,0.9264069264069263,1.0,0.9134199134199135,0.9134013240293433,0.9153295668549905,-0.01298701298701288
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,4,0.1,validation-selected C,30,Source+Target refit,source + labeled target,0.9004329004329005,0.9583333333333334,0.9004329004329005,0.9010556450169976,0.903276781829225,0.0
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,cdan,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7575757575757576,1.0,0.8008658008658008,0.8006799069601002,0.8004301715222732,0.04329004329004327
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,cdan,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7748917748917749,1.0,0.7965367965367965,0.7972803721595992,0.8018992305507181,0.02164502164502169
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,cdan,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8051948051948052,1.0,0.8311688311688312,0.8287707997852926,0.8318067829028637,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,cdan,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7965367965367965,1.0,0.8138528138528138,0.8130255859724459,0.8180736528995235,0.017316017316017285
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,cdan,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7748917748917749,1.0,0.8008658008658008,0.8006799069601002,0.7981312241285933,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,0,1.0,validation-selected C,160,Source+Target refit,source + labeled target,0.8701298701298701,1.0,0.8874458874458875,0.8887099660046519,0.8894547607574178,0.017316017316017396
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,1,1.0,validation-selected C,380,Source+Target refit,source + labeled target,0.8701298701298701,1.0,0.8961038961038961,0.8969404186795491,0.898710571783563,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,2,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.8874458874458875,0.9861111111111112,0.9004329004329005,0.9010556450169976,0.9036143472233698,0.012987012987012991
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,3,1.0,validation-selected C,260,Source+Target refit,source + labeled target,0.8961038961038961,1.0,0.8917748917748918,0.8942565754159957,0.8934279191128506,-0.0043290043290042934
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,4,1.0,validation-selected C,200,Source+Target refit,source + labeled target,0.8917748917748918,1.0,0.9004329004329005,0.9010556450169976,0.9021919879062735,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8961038961038961,1.0,0.9047619047619048,0.9015924136697083,0.9056571018374319,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8484848484848485,1.0,0.8658008658008658,0.8624083020218286,0.8687771907277834,0.017316017316017285
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8961038961038961,1.0,0.9004329004329005,0.895330112721417,0.9005487085045095,0.0043290043290044045
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8571428571428571,1.0,0.8658008658008658,0.8602612274109859,0.8643060643060642,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8831168831168831,1.0,0.8874458874458875,0.883700125246019,0.8892203461739886,0.0043290043290044045
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,0,0.1,validation-selected C,200,Source+Target refit,source + labeled target,0.9004329004329005,1.0,0.9047619047619048,0.9058865628913938,0.9075738680952833,0.0043290043290042934
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,1,0.1,validation-selected C,70,Source+Target refit,source + labeled target,0.9134199134199136,1.0,0.9047619047619048,0.9058865628913938,0.9069029373061097,-0.008658008658008809
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,2,0.1,validation-selected C,110,Source+Target refit,source + labeled target,0.9090909090909092,1.0,0.9090909090909091,0.9100017892288425,0.9120015537925985,-1.1102230246251565e-16
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,3,0.1,validation-selected C,300,Source+Target refit,source + labeled target,0.8874458874458875,1.0,0.9090909090909091,0.9092860976918947,0.9108851224105461,0.021645021645021578
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,4,0.1,validation-selected C,190,Source+Target refit,source + labeled target,0.9047619047619048,1.0,0.9134199134199135,0.9134013240293433,0.9159632787742167,0.008658008658008698
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-UDA,c-dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8926829268292683,1.0,0.8878048780487805,0.8848647440196736,0.8895910073080368,-0.004878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-UDA,c-dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8536585365853658,1.0,0.8634146341463415,0.8613905656159178,0.8655990759468283,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-UDA,c-dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.9219512195121952,1.0,0.9170731707317074,0.9124375884939265,0.9157031062576811,-0.004878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-UDA,c-dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8878048780487805,1.0,0.8878048780487805,0.8842685744094195,0.887774052170944,0.0
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-UDA,c-dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8585365853658536,1.0,0.8682926829268293,0.8660854012966688,0.8693020719738277,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,0,10.0,validation-selected C,80,Source+Target refit,source + labeled target,0.9317073170731708,1.0,0.9560975609756097,0.9547656308219689,0.9565678576050755,0.024390243902438935
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,1,10.0,validation-selected C,210,Source+Target refit,source + labeled target,0.946341463414634,1.0,0.9463414634146341,0.9447797898502124,0.9460638948475056,1.1102230246251565e-16
