family,feature_set,split,mode,method,method_family,representation,head,seed,model,input_dimensions,selected_epoch,selection_usage,label_usage,final_training,checkpoint,confusion_matrix,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
domain-adaptation,54D,S4_train_I_val_D1_2,semi,cdan,opensource-core,fusion16,linear,4,cdan:fusion16:linear,54,130.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\linear\cdan\seed_4.pt,"[[67, 6, 0], [0, 85, 1], [0, 13, 73]]",1.0,1.0,1.0,0.9183673469387756,0.9183391738345548,0.9214598997493734
domain-adaptation,54D,S4_train_I_val_D1_2,semi,source-only,opensource-core,fusion16,mlp,0,source-only:fusion16:mlp,54,110.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\source-only\seed_0.pt,"[[70, 3, 0], [0, 85, 1], [2, 12, 72]]",1.0,1.0,1.0,0.926530612244898,0.9281618349792928,0.9283853711204856
domain-adaptation,54D,S4_train_I_val_D1_2,semi,source-only,opensource-core,fusion16,mlp,1,source-only:fusion16:mlp,54,60.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\source-only\seed_1.pt,"[[67, 4, 2], [0, 85, 1], [0, 8, 78]]",1.0,1.0,1.0,0.9387755102040816,0.9377190187957948,0.9400787807678944
domain-adaptation,54D,S4_train_I_val_D1_2,semi,source-only,opensource-core,fusion16,mlp,2,source-only:fusion16:mlp,54,90.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\source-only\seed_2.pt,"[[68, 5, 0], [0, 85, 1], [1, 20, 65]]",1.0,1.0,1.0,0.889795918367347,0.891897631942232,0.8934521918478288
domain-adaptation,54D,S4_train_I_val_D1_2,semi,source-only,opensource-core,fusion16,mlp,3,source-only:fusion16:mlp,54,130.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\source-only\seed_3.pt,"[[70, 3, 0], [3, 83, 0], [1, 15, 70]]",0.9827586206896552,0.9848484848484848,0.9807538091419408,0.9102040816326532,0.9126579590103004,0.912505794858736
domain-adaptation,54D,S4_train_I_val_D1_2,semi,source-only,opensource-core,fusion16,mlp,4,source-only:fusion16:mlp,54,350.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\source-only\seed_4.pt,"[[70, 3, 0], [0, 85, 1], [2, 25, 59]]",1.0,1.0,1.0,0.8734693877551021,0.8777742380800678,0.8760025920818073
domain-adaptation,54D,S4_train_I_val_D1_2,semi,dann,opensource-core,fusion16,mlp,0,dann:fusion16:mlp,54,110.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\dann\seed_0.pt,"[[68, 5, 0], [0, 86, 0], [1, 18, 67]]",1.0,1.0,1.0,0.9020408163265308,0.9035255389189762,0.9052049181295246
domain-adaptation,54D,S4_train_I_val_D1_2,semi,dann,opensource-core,fusion16,mlp,1,dann:fusion16:mlp,54,90.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\dann\seed_1.pt,"[[67, 6, 0], [0, 86, 0], [3, 14, 69]]",1.0,1.0,1.0,0.9061224489795918,0.9067112668578104,0.9077396170138108
domain-adaptation,54D,S4_train_I_val_D1_2,semi,dann,opensource-core,fusion16,mlp,2,dann:fusion16:mlp,54,210.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\dann\seed_2.pt,"[[73, 0, 0], [3, 82, 1], [7, 19, 60]]",1.0,1.0,1.0,0.8775510204081632,0.883720930232558,0.8764097713677547
domain-adaptation,54D,S4_train_I_val_D1_2,semi,dann,opensource-core,fusion16,mlp,3,dann:fusion16:mlp,54,210.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\dann\seed_3.pt,"[[70, 3, 0], [2, 83, 1], [1, 15, 70]]",1.0,1.0,1.0,0.9102040816326532,0.9126579590103004,0.9127747965237764
domain-adaptation,54D,S4_train_I_val_D1_2,semi,dann,opensource-core,fusion16,mlp,4,dann:fusion16:mlp,54,190.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\dann\seed_4.pt,"[[65, 8, 0], [0, 86, 0], [1, 22, 63]]",1.0,1.0,1.0,0.8734693877551021,0.8743230328129977,0.8774581769895399
domain-adaptation,54D,S4_train_I_val_D1_2,semi,deep-coral,opensource-core,fusion16,mlp,0,deep-coral:fusion16:mlp,54,40.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\deep-coral\seed_0.pt,"[[67, 6, 0], [0, 85, 1], [1, 19, 66]]",1.0,1.0,1.0,0.889795918367347,0.8912073908888182,0.8934822155812681
domain-adaptation,54D,S4_train_I_val_D1_2,semi,deep-coral,opensource-core,fusion16,mlp,1,deep-coral:fusion16:mlp,54,290.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\deep-coral\seed_1.pt,"[[70, 3, 0], [0, 86, 0], [1, 35, 50]]",1.0,1.0,1.0,0.8408163265306122,0.8467664861420835,0.8421879863056333
domain-adaptation,54D,S4_train_I_val_D1_2,semi,deep-coral,opensource-core,fusion16,mlp,2,deep-coral:fusion16:mlp,54,200.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\deep-coral\seed_2.pt,"[[68, 5, 0], [0, 85, 1], [1, 22, 63]]",1.0,1.0,1.0,0.8816326530612245,0.8841456939577359,0.885444112486366
domain-adaptation,54D,S4_train_I_val_D1_2,semi,deep-coral,opensource-core,fusion16,mlp,3,deep-coral:fusion16:mlp,54,110.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\deep-coral\seed_3.pt,"[[67, 6, 0], [0, 85, 1], [0, 21, 65]]",1.0,1.0,1.0,0.8857142857142857,0.8873314218965701,0.8903306245411509
domain-adaptation,54D,S4_train_I_val_D1_2,semi,deep-coral,opensource-core,fusion16,mlp,4,deep-coral:fusion16:mlp,54,80.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\deep-coral\seed_4.pt,"[[67, 6, 0], [0, 85, 1], [3, 14, 69]]",1.0,1.0,1.0,0.9020408163265308,0.9028352978655624,0.9039102258997548
domain-adaptation,54D,S4_train_I_val_D1_2,semi,mk-mmd,opensource-core,fusion16,mlp,0,mk-mmd:fusion16:mlp,54,100.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\mk-mmd\seed_0.pt,"[[64, 9, 0], [2, 83, 1], [1, 9, 76]]",1.0,1.0,1.0,0.9102040816326532,0.908516512689816,0.9115005288227952
domain-adaptation,54D,S4_train_I_val_D1_2,semi,mk-mmd,opensource-core,fusion16,mlp,1,mk-mmd:fusion16:mlp,54,180.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\mk-mmd\seed_1.pt,"[[64, 9, 0], [0, 85, 1], [0, 19, 67]]",1.0,1.0,1.0,0.8816326530612245,0.8813847297440799,0.8862359320856186
domain-adaptation,54D,S4_train_I_val_D1_2,semi,mk-mmd,opensource-core,fusion16,mlp,2,mk-mmd:fusion16:mlp,54,240.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\mk-mmd\seed_2.pt,"[[65, 8, 0], [0, 85, 1], [5, 14, 67]]",1.0,1.0,1.0,0.8857142857142857,0.8859509397897419,0.886683264921607
domain-adaptation,54D,S4_train_I_val_D1_2,semi,mk-mmd,opensource-core,fusion16,mlp,3,mk-mmd:fusion16:mlp,54,190.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\mk-mmd\seed_3.pt,"[[64, 8, 1], [1, 84, 1], [1, 16, 69]]",1.0,1.0,1.0,0.8857142857142857,0.885260698736328,0.8886078608385208
domain-adaptation,54D,S4_train_I_val_D1_2,semi,mk-mmd,opensource-core,fusion16,mlp,4,mk-mmd:fusion16:mlp,54,330.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\mk-mmd\seed_4.pt,"[[63, 10, 0], [2, 83, 1], [4, 10, 72]]",1.0,1.0,1.0,0.889795918367347,0.8884464266751619,0.8904303997757802
domain-adaptation,54D,S4_train_I_val_D1_2,semi,cdan,opensource-core,fusion16,mlp,0,cdan:fusion16:mlp,54,130.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\cdan\seed_0.pt,"[[72, 1, 0], [2, 83, 1], [3, 14, 69]]",1.0,1.0,1.0,0.9142857142857144,0.9179144101093768,0.9155964325529542
domain-adaptation,54D,S4_train_I_val_D1_2,semi,cdan,opensource-core,fusion16,mlp,1,cdan:fusion16:mlp,54,280.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\cdan\seed_1.pt,"[[67, 5, 1], [0, 85, 1], [0, 19, 67]]",1.0,1.0,1.0,0.8938775510204081,0.8950833598810662,0.8978179526566624
domain-adaptation,54D,S4_train_I_val_D1_2,semi,cdan,opensource-core,fusion16,mlp,2,cdan:fusion16:mlp,54,300.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\cdan\seed_2.pt,"[[66, 7, 0], [0, 85, 1], [1, 23, 62]]",1.0,1.0,1.0,0.8693877551020408,0.8711373048741637,0.8736143507454738
domain-adaptation,54D,S4_train_I_val_D1_2,semi,cdan,opensource-core,fusion16,mlp,3,cdan:fusion16:mlp,54,170.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\cdan\seed_3.pt,"[[65, 8, 0], [0, 86, 0], [1, 9, 76]]",1.0,1.0,1.0,0.926530612244898,0.9247106297122226,0.9278587711841108
domain-adaptation,54D,S4_train_I_val_D1_2,semi,cdan,opensource-core,fusion16,mlp,4,cdan:fusion16:mlp,54,120.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S4_train_I_val_D1_2\fusion16\mlp\cdan\seed_4.pt,"[[71, 2, 0], [0, 85, 1], [3, 16, 67]]",1.0,1.0,1.0,0.9102040816326532,0.9133482000637144,0.911862388052864
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,linear,0,source-only:residual-d:linear,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\source-only\seed_0.pt,"[[64, 5, 0], [1, 80, 0], [7, 14, 60]]",0.9583333333333334,0.9629629629629628,0.9547511312217196,0.8831168831168831,0.8853104312041511,0.8825847123719464
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,linear,1,source-only:residual-d:linear,54,30.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\source-only\seed_1.pt,"[[64, 5, 0], [1, 80, 0], [2, 16, 63]]",0.9861111111111112,0.9876543209876544,0.9847016828148905,0.8961038961038961,0.8976561102164967,0.898432449903038
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,linear,2,source-only:residual-d:linear,54,10.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\source-only\seed_2.pt,"[[63, 6, 0], [6, 75, 0], [7, 9, 65]]",0.9166666666666666,0.925925925925926,0.9169878777721916,0.8787878787878788,0.8804795133297549,0.8788564862005431
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,linear,3,source-only:residual-d:linear,54,10.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\source-only\seed_3.pt,"[[62, 7, 0], [4, 77, 0], [6, 14, 61]]",0.9444444444444444,0.9506172839506172,0.942405452209374,0.8658008658008658,0.8674181427804616,0.8663075830738887
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,linear,4,source-only:residual-d:linear,54,10.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\source-only\seed_4.pt,"[[62, 7, 0], [11, 70, 0], [12, 9, 60]]",0.9027777777777778,0.9074074074074074,0.8989456159822419,0.8311688311688312,0.834496332080873,0.8315273294251507
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,dann,opensource-core,residual-d,linear,0,dann:residual-d:linear,54,360.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\dann\seed_0.pt,"[[57, 5, 7], [2, 78, 1], [5, 9, 67]]",1.0,1.0,1.0,0.8744588744588745,0.8720701377706209,0.8726171067211529
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,dann,opensource-core,residual-d,linear,1,dann:residual-d:linear,54,370.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\dann\seed_1.pt,"[[59, 4, 6], [0, 80, 1], [0, 11, 70]]",1.0,1.0,1.0,0.9047619047619048,0.902308105206656,0.9056806194859992
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,dann,opensource-core,residual-d,linear,2,dann:residual-d:linear,54,300.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\dann\seed_2.pt,"[[61, 4, 4], [0, 80, 1], [1, 11, 69]]",1.0,1.0,1.0,0.9090909090909092,0.9078547146179996,0.9102370665532448
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,dann,opensource-core,residual-d,linear,3,dann:residual-d:linear,54,250.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\dann\seed_3.pt,"[[58, 11, 0], [3, 78, 0], [2, 9, 70]]",1.0,1.0,1.0,0.8917748917748918,0.8892467346573626,0.8924828588523138
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,dann,opensource-core,residual-d,linear,4,dann:residual-d:linear,54,320.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\dann\seed_4.pt,"[[60, 9, 0], [1, 79, 1], [1, 11, 69]]",1.0,1.0,1.0,0.9004329004329005,0.8989085704061549,0.9025718656323782
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,deep-coral,opensource-core,residual-d,linear,0,deep-coral:residual-d:linear,54,70.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\deep-coral\seed_0.pt,"[[60, 8, 1], [1, 77, 3], [0, 5, 76]]",1.0,1.0,1.0,0.922077922077922,0.9194847020933976,0.9225870324268494
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,deep-coral,opensource-core,residual-d,linear,1,deep-coral:residual-d:linear,54,110.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\deep-coral\seed_1.pt,"[[60, 6, 3], [1, 77, 3], [0, 4, 77]]",1.0,1.0,1.0,0.9264069264069263,0.9235999284308464,0.926255993329164
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,deep-coral,opensource-core,residual-d,linear,2,deep-coral:residual-d:linear,54,40.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\deep-coral\seed_2.pt,"[[60, 9, 0], [1, 78, 2], [0, 7, 74]]",1.0,1.0,1.0,0.9177489177489178,0.9153694757559492,0.9190602179137212
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,deep-coral,opensource-core,residual-d,linear,3,deep-coral:residual-d:linear,54,170.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\deep-coral\seed_3.pt,"[[59, 9, 1], [1, 77, 3], [1, 7, 73]]",1.0,1.0,1.0,0.9047619047619048,0.902308105206656,0.905600137289356
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,deep-coral,opensource-core,residual-d,linear,4,deep-coral:residual-d:linear,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\deep-coral\seed_4.pt,"[[62, 7, 0], [3, 78, 0], [4, 9, 68]]",0.9444444444444444,0.9506172839506172,0.942405452209374,0.9004329004329005,0.9003399534800499,0.900910324639534
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,opensource-core,residual-d,linear,0,mk-mmd:residual-d:linear,54,130.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\mk-mmd\seed_0.pt,"[[64, 3, 2], [1, 78, 2], [2, 4, 75]]",1.0,1.0,1.0,0.9393939393939394,0.9388083735909823,0.9394785022442712
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,opensource-core,residual-d,linear,1,mk-mmd:residual-d:linear,54,120.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\mk-mmd\seed_1.pt,"[[63, 3, 3], [1, 78, 2], [1, 4, 76]]",1.0,1.0,1.0,0.9393939393939394,0.9380926820540348,0.9394430495151788
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,opensource-core,residual-d,linear,2,mk-mmd:residual-d:linear,54,50.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\mk-mmd\seed_2.pt,"[[64, 5, 0], [1, 78, 2], [1, 6, 74]]",1.0,1.0,1.0,0.935064935064935,0.9346931472535336,0.936156788735782
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,opensource-core,residual-d,linear,3,mk-mmd:residual-d:linear,54,100.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\mk-mmd\seed_3.pt,"[[62, 4, 3], [1, 78, 2], [0, 5, 76]]",1.0,1.0,1.0,0.935064935064935,0.9332617641796386,0.9354123243012132
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,mk-mmd,opensource-core,residual-d,linear,4,mk-mmd:residual-d:linear,54,310.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\mk-mmd\seed_4.pt,"[[62, 4, 3], [0, 79, 2], [1, 7, 73]]",1.0,1.0,1.0,0.9264069264069263,0.9250313115047414,0.9272031804305886
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,cdan,opensource-core,residual-d,linear,0,cdan:residual-d:linear,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\cdan\seed_0.pt,"[[64, 5, 0], [1, 80, 0], [6, 16, 59]]",0.9583333333333334,0.9629629629629628,0.9547511312217196,0.8787878787878788,0.8811952048667026,0.8787545787545787
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,cdan,opensource-core,residual-d,linear,1,cdan:residual-d:linear,54,30.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\cdan\seed_1.pt,"[[63, 6, 0], [0, 81, 0], [3, 15, 63]]",1.0,1.0,1.0,0.8961038961038961,0.8969404186795491,0.8978597449908925
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,cdan,opensource-core,residual-d,linear,2,cdan:residual-d:linear,54,10.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\cdan\seed_2.pt,"[[63, 6, 0], [6, 75, 0], [7, 9, 65]]",0.9166666666666666,0.925925925925926,0.9169878777721916,0.8787878787878788,0.8804795133297549,0.8788564862005431
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,cdan,opensource-core,residual-d,linear,3,cdan:residual-d:linear,54,400.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\cdan\seed_3.pt,"[[61, 8, 0], [6, 75, 0], [12, 15, 54]]",1.0,1.0,1.0,0.8225108225108225,0.8255501878690285,0.8207710503799891
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,cdan,opensource-core,residual-d,linear,4,cdan:residual-d:linear,54,260.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\linear\cdan\seed_4.pt,"[[63, 3, 3], [1, 80, 0], [7, 9, 65]]",1.0,1.0,1.0,0.9004329004329005,0.9010556450169976,0.8991129042686632
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,mlp,0,source-only:residual-d:mlp,54,50.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\mlp\source-only\seed_0.pt,"[[60, 8, 1], [0, 81, 0], [7, 14, 60]]",1.0,1.0,1.0,0.8701298701298701,0.870101986044015,0.8692860487734592
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,mlp,1,source-only:residual-d:mlp,54,280.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\mlp\source-only\seed_1.pt,"[[63, 6, 0], [0, 80, 1], [4, 18, 59]]",1.0,1.0,1.0,0.8744588744588745,0.8763642869923064,0.8760716285747575
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,mlp,2,source-only:residual-d:mlp,54,10.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\mlp\source-only\seed_2.pt,"[[66, 3, 0], [6, 75, 0], [10, 10, 61]]",0.9166666666666666,0.925925925925926,0.9131652661064426,0.8744588744588745,0.8785113616031491,0.8736336931683232
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,mlp,3,source-only:residual-d:mlp,54,180.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\mlp\source-only\seed_3.pt,"[[64, 5, 0], [1, 80, 0], [6, 17, 58]]",1.0,1.0,1.0,0.8744588744588745,0.8770799785292539,0.874378342759048
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,source-only,opensource-core,residual-d,mlp,4,source-only:residual-d:mlp,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\mlp\source-only\seed_4.pt,"[[63, 6, 0], [2, 79, 0], [7, 13, 61]]",0.9861111111111112,0.9876543209876544,0.9847016828148905,0.8787878787878788,0.8804795133297549,0.8784845050332901
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,dann,opensource-core,residual-d,mlp,0,dann:residual-d:mlp,54,90.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\mlp\dann\seed_0.pt,"[[62, 3, 4], [2, 78, 1], [4, 14, 63]]",1.0,1.0,1.0,0.8787878787878788,0.8797638217928072,0.8790369031024495
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,dann,opensource-core,residual-d,mlp,1,dann:residual-d:mlp,54,240.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\mlp\dann\seed_1.pt,"[[63, 2, 4], [0, 79, 2], [1, 8, 72]]",1.0,1.0,1.0,0.9264069264069263,0.925747003041689,0.9274801877056684
domain-adaptation,54D,S5_train_I_D1_val_D2_3,semi,dann,opensource-core,residual-d,mlp,2,dann:residual-d:mlp,54,340.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S5_train_I_D1_val_D2_3\residual-d\mlp\dann\seed_2.pt,"[[60, 6, 3], [1, 79, 1], [9, 20, 52]]",1.0,1.0,1.0,0.8268398268398268,0.8289497226695294,0.8239652685668748
