family,feature_set,split,method,method_family,representation,head,seed_count,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max
domain-adaptation,48D,S5_train_I_D1_val_D2_3,cdan+c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.975,0.03726779962499651,0.9166666666666666,1.0,0.8943722943722943,0.022410699749861086,0.8658008658008658,0.9264069264069263,0.8945786366076222,0.02043734848156211,0.8702809089282519,0.924315619967794,0.8952063343478048,0.02195930374157102,0.8664989958276825,0.9261184768636342
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+lc,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9805555555555555,0.02324055629261322,0.9444444444444444,1.0,0.9125541125541126,0.017152911477193875,0.8961038961038961,0.935064935064935,0.9111468956879584,0.01763756778242131,0.8912148863839685,0.9346931472535336,0.9133632440443055,0.017278015635289686,0.8954796939975264,0.9362882828738136
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.961111111111111,0.022821773229381927,0.9305555555555556,0.9861111111111112,0.909090909090909,0.012621107997500651,0.8917748917748918,0.922077922077922,0.9085704061549471,0.014075330072145086,0.8928251923421006,0.9244945428520308,0.9095110330824492,0.012941185692423285,0.8928278877321115,0.9228981171459067
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9805555555555555,0.030429030972509218,0.9305555555555556,1.0,0.89004329004329,0.02302932654245958,0.8528138528138528,0.9090909090909092,0.8898908570406154,0.023627510387812363,0.8522096976203256,0.9107174807657898,0.8901408052184078,0.022664483518764177,0.8533340139179555,0.9089240197268076
domain-adaptation,48D,S5_train_I_D1_val_D2_3,c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9583333333333334,0.02946278254943952,0.9166666666666666,0.9861111111111112,0.8917748917748917,0.0248682365650997,0.8571428571428571,0.922077922077922,0.8913938092682054,0.02700431825680145,0.854893540883879,0.925925925925926,0.8932689552440388,0.025144368125202803,0.8572307213993396,0.923323630964827
domain-adaptation,48D,S5_train_I_D1_val_D2_3,cdan+c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9666666666666666,0.03752571135029527,0.9027777777777778,1.0,0.8805194805194805,0.03219219470576315,0.8311688311688312,0.9134199134199136,0.8795491143317229,0.03509794823634078,0.8251923421005546,0.9141170155662908,0.882584005887401,0.0322299817600278,0.8335540929658576,0.9149285066408958
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+lc,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9722222222222223,0.02946278254943947,0.9305555555555556,1.0,0.9142857142857143,0.021074738432273726,0.8917748917748918,0.948051948051948,0.913365539452496,0.021766687709305933,0.8885310431204152,0.9477545178028268,0.9144883981516255,0.021279728728738734,0.8933967391304347,0.9493447435933056
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9777777777777779,0.02106354290014318,0.9583333333333334,1.0,0.9064935064935064,0.018005744019987363,0.8787878787878788,0.9264069264069263,0.9075326534263732,0.01731923612517708,0.8819108964036501,0.9264626945786366,0.9072994781809139,0.017896965431992103,0.8792570450851867,0.9262635453718256
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9694444444444444,0.034583054438857605,0.9166666666666666,1.0,0.9212121212121211,0.016312938252308923,0.8961038961038961,0.9393939393939394,0.9198067632850242,0.015575748346078024,0.8947933440687064,0.9352299159062444,0.9218086917944394,0.01581975797324143,0.8972129816852119,0.9383755040628752
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9775510204081632,0.008537347209531367,0.9693877551020408,0.9897959183673468,0.9463414634146343,0.009756097560975618,0.9365853658536586,0.9609756097560976,0.9468067665250764,0.010216527840497416,0.9365824577092182,0.9624413145539906,0.9467579843194434,0.009820760127067245,0.9373494351522914,0.9616347001763668
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,cdan+c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9714285714285713,0.018253616142855512,0.9591836734693876,1.0,0.9414634146341463,0.014221833889866524,0.9219512195121952,0.9560975609756096,0.9411580594679186,0.0149558128517622,0.9219017810567106,0.9571503092629854,0.941624018609518,0.013739994790466028,0.9231254585006216,0.9558371811245374
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,mk-mmd+lc,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9959183673469388,0.009126808071427675,0.979591836734694,1.0,0.9482926829268292,0.006544589202438349,0.9414634146341464,0.9560975609756096,0.947253893732767,0.006857651334374549,0.9400849541694613,0.955361800432223,0.9485534821670842,0.006587805234887025,0.9413394192302004,0.9561911139751252
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,mk-mmd+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9775510204081632,0.023268886226513037,0.9489795918367347,1.0,0.9200000000000002,0.04544708175161802,0.8390243902439024,0.946341463414634,0.9178776361874954,0.04762586949389647,0.8331470303301289,0.9471644682912288,0.9195127938199832,0.046877912898805586,0.8359655606125439,0.94668288611741
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9938775510204081,0.009126808071427692,0.979591836734694,1.0,0.9307317073170731,0.025673555837933154,0.8975609756097561,0.9658536585365852,0.9286832103733513,0.027221004601754126,0.8930620761606677,0.9653476414039792,0.9308376733289732,0.02619552555069377,0.8961864702129142,0.9661800513506246
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9836734693877551,0.023491560067798633,0.9489795918367347,1.0,0.937560975609756,0.0359125118425482,0.8975609756097561,0.9804878048780488,0.937163723079216,0.036551733844689696,0.8996199418734631,0.9812206572769954,0.9383431706598687,0.03554640756979971,0.8996666666666666,0.9806400905432596
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,cdan+c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9857142857142858,0.022356022755312874,0.9489795918367347,1.0,0.9268292682926829,0.01758805500226328,0.902439024390244,0.946341463414634,0.9264773828154109,0.017899645068464615,0.9025262687234518,0.9465682986809748,0.9273901078850784,0.017790502856247798,0.9029539557787084,0.9474169897541156
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,mk-mmd+lc,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9268292682926831,0.014221833889866638,0.9073170731707316,0.9414634146341464,0.9257619792831061,0.014744599240161582,0.9054325955734406,0.9394887845592071,0.9277052840264639,0.013271116751261962,0.9093627363366308,0.9413457002992648
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,mk-mmd+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9734693877551021,0.02457468281386186,0.9489795918367347,1.0,0.9317073170731707,0.03290423795910253,0.8829268292682927,0.975609756097561,0.9308145167300097,0.03391969821625825,0.8807660779491765,0.976525821596244,0.9319000975655156,0.03310517888160397,0.8825462183126417,0.9758705716586152
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9836734693877551,0.021159634034007842,0.9489795918367347,1.0,0.9199999999999999,0.029389990890521044,0.8926829268292683,0.9658536585365852,0.9189507414859527,0.030008670867815345,0.8925404277516954,0.9665399806244878,0.9205025213716453,0.028794117727298115,0.8952700173673493,0.9659236303381156
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9836734693877552,0.009126808071427673,0.979591836734694,1.0,0.940487804878049,0.033513295682571054,0.8829268292682927,0.9707317073170731,0.9398613905656159,0.034354192965200564,0.8807660779491765,0.9706386466949848,0.940611621955496,0.03349130423610223,0.8831196581196581,0.971000295770482
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,cdan+c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9734693877551021,0.0198914170302224,0.9387755102040816,0.9897959183673468,0.9317073170731707,0.016542268251525008,0.9121951219512195,0.951219512195122,0.930695282807959,0.01637152944994676,0.9131082793054623,0.9500707951412176,0.9319430170435112,0.016666401501020132,0.9124631155881155,0.9521306206337464
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,mk-mmd+lc,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9877551020408163,0.008537347209531327,0.979591836734694,1.0,0.9385365853658538,0.01123011164216713,0.9219512195121952,0.951219512195122,0.9372680527610104,0.012056715120259808,0.91892093300544,0.9500707951412176,0.9392083760159716,0.01137846845920794,0.92230748435128,0.9517224994060346
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,mk-mmd+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9918367346938775,0.008537347209531367,0.979591836734694,1.0,0.909268292682927,0.014053522235012618,0.8878048780487805,0.9219512195121952,0.9074297637677919,0.013829396288260905,0.8872494224606902,0.9224979506669648,0.9100838235304509,0.012416038210873276,0.8916066751948465,0.9219330114443588
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9836734693877552,0.009126808071427673,0.979591836734694,1.0,0.9258536585365853,0.013968605915391613,0.9073170731707316,0.9414634146341464,0.924703778224905,0.013546839398476843,0.907817274014457,0.9400849541694613,0.926842590227033,0.013388890542107844,0.9101825409955954,0.9415063695883876
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9795918367346939,0.010204081632653017,0.9693877551020408,0.9897959183673468,0.9639024390243902,0.013623648823189172,0.9414634146341464,0.975609756097561,0.9639466428198823,0.013840535246937171,0.9412772933899696,0.97592965198599,0.9644393851318392,0.013440431128498173,0.9423044564182498,0.975709067835052
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,cdan+c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9775510204081632,0.02091214442032578,0.9591836734693876,1.0,0.9404878048780487,0.020522618505329365,0.926829268292683,0.975609756097561,0.9398613905656159,0.0217273076933597,0.9248081079066997,0.976525821596244,0.9408698058540848,0.02056508797481945,0.9263500928885146,0.9759424104073384
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,mk-mmd+lc,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9755102040816326,0.023491560067798664,0.9489795918367347,1.0,0.937560975609756,0.025673555837933165,0.9121951219512195,0.9658536585365852,0.9365675534689618,0.02710028829480258,0.9077427528131752,0.9653476414039796,0.9381830266170075,0.025444607474136734,0.911427808192284,0.9658128078817736
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,mk-mmd+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9734693877551018,0.019891417030222434,0.9591836734693876,1.0,0.9424390243902439,0.021094388595550836,0.9170731707317074,0.9658536585365852,0.9419777926820181,0.02146266228340598,0.9178031149862136,0.9653476414039792,0.9429789106472601,0.020684203376910966,0.9191028589708916,0.9661800513506246
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9857142857142855,0.019891417030222434,0.9591836734693876,1.0,0.9336585365853658,0.01908059240547109,0.9170731707317074,0.9658536585365852,0.9326924510023102,0.019690202148648705,0.9136299277144349,0.9653476414039796,0.9341563037482858,0.018876080909310932,0.9166094786532742,0.9658128078817736
domain-adaptation,54D,S1_train_I_test_all,source-only,opensource-core,residual-d,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7472527472527473,0.02088233379302452,0.7216117216117216,0.7692307692307693,0.7492283950617284,0.01988224456067554,0.7245370370370371,0.7703189300411523,0.7334261019030793,0.02516088332460553,0.7029944648812184,0.7578393422324058
domain-adaptation,54D,S1_train_I_test_all,dann,opensource-core,residual-d,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.8,0.02410356611921188,0.7655677655677655,0.8278388278388278,0.7936985596707818,0.024507045549535426,0.7617026748971193,0.8245884773662552,0.7963973751220299,0.02597059435364514,0.7594952815671928,0.8266187373030558
domain-adaptation,54D,S1_train_I_test_all,source-only,opensource-core,fusion16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7934065934065935,0.02748473477260672,0.7619047619047619,0.8315018315018315,0.7961934156378602,0.02688839937860674,0.7659465020576132,0.8344907407407408,0.7895732665007652,0.03334069614713972,0.7510169045274703,0.8359689278512968
domain-adaptation,54D,S1_train_I_test_all,dann,opensource-core,fusion16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7728937728937729,0.06173003496832498,0.706959706959707,0.8644688644688645,0.7736625514403291,0.058289803744707026,0.7119341563786007,0.8605967078189302,0.7725692947866784,0.0639122763786403,0.7004542496034132,0.8666070991838682
domain-adaptation,54D,S2_train_I_internal_val_test_all,source-only,opensource-core,residual-d,linear,5,"0,1,2,3,4",0.9866666666666667,0.018257418583505474,0.9666666666666668,1.0,0.7413919413919414,0.009551944916047854,0.7326007326007326,0.7545787545787546,0.7438014403292181,0.00806881778724962,0.7368827160493826,0.7545010288065844,0.7299941948779679,0.014630067498296907,0.7136028528763717,0.7491771113759066
domain-adaptation,54D,S2_train_I_internal_val_test_all,dann,opensource-core,residual-d,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.76996336996337,0.026210320615382147,0.7362637362637363,0.8058608058608059,0.765354938271605,0.026502785725450877,0.7332818930041153,0.804398148148148,0.7687521217899568,0.02695279673041802,0.7338935574229691,0.8057426410367587
domain-adaptation,54D,S2_train_I_internal_val_test_all,source-only,opensource-core,fusion16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7897435897435898,0.04652158862522056,0.7289377289377289,0.8278388278388278,0.7911779835390946,0.04421413374611228,0.7327674897119341,0.8284465020576132,0.783883625696756,0.055979815617243786,0.7125163503000945,0.8307904983600962
domain-adaptation,54D,S2_train_I_internal_val_test_all,dann,opensource-core,fusion16,linear,5,"0,1,2,3,4",0.9933333333333334,0.014907119849998545,0.9666666666666668,1.0,0.810989010989011,0.039332541232369574,0.7545787545787546,0.8498168498168498,0.8100308641975309,0.03801817498983423,0.7590020576131687,0.847093621399177,0.8137606698952977,0.0402918907722553,0.7569573283858998,0.8527350325992112
domain-adaptation,54D,S3_train_I_internal_20_10_test_all,source-only,opensource-core,residual-d,linear,5,"0,1,2,3,4",0.9866666666666667,0.018257418583505474,0.9666666666666668,1.0,0.7347985347985349,0.023108879553974372,0.6996336996336996,0.7619047619047619,0.737551440329218,0.021575523774273173,0.7037037037037037,0.7620884773662552,0.7212295729879307,0.026766997718476154,0.6831378140730658,0.75488289513978
domain-adaptation,54D,S3_train_I_internal_20_10_test_all,dann,opensource-core,residual-d,linear,5,"0,1,2,3,4",0.9933333333333334,0.014907119849998545,0.9666666666666668,1.0,0.7831501831501831,0.06600525257646074,0.7289377289377289,0.8901098901098901,0.7827417695473251,0.06172977482597197,0.7308384773662552,0.8823302469135803,0.7756972966811599,0.06909964946233538,0.7200265019602691,0.8868057335651885
domain-adaptation,54D,S3_train_I_internal_20_10_test_all,source-only,opensource-core,fusion16,linear,5,"0,1,2,3,4",0.9133333333333333,0.10434983894999018,0.8,1.0,0.7208791208791208,0.04599950938007506,0.6703296703296703,0.7692307692307693,0.7292438271604937,0.042396904330178786,0.6842849794238682,0.7754629629629629,0.7164086797631908,0.04454417811894347,0.6663610852667671,0.7674140167779765
domain-adaptation,54D,S3_train_I_internal_20_10_test_all,dann,opensource-core,fusion16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.827106227106227,0.05392210138230082,0.7509157509157509,0.8791208791208791,0.8242798353909464,0.056129478876206035,0.7433127572016461,0.880272633744856,0.8305278275081589,0.054447128229642344,0.7535893483758466,0.8829467269019077
domain-adaptation,54D,S4_train_I_val_D1_2,source-only,opensource-core,residual-d,linear,5,"0,1,2,3,4",0.9965517241379309,0.007710579232757861,0.9827586206896552,1.0,0.8677551020408163,0.029234293190971372,0.8285714285714286,0.8938775510204081,0.8701391101199958,0.028310599870251845,0.831687373898269,0.8950833598810662,0.8670824721899297,0.032774459521906926,0.8236163297525972,0.8951238637217339
domain-adaptation,54D,S4_train_I_val_D1_2,dann,opensource-core,residual-d,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9102040816326532,0.012907255755789344,0.889795918367347,0.9224489795918368,0.909482850164596,0.013193470026783904,0.8884464266751619,0.9215249017733884,0.9117620106403859,0.011401886306720605,0.8937114986315908,0.9224849446406332
domain-adaptation,54D,S4_train_I_val_D1_2,source-only,opensource-core,fusion16,linear,5,"0,1,2,3,4",0.9965517241379309,0.007710579232757861,0.9827586206896552,1.0,0.9020408163265307,0.01353724404226699,0.889795918367347,0.9183673469387756,0.9026972496548795,0.013336614987045189,0.88982690878199,0.9183391738345548,0.9052408322424134,0.012890466021326229,0.8933228769779425,0.9214598997493734
domain-adaptation,54D,S4_train_I_val_D1_2,dann,opensource-core,fusion16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9102040816326532,0.03414938883812553,0.8530612244897959,0.9428571428571428,0.91017309121801,0.032166791383105534,0.8563236699585856,0.9415949877880428,0.9117569710159572,0.032928533641834457,0.8566971616232699,0.9437078624928734
domain-adaptation,54D,S5_train_I_D1_val_D2_3,source-only,opensource-core,residual-d,linear,5,"0,1,2,3,4",0.9416666666666667,0.03315926773975925,0.9027777777777778,0.9861111111111112,0.870995670995671,0.024754941048477534,0.8311688311688312,0.8961038961038961,0.8730721059223475,0.0241302568573963,0.834496332080873,0.8976561102164967,0.8715417121949134,0.02513519684750441,0.8315273294251507,0.898432449903038
domain-adaptation,54D,S5_train_I_D1_val_D2_3,dann,opensource-core,residual-d,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.8961038961038961,0.013689513680382607,0.8744588744588745,0.9090909090909092,0.8940776525317589,0.014040602123323266,0.8720701377706209,0.9078547146179996,0.8967179034490178,0.014967890037480275,0.8726171067211529,0.9102370665532448
domain-adaptation,54D,S5_train_I_D1_val_D2_3,source-only,opensource-core,fusion16,linear,5,"0,1,2,3,4",0.9972222222222221,0.006211299937499394,0.9861111111111112,1.0,0.90995670995671,0.011205349874930548,0.8961038961038961,0.9264069264069263,0.9112542494185008,0.010722691860062661,0.8990874932903918,0.9278940776525316,0.9119346800542099,0.011969376918805672,0.8950799618092851,0.9276450284858818
domain-adaptation,54D,S5_train_I_D1_val_D2_3,dann,opensource-core,fusion16,linear,5,"0,1,2,3,4",0.9972222222222221,0.006211299937499394,0.9861111111111112,1.0,0.9359307359307358,0.014807473053235605,0.922077922077922,0.9567099567099568,0.9363750223653605,0.015405353846215324,0.9216317767042403,0.9581320450885668,0.9373056083897074,0.014539907536892611,0.9228488654163374,0.9577382587897252
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,source-only,opensource-core,residual-d,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9414634146341463,0.00344930137164162,0.9365853658536586,0.946341463414634,0.9400849541694611,0.003319750146415725,0.93539011848871,0.9447797898502124,0.9414356210388719,0.0034408455071677675,0.936425114501863,0.9461497720685342
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,dann,opensource-core,residual-d,linear,5,"0,1,2,3,4",0.9979591836734694,0.004563404035713911,0.9897959183673468,1.0,0.9268292682926831,0.010347904114925095,0.9121951219512195,0.9365853658536586,0.9249273418287502,0.010459894139506204,0.9101274312541916,0.93539011848871,0.926131519621787,0.010429907010495615,0.9115826617962068,0.9363145346751904
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,source-only,opensource-core,fusion16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9736585365853658,0.010115337245525775,0.9560975609756096,0.9804878048780488,0.9735747820254863,0.010485082703847421,0.955361800432223,0.9806244876667412,0.974295309533795,0.009940815958066207,0.9570380384608376,0.9810066686376926
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,dann,opensource-core,fusion16,linear,5,"0,1,2,3,4",0.9897959183673469,0.02281702017856926,0.9489795918367347,1.0,0.9531707317073168,0.006544589202438481,0.946341463414634,0.9609756097560976,0.9529026007899247,0.007291281682508847,0.9447797898502124,0.9618451449437364,0.9536986265918683,0.006422153803306266,0.9466453606891564,0.960663732650565
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,source-only,opensource-core,residual-d,linear,5,"0,1,2,3,4",0.9346938775510203,0.0379064808591974,0.9081632653061223,1.0,0.8956097560975611,0.026851432086873954,0.8634146341463415,0.9365853658536586,0.8958342648483495,0.02575553412827502,0.8655637528876965,0.93539011848871,0.8952363775585332,0.02679332882354455,0.8634359706426412,0.936425114501863
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,dann,opensource-core,residual-d,linear,5,"0,1,2,3,4",0.9795918367346939,0.04017350956128479,0.9081632653061223,1.0,0.9258536585365855,0.013536036024889338,0.902439024390244,0.9365853658536586,0.924703778224905,0.013019965022741078,0.9025262687234518,0.935986288098964,0.9253241081244514,0.013763914953380625,0.9015384615384616,0.9360985221674876
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,source-only,opensource-core,fusion16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9707317073170731,0.006898602743283456,0.9658536585365852,0.9804878048780488,0.9709963484611374,0.006854816405839436,0.9659438110142337,0.9806244876667412,0.971514238475575,0.00674053927986996,0.966465148378192,0.9810066686376926
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,dann,opensource-core,fusion16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9541463414634146,0.00739792726248928,0.946341463414634,0.9658536585365852,0.9531261643937701,0.0074093339122918486,0.9447797898502124,0.9647514717937252,0.9547734845452748,0.007259913769639763,0.9463967823313818,0.9659827367528774
