split,description,task,variant,lambda,seed,classifier_label_usage,domain_label_usage,model_selection_labels,best_epoch,class_loss_last,coral_loss_last,total_loss_last,feature_extractor_objective,classifier_train_n,source_train_n,source_val_n,target_domain_n,target_validation_n,target_test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,70,0.0003085737116634846,0.005228506401181221,0.0013542750384658575,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.875,0.8634146341463415,1.0,0.8777777777777779,0.8613905656159178,1.0,0.8843320422267791,0.8641025641025641,0.13658536585365855
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,90,0.00015791101031936705,0.0018379613757133484,0.000525503302924335,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.925,0.8731707317073171,1.0,0.9222222222222222,0.8707802369774201,1.0,0.9279758536125259,0.8731560600861429,0.12682926829268293
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,20,0.0005778822815045714,0.001214482937939465,0.0011851238086819649,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,0.9,0.9,0.697560975609756,0.9166666666666666,0.9,0.7017661524703778,0.8943001443001443,0.9063067150635208,0.7014981297277948,0.20243902439024397
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,210,0.00035517997457645833,0.0017260583117604256,0.0012182091595605016,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.9,0.8439024390243902,1.0,0.9,0.8414188836724047,1.0,0.9063067150635208,0.8449800569800571,0.15609756097560978
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,60,0.0013824468478560448,0.0008097013924270868,0.0017872975440695882,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.875,0.8439024390243902,1.0,0.8777777777777779,0.8426112228929131,1.0,0.8843320422267791,0.8461125339364918,0.15609756097560978
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,70,0.0004516337940003723,0.002791882725432515,0.0018475751858204603,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.875,0.8585365853658536,1.0,0.8777777777777779,0.8560995603249125,1.0,0.8773809523809524,0.8591214412186279,0.14146341463414636
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,90,0.0002578511484898627,0.0007895652670413256,0.0006526337820105255,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.925,0.8682926829268293,1.0,0.9222222222222222,0.8660854012966689,1.0,0.9279758536125259,0.8685091291494306,0.13170731707317074
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,0,source labels only,no target-domain adaptation loss,target validation labels,20,0.00015688312123529613,,0.00015688312123529613,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,205,0.8666666666666667,0.8846153846153846,0.6878048780487804,0.8888888888888888,0.9,0.6953573291601459,0.8545548654244306,0.882010582010582,0.6822233396655121,0.17886178861788626
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,1,source labels only,no target-domain adaptation loss,target validation labels,100,0.00011390523286536336,,0.00011390523286536336,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,205,1.0,0.8846153846153846,0.7658536585365854,1.0,0.9,0.7680900216111484,1.0,0.899749373433584,0.769202130344793,0.23414634146341462
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,2,source labels only,no target-domain adaptation loss,target validation labels,50,0.00020935546490363777,,0.00020935546490363777,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,205,1.0,0.8461538461538461,0.7658536585365854,1.0,0.8666666666666666,0.7674938520008943,1.0,0.8653198653198654,0.7733730958174777,0.23414634146341462
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,3,source labels only,no target-domain adaptation loss,target validation labels,40,0.00010370092786615714,,0.00010370092786615714,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,205,1.0,0.8076923076923077,0.697560975609756,1.0,0.8333333333333334,0.7017661524703778,1.0,0.8294970161977835,0.704124438504659,0.30243902439024395
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,4,source labels only,no target-domain adaptation loss,target validation labels,30,0.0001266225299332291,,0.0001266225299332291,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,205,1.0,0.8846153846153846,0.7317073170731707,1.0,0.9,0.7358223414561443,1.0,0.899749373433584,0.737955698321552,0.2682926829268293
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,20,0.0002930501359514892,0.005103206727653742,0.0005482104606926441,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,0.8666666666666667,0.8846153846153846,0.7121951219512195,0.888888888888889,0.9,0.7176391683433936,0.8595520421607378,0.8883940620782727,0.7143027295285359,0.15447154471544722
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,180,0.00024133296392392367,0.00821639969944954,0.0006521529285237193,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.9230769230769231,0.8439024390243902,1.0,0.9333333333333332,0.8420150532826588,1.0,0.9214489214489214,0.8432566130513344,0.15609756097560978
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,90,0.00042183601181022823,0.010036962106823921,0.000923684099689126,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.8461538461538461,0.8146341463414634,1.0,0.8666666666666666,0.8144422088084061,1.0,0.8653198653198654,0.8148134830481234,0.18536585365853664
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,20,0.00033854052890092134,0.012884754687547684,0.0009827782632783055,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,0.9666666666666667,0.8076923076923077,0.7365853658536585,0.9722222222222222,0.8333333333333334,0.7387286683061332,0.959866220735786,0.8294970161977835,0.744575991299515,0.23008130081300815
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,70,7.17258226359263e-05,0.00390689866617322,0.0002670707763172686,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.8846153846153846,0.8634146341463415,1.0,0.9,0.8607943960056635,1.0,0.8883940620782727,0.863358087624225,0.13658536585365855
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,20,0.0003959586611017585,0.003161033848300576,0.001028165454044938,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,0.9,0.8846153846153846,0.7170731707317073,0.9166666666666666,0.9,0.7223340040241447,0.8943001443001443,0.8883940620782727,0.7194794620138131,0.18292682926829273
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,200,0.00031790119828656316,0.003706029150635004,0.0010591070167720318,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.9230769230769231,0.848780487804878,1.0,0.9333333333333332,0.84670988896341,1.0,0.9326599326599326,0.849236542809895,0.15121951219512197
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,70,0.0017233365215361118,0.001733848825097084,0.0020701063331216574,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.8461538461538461,0.8634146341463415,1.0,0.8666666666666666,0.8613905656159178,1.0,0.8653198653198654,0.86509324009324,0.13658536585365855
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,70,0.0003085737116634846,0.005228506401181221,0.0013542750384658575,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.8461538461538461,0.8634146341463415,1.0,0.8666666666666666,0.8613905656159178,1.0,0.8653198653198654,0.8641025641025641,0.13658536585365855
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,50,0.00015791101031936705,0.0018379613757133484,0.000525503302924335,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.9230769230769231,0.8682926829268293,1.0,0.9333333333333332,0.8654892316864148,1.0,0.9333333333333332,0.8675063425720184,0.13170731707317074
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,20,0.0005778822815045714,0.001214482937939465,0.0011851238086819649,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,0.9,0.9230769230769231,0.697560975609756,0.9166666666666666,0.9333333333333332,0.7017661524703778,0.8943001443001443,0.9333333333333332,0.7014981297277948,0.20243902439024397
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,20,0.00035517997457645833,0.0017260583117604256,0.0012182091595605016,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,0.9666666666666667,0.8846153846153846,0.7804878048780488,0.9722222222222222,0.9,0.7821745286534019,0.959866220735786,0.899749373433584,0.7822316310431146,0.18617886178861787
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,60,0.0013824468478560448,0.0008097013924270868,0.0017872975440695882,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.8461538461538461,0.8439024390243902,1.0,0.8666666666666666,0.8426112228929131,1.0,0.8653198653198654,0.8461125339364918,0.15609756097560978
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,70,0.0004516337940003723,0.002791882725432515,0.0018475751858204603,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.8461538461538461,0.8585365853658536,1.0,0.8666666666666666,0.8560995603249125,1.0,0.8526658526658526,0.8591214412186279,0.14146341463414636
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.5,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,50,0.0002578511484898627,0.0007895652670413256,0.0006526337820105255,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,205,1.0,0.9230769230769231,0.8682926829268293,1.0,0.9333333333333332,0.8648930620761606,1.0,0.9333333333333332,0.8682797194153457,0.13170731707317074
