split,description,task,variant,lambda,seed,classifier_label_usage,domain_label_usage,model_selection_labels,best_epoch,L_last,Ld_last,backward_loss_scalar_last,feature_extractor_objective,class_loss_last,domain_loss_last,classifier_train_n,source_train_n,source_val_n,target_labeled_train_n,target_domain_n,target_validation_n,target_test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap,domain_discriminator_accuracy
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,50,0.00020935546490363777,0.0,0.00020935546490363777,min L - lambda*Ld via gradient reversal,0.00020935546490363777,0.0,30,30,0,42,273,26,205,1.0,0.8461538461538461,0.7658536585365854,1.0,0.8666666666666666,0.7674938520008943,1.0,0.8653198653198654,0.7733730958174777,0.23414634146341462,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,40,0.00010370092786615714,0.0,0.00010370092786615714,min L - lambda*Ld via gradient reversal,0.00010370092786615714,0.0,30,30,0,42,273,26,205,1.0,0.8076923076923077,0.697560975609756,1.0,0.8333333333333334,0.7017661524703778,1.0,0.8294970161977835,0.704124438504659,0.30243902439024395,0.22442244224422442
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.0001266225299332291,0.0,0.0001266225299332291,min L - lambda*Ld via gradient reversal,0.0001266225299332291,0.0,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7317073170731707,1.0,0.9,0.7358223414561443,1.0,0.899749373433584,0.737955698321552,0.2682926829268293,0.528052805280528
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.0001314499240834266,0.2960902452468872,0.29622170329093933,min L - lambda*Ld via gradient reversal,0.0001314499240834266,0.2960902452468872,30,30,0,42,273,26,205,0.8333333333333334,0.9230769230769231,0.6926829268292682,0.8611111111111112,0.9333333333333332,0.698859825620389,0.8240387063916476,0.9333333333333332,0.6926581098806386,0.14065040650406513,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,7.345798803726211e-05,0.30905866622924805,0.3091321289539337,min L - lambda*Ld via gradient reversal,7.345798803726211e-05,0.30905866622924805,30,30,0,42,273,26,205,0.9333333333333333,0.8846153846153846,0.6926829268292682,0.9444444444444445,0.9,0.6976674863998807,0.9220779220779222,0.899749373433584,0.6957865598506937,0.2406504065040651,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,50,0.0002994804526679218,0.2665478587150574,0.2668473422527313,min L - lambda*Ld via gradient reversal,0.0002994804526679218,0.2665478587150574,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7268292682926829,1.0,0.9,0.7299351665548849,1.0,0.899749373433584,0.736326777706088,0.2731707317073171,0.9075907590759076
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,270,2.710722401388921e-05,0.3225756287574768,0.3226027488708496,min L - lambda*Ld via gradient reversal,2.710722401388921e-05,0.3225756287574768,30,30,0,42,273,26,205,1.0,0.8461538461538461,0.824390243902439,1.0,0.8666666666666666,0.8238318801699083,1.0,0.8653198653198654,0.8260548864036329,0.17560975609756102,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,4.3401199945947155e-05,0.24918554723262787,0.24922895431518555,min L - lambda*Ld via gradient reversal,4.3401199945947155e-05,0.24918554723262787,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7073170731707317,1.0,0.9,0.7111558238318801,1.0,0.899749373433584,0.7135416955691646,0.29268292682926833,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,7.669518527109176e-05,0.3006330132484436,0.30070969462394714,min L - lambda*Ld via gradient reversal,7.669518527109176e-05,0.3006330132484436,30,30,0,42,273,26,205,0.8,0.9230769230769231,0.7073170731707317,0.8333333333333334,0.9333333333333332,0.7135405022728967,0.7937356760886173,0.9333333333333332,0.7076927758022182,0.09268292682926838,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,340,0.00011059295502491295,0.28876081109046936,0.2888714075088501,min L - lambda*Ld via gradient reversal,0.00011059295502491295,0.28876081109046936,30,30,0,42,273,26,205,1.0,0.9230769230769231,0.697560975609756,1.0,0.9333333333333332,0.7011699828601237,1.0,0.9333333333333332,0.7032911060017543,0.30243902439024395,0.9108910891089109
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,40,0.006761645432561636,0.33474141359329224,0.3415030539035797,min L - lambda*Ld via gradient reversal,0.006761645432561636,0.33474141359329224,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.6878048780487804,1.0,0.9,0.6917803114986213,1.0,0.899749373433584,0.6941383203727559,0.31219512195121957,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,60,6.510765524581075e-05,0.3600616455078125,0.3601267635822296,min L - lambda*Ld via gradient reversal,6.510765524581075e-05,0.3600616455078125,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.6926829268292682,1.0,0.9,0.6964751471793725,1.0,0.899749373433584,0.695844769606837,0.30731707317073176,0.9042904290429042
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,9.662437514634803e-05,0.28659823536872864,0.28669485449790955,min L - lambda*Ld via gradient reversal,9.662437514634803e-05,0.28659823536872864,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7024390243902439,1.0,0.9,0.7064609881511289,1.0,0.899749373433584,0.7055361638552032,0.29756097560975614,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,2.624425724206958e-05,0.3307923972606659,0.33081865310668945,min L - lambda*Ld via gradient reversal,2.624425724206958e-05,0.3307923972606659,30,30,0,42,273,26,205,1.0,0.9230769230769231,0.7024390243902439,1.0,0.9333333333333332,0.7058648185408748,1.0,0.9333333333333332,0.7087558498428675,0.29756097560975614,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,5.236527067609131e-05,0.30066490173339844,0.3007172644138336,min L - lambda*Ld via gradient reversal,5.236527067609131e-05,0.30066490173339844,30,30,0,42,273,26,205,0.9333333333333333,0.8846153846153846,0.7073170731707317,0.9444444444444445,0.9,0.7117519934421342,0.9220779220779222,0.899749373433584,0.7109279172271298,0.22601626016260168,0.9042904290429042
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.0002213474945165217,0.2993362545967102,0.2995575964450836,min L - lambda*Ld via gradient reversal,0.0002213474945165217,0.2993362545967102,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7024390243902439,1.0,0.9,0.707057157761383,1.0,0.899749373433584,0.7033471090002976,0.29756097560975614,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,50,5.979817797197029e-05,0.31862154603004456,0.3186813294887543,min L - lambda*Ld via gradient reversal,5.979817797197029e-05,0.31862154603004456,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.697560975609756,1.0,0.9,0.7017661524703778,1.0,0.899749373433584,0.7011347867367806,0.30243902439024395,0.8943894389438944
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,120,4.1213323129341006e-05,0.3066076338291168,0.306648850440979,min L - lambda*Ld via gradient reversal,4.1213323129341006e-05,0.3066076338291168,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.8585365853658536,1.0,0.9,0.8572918995454207,1.0,0.899749373433584,0.8578608355623792,0.14146341463414636,0.9108910891089109
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,210,0.0001839108590502292,0.0,0.0001839108590502292,min L - lambda*Ld via gradient reversal,0.0001839108590502292,0.0,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.926829268292683,1.0,0.9666666666666667,0.9260004471272077,1.0,0.9665831244778613,0.9282453325515526,0.07317073170731703,0.35973597359735976
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,8.484106365358457e-05,0.0,8.484106365358457e-05,min L - lambda*Ld via gradient reversal,8.484106365358457e-05,0.0,72,30,0,42,273,26,205,0.9583333333333334,0.9615384615384616,0.9121951219512195,0.9629629629629629,0.9666666666666667,0.9125121096952084,0.9547511312217193,0.9665831244778613,0.9136828047703499,0.046138211382113825,0.3333333333333333
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,170,0.00029852951411157846,0.0,0.00029852951411157846,min L - lambda*Ld via gradient reversal,0.00029852951411157846,0.0,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9121951219512195,1.0,0.9666666666666667,0.911915940084954,1.0,0.9665831244778613,0.9134319000265751,0.08780487804878045,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,150,9.669355495134369e-05,0.0,9.669355495134369e-05,min L - lambda*Ld via gradient reversal,9.669355495134369e-05,0.0,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9170731707317074,1.0,0.9666666666666667,0.9178031149862136,1.0,0.9665831244778613,0.9183060380479735,0.08292682926829265,0.3564356435643564
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,130,5.2691077144118026e-05,0.0,5.2691077144118026e-05,min L - lambda*Ld via gradient reversal,5.2691077144118026e-05,0.0,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9317073170731708,1.0,0.9666666666666667,0.931291452418213,1.0,0.9665831244778613,0.9337549744248309,0.06829268292682922,0.2607260726072607
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,320,0.00023398538178298622,0.3050723075866699,0.3053062856197357,min L - lambda*Ld via gradient reversal,0.00023398538178298622,0.3050723075866699,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9219512195121952,1.0,0.9666666666666667,0.9213056114464564,1.0,0.9665831244778613,0.9235825670368499,0.07804878048780484,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.0008973848889581859,0.3105168640613556,0.3114142417907715,min L - lambda*Ld via gradient reversal,0.0008973848889581859,0.3105168640613556,72,30,0,42,273,26,205,0.9583333333333334,0.9615384615384616,0.9121951219512195,0.9629629629629629,0.9666666666666667,0.9125121096952084,0.9567876911530163,0.9665831244778613,0.9136828047703499,0.046138211382113825,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,170,0.00018738029757514596,0.2838382124900818,0.2840255796909332,min L - lambda*Ld via gradient reversal,0.00018738029757514596,0.2838382124900818,72,30,0,42,273,26,205,1.0,1.0,0.9219512195121952,1.0,1.0,0.9201132722259483,1.0,1.0,0.9214475692173534,0.07804878048780484,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,100,0.00021509621001314372,0.3641621470451355,0.3643772304058075,min L - lambda*Ld via gradient reversal,0.00021509621001314372,0.3641621470451355,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9219512195121952,1.0,0.9666666666666667,0.9207094418362024,1.0,0.9665831244778613,0.9230480495416811,0.07804878048780484,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,270,0.0001999436499318108,0.2827141582965851,0.28291410207748413,min L - lambda*Ld via gradient reversal,0.0001999436499318108,0.2827141582965851,72,30,0,42,273,26,205,1.0,1.0,0.926829268292683,1.0,1.0,0.9265966167374616,1.0,1.0,0.9276157925913244,0.07317073170731703,0.8910891089108911
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,60,0.002175833797082305,0.33683672547340393,0.3390125632286072,min L - lambda*Ld via gradient reversal,0.002175833797082305,0.33683672547340393,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9170731707317074,1.0,0.9666666666666667,0.9166107757657054,1.0,0.9665831244778613,0.9180991663289068,0.08292682926829265,0.9042904290429042
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.002596448641270399,0.3141089081764221,0.3167053461074829,min L - lambda*Ld via gradient reversal,0.002596448641270399,0.3141089081764221,72,30,0,42,273,26,205,0.9722222222222222,0.9615384615384616,0.9121951219512195,0.9753086419753086,0.9666666666666667,0.9125121096952084,0.972109872109872,0.9665831244778613,0.9136828047703499,0.060027100271002665,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,140,0.0003987818490713835,0.3046473264694214,0.30504611134529114,min L - lambda*Ld via gradient reversal,0.0003987818490713835,0.3046473264694214,72,30,0,42,273,26,205,1.0,1.0,0.9317073170731708,1.0,1.0,0.9289067739771966,1.0,1.0,0.9306381632624382,0.06829268292682922,0.8877887788778878
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,120,0.00015421013813465834,0.3145419657230377,0.31469616293907166,min L - lambda*Ld via gradient reversal,0.00015421013813465834,0.3145419657230377,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9219512195121952,1.0,0.9666666666666667,0.9213056114464565,1.0,0.9665831244778613,0.9229305181951988,0.07804878048780484,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,160,0.0019377507269382477,0.28671783208847046,0.2886555790901184,min L - lambda*Ld via gradient reversal,0.0019377507269382477,0.28671783208847046,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.8878048780487805,1.0,0.9666666666666667,0.8878455920709442,1.0,0.9665831244778613,0.8890808954128596,0.1121951219512195,0.8910891089108911
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,40,0.004366972949355841,0.313535213470459,0.31790217757225037,min L - lambda*Ld via gradient reversal,0.004366972949355841,0.313535213470459,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9170731707317074,1.0,0.9666666666666667,0.9166107757657054,1.0,0.9665831244778613,0.9189592969497276,0.08292682926829265,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,140,0.0005463866982609034,0.32083970308303833,0.32138609886169434,min L - lambda*Ld via gradient reversal,0.0005463866982609034,0.32083970308303833,72,30,0,42,273,26,205,1.0,1.0,0.9219512195121952,1.0,1.0,0.9224979506669647,1.0,1.0,0.9225694847862851,0.07804878048780484,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,100,0.0014502245467156172,0.31972265243530273,0.3211728632450104,min L - lambda*Ld via gradient reversal,0.0014502245467156172,0.31972265243530273,72,30,0,42,273,26,205,1.0,1.0,0.926829268292683,1.0,1.0,0.9260004471272077,1.0,1.0,0.9268569216304409,0.07317073170731703,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,220,0.013976139016449451,0.298199325799942,0.312175452709198,min L - lambda*Ld via gradient reversal,0.013976139016449451,0.298199325799942,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9073170731707317,1.0,0.9666666666666667,0.9054325955734406,1.0,0.9665831244778613,0.9069841269841271,0.09268292682926826,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,130,0.0007513067685067654,0.3152221441268921,0.3159734606742859,min L - lambda*Ld via gradient reversal,0.0007513067685067654,0.3152221441268921,72,30,0,42,273,26,205,1.0,0.9615384615384616,0.9170731707317074,1.0,0.9666666666666667,0.9160146061554513,1.0,0.9665831244778613,0.91734540208513,0.08292682926829265,0.9141914191419142
