epoch,L,Ld,backward_loss_scalar,class_loss,domain_loss,total_loss,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,split,task,variant,lambda,seed,seed_values
280,0.00023932238400448114,0.509602427482605,0.5098417401313782,0.00023932238400448114,0.509602427482605,0.5098417401313782,1.0,0.6538461538461539,0.7186147186147186,0.8547854785478548,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
285,0.0005427598371170461,0.4660937190055847,0.4666364789009094,0.0005427598371170461,0.4660937190055847,0.4666364789009094,1.0,0.6923076923076923,0.7445887445887446,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
290,0.0001485672837588936,0.3339906334877014,0.3341391980648041,0.0001485672837588936,0.3339906334877014,0.3341391980648041,1.0,0.7307692307692307,0.7705627705627706,0.9042904290429042,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
295,0.002559314714744687,0.36947110295295715,0.3720304071903229,0.002559314714744687,0.36947110295295715,0.3720304071903229,1.0,0.7692307692307693,0.7705627705627706,0.9042904290429042,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
300,0.00010626255971146747,0.3100356161594391,0.3101418912410736,0.00010626255971146747,0.3100356161594391,0.3101418912410736,1.0,0.7692307692307693,0.7878787878787878,0.8943894389438944,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
305,9.289658919442445e-05,0.28845998644828796,0.2885528802871704,9.289658919442445e-05,0.28845998644828796,0.2885528802871704,1.0,0.7692307692307693,0.7922077922077922,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
310,0.0002575974795036018,0.29442349076271057,0.2946811020374298,0.0002575974795036018,0.29442349076271057,0.2946811020374298,1.0,0.7692307692307693,0.7922077922077922,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
315,0.0001604386343387887,0.29358381032943726,0.2937442362308502,0.0001604386343387887,0.29358381032943726,0.2937442362308502,1.0,0.8076923076923077,0.7662337662337663,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
320,0.0001245561143150553,0.28748422861099243,0.2876087725162506,0.0001245561143150553,0.28748422861099243,0.2876087725162506,1.0,0.8076923076923077,0.7402597402597403,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
325,0.00044952836469747126,0.28841090202331543,0.2888604402542114,0.00044952836469747126,0.28841090202331543,0.2888604402542114,1.0,0.8461538461538461,0.7445887445887446,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
330,0.0001635201770113781,0.2878909111022949,0.2880544364452362,0.0001635201770113781,0.2878909111022949,0.2880544364452362,1.0,0.8461538461538461,0.7359307359307359,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
335,0.0004558535583782941,0.2892603576183319,0.2897162139415741,0.0004558535583782941,0.2892603576183319,0.2897162139415741,1.0,0.8461538461538461,0.7359307359307359,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
340,0.0003002400335390121,0.289391428232193,0.28969165682792664,0.0003002400335390121,0.289391428232193,0.28969165682792664,1.0,0.8076923076923077,0.7359307359307359,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
345,0.0025777535047382116,0.28170353174209595,0.28428128361701965,0.0025777535047382116,0.28170353174209595,0.28428128361701965,1.0,0.8461538461538461,0.7402597402597403,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
350,5.721440174966119e-05,0.28229668736457825,0.2823539078235626,5.721440174966119e-05,0.28229668736457825,0.2823539078235626,1.0,0.8461538461538461,0.7445887445887446,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
355,0.0012870721984654665,0.284188836812973,0.2854759097099304,0.0012870721984654665,0.284188836812973,0.2854759097099304,1.0,0.8461538461538461,0.7445887445887446,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
360,0.00010699323320295662,0.28934818506240845,0.2894551753997803,0.00010699323320295662,0.28934818506240845,0.2894551753997803,1.0,0.8461538461538461,0.7445887445887446,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
365,0.0008090489427559078,0.28910210728645325,0.289911150932312,0.0008090489427559078,0.28910210728645325,0.289911150932312,1.0,0.8461538461538461,0.7445887445887446,0.9042904290429042,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
370,0.0002622871834319085,0.29005569219589233,0.29031798243522644,0.0002622871834319085,0.29005569219589233,0.29031798243522644,1.0,0.8461538461538461,0.7445887445887446,0.9042904290429042,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
375,0.00017872682656161487,0.29386863112449646,0.29404735565185547,0.00017872682656161487,0.29386863112449646,0.29404735565185547,1.0,0.8076923076923077,0.7445887445887446,0.9042904290429042,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
380,0.0002318361948709935,0.29231709241867065,0.29254892468452454,0.0002318361948709935,0.29231709241867065,0.29254892468452454,1.0,0.7692307692307693,0.7445887445887446,0.9042904290429042,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
385,5.857172072865069e-05,0.29797130823135376,0.2980298697948456,5.857172072865069e-05,0.29797130823135376,0.2980298697948456,1.0,0.7692307692307693,0.7445887445887446,0.9042904290429042,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
390,0.00014813437883276492,0.29404982924461365,0.2941979765892029,0.00014813437883276492,0.29404982924461365,0.2941979765892029,1.0,0.7307692307692307,0.7445887445887446,0.9042904290429042,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
395,9.567850065650418e-05,0.29020988941192627,0.29030555486679077,9.567850065650418e-05,0.29020988941192627,0.29030555486679077,1.0,0.7307692307692307,0.7445887445887446,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
400,0.0001314499240834266,0.2960902452468872,0.29622170329093933,0.0001314499240834266,0.2960902452468872,0.29622170329093933,1.0,0.7307692307692307,0.7532467532467533,0.900990099009901,S5_train_I_D1_val_D2_3,three_class_with_air,DANN-UDA,0.05,0,"0,1,2,3,4"
1,1.1147408485412598,0.0,1.1147408485412598,1.1147408485412598,0.0,1.1147408485412598,0.5652173913043478,0.38461538461538464,0.3852813852813853,0.8976897689768977,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
5,0.7962650656700134,0.0,0.7962650656700134,0.7962650656700134,0.0,0.7962650656700134,0.5869565217391305,0.5769230769230769,0.5844155844155844,0.8778877887788779,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
10,0.577629029750824,0.0,0.577629029750824,0.577629029750824,0.0,0.577629029750824,0.6956521739130435,0.7692307692307693,0.7056277056277056,0.7458745874587459,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
15,0.394574910402298,0.0,0.394574910402298,0.394574910402298,0.0,0.394574910402298,0.9347826086956522,0.8846153846153846,0.8181818181818182,0.6402640264026402,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
20,0.24847202003002167,0.0,0.24847202003002167,0.24847202003002167,0.0,0.24847202003002167,0.9130434782608695,0.8846153846153846,0.8181818181818182,0.5478547854785478,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
25,0.1435893028974533,0.0,0.1435893028974533,0.1435893028974533,0.0,0.1435893028974533,0.9782608695652174,0.9230769230769231,0.8441558441558441,0.49834983498349833,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
30,0.061786916106939316,0.0,0.061786916106939316,0.061786916106939316,0.0,0.061786916106939316,1.0,0.9230769230769231,0.8441558441558441,0.48184818481848185,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
35,0.028896020725369453,0.0,0.028896020725369453,0.028896020725369453,0.0,0.028896020725369453,1.0,0.8846153846153846,0.8441558441558441,0.45874587458745875,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
40,0.020227964967489243,0.0,0.020227964967489243,0.020227964967489243,0.0,0.020227964967489243,1.0,0.8846153846153846,0.8138528138528138,0.46864686468646866,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
45,0.014321734197437763,0.0,0.014321734197437763,0.014321734197437763,0.0,0.014321734197437763,1.0,0.8461538461538461,0.8051948051948052,0.44884488448844884,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
50,0.014937708154320717,0.0,0.014937708154320717,0.014937708154320717,0.0,0.014937708154320717,1.0,0.8076923076923077,0.8095238095238095,0.44554455445544555,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
55,0.003032311098650098,0.0,0.003032311098650098,0.003032311098650098,0.0,0.003032311098650098,1.0,0.8076923076923077,0.8138528138528138,0.42574257425742573,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
60,0.0020353146828711033,0.0,0.0020353146828711033,0.0020353146828711033,0.0,0.0020353146828711033,1.0,0.8076923076923077,0.8138528138528138,0.39933993399339934,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
65,0.0071028610691428185,0.0,0.0071028610691428185,0.0071028610691428185,0.0,0.0071028610691428185,1.0,0.8461538461538461,0.8051948051948052,0.38613861386138615,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
70,0.042488422244787216,0.0,0.042488422244787216,0.042488422244787216,0.0,0.042488422244787216,1.0,0.8461538461538461,0.8008658008658008,0.37623762376237624,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
75,0.004709706176072359,0.0,0.004709706176072359,0.004709706176072359,0.0,0.004709706176072359,1.0,0.8461538461538461,0.7965367965367965,0.36303630363036304,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
80,0.000786518445238471,0.0,0.000786518445238471,0.000786518445238471,0.0,0.000786518445238471,1.0,0.8076923076923077,0.8051948051948052,0.3795379537953795,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
85,0.0004926290130242705,0.0,0.0004926290130242705,0.0004926290130242705,0.0,0.0004926290130242705,1.0,0.8076923076923077,0.8095238095238095,0.38283828382838286,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
90,0.006509090308099985,0.0,0.006509090308099985,0.006509090308099985,0.0,0.006509090308099985,1.0,0.8076923076923077,0.8051948051948052,0.38283828382838286,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
95,0.00031608654535375535,0.0,0.00031608654535375535,0.00031608654535375535,0.0,0.00031608654535375535,1.0,0.8076923076923077,0.8008658008658008,0.37623762376237624,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
100,0.0020899144001305103,0.0,0.0020899144001305103,0.0020899144001305103,0.0,0.0020899144001305103,1.0,0.8076923076923077,0.8008658008658008,0.37623762376237624,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
105,0.003003611695021391,0.0,0.003003611695021391,0.003003611695021391,0.0,0.003003611695021391,1.0,0.8076923076923077,0.8008658008658008,0.37623762376237624,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
110,0.0024811462499201298,0.0,0.0024811462499201298,0.0024811462499201298,0.0,0.0024811462499201298,1.0,0.8076923076923077,0.8051948051948052,0.38283828382838286,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
115,0.0027762867975980043,0.0,0.0027762867975980043,0.0027762867975980043,0.0,0.0027762867975980043,1.0,0.8461538461538461,0.8095238095238095,0.36633663366336633,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
120,0.0054501378908753395,0.0,0.0054501378908753395,0.0054501378908753395,0.0,0.0054501378908753395,1.0,0.8461538461538461,0.8051948051948052,0.35973597359735976,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
125,0.0011216690763831139,0.0,0.0011216690763831139,0.0011216690763831139,0.0,0.0011216690763831139,1.0,0.8461538461538461,0.8051948051948052,0.36303630363036304,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
130,0.00024080298317130655,0.0,0.00024080298317130655,0.00024080298317130655,0.0,0.00024080298317130655,1.0,0.8461538461538461,0.8095238095238095,0.37623762376237624,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
135,0.00060695328284055,0.0,0.00060695328284055,0.00060695328284055,0.0,0.00060695328284055,1.0,0.8461538461538461,0.8138528138528138,0.3795379537953795,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
140,0.00046247750287875533,0.0,0.00046247750287875533,0.00046247750287875533,0.0,0.00046247750287875533,1.0,0.8076923076923077,0.8095238095238095,0.38283828382838286,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
145,0.0005357684567570686,0.0,0.0005357684567570686,0.0005357684567570686,0.0,0.0005357684567570686,1.0,0.8076923076923077,0.8095238095238095,0.38283828382838286,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
150,0.00021325029956642538,0.0,0.00021325029956642538,0.00021325029956642538,0.0,0.00021325029956642538,1.0,0.8076923076923077,0.8095238095238095,0.3795379537953795,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
155,0.00028389476938173175,0.0,0.00028389476938173175,0.00028389476938173175,0.0,0.00028389476938173175,1.0,0.8076923076923077,0.8095238095238095,0.38283828382838286,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
160,0.00017695326823741198,0.0,0.00017695326823741198,0.00017695326823741198,0.0,0.00017695326823741198,1.0,0.8076923076923077,0.8138528138528138,0.3795379537953795,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
165,0.0003753734054043889,0.0,0.0003753734054043889,0.0003753734054043889,0.0,0.0003753734054043889,1.0,0.8076923076923077,0.8095238095238095,0.38283828382838286,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
170,0.00033219868782907724,0.0,0.00033219868782907724,0.00033219868782907724,0.0,0.00033219868782907724,1.0,0.8076923076923077,0.8051948051948052,0.3795379537953795,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
175,0.00015503940812777728,0.0,0.00015503940812777728,0.00015503940812777728,0.0,0.00015503940812777728,1.0,0.8076923076923077,0.8095238095238095,0.38283828382838286,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
180,0.00014468870358541608,0.0,0.00014468870358541608,0.00014468870358541608,0.0,0.00014468870358541608,1.0,0.8076923076923077,0.8095238095238095,0.38613861386138615,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
185,0.0001959694200195372,0.0,0.0001959694200195372,0.0001959694200195372,0.0,0.0001959694200195372,1.0,0.8076923076923077,0.8095238095238095,0.38943894389438943,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
190,0.0001919490605359897,0.0,0.0001919490605359897,0.0001919490605359897,0.0,0.0001919490605359897,1.0,0.8076923076923077,0.8095238095238095,0.38943894389438943,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
195,0.00012147543020546436,0.0,0.00012147543020546436,0.00012147543020546436,0.0,0.00012147543020546436,1.0,0.8076923076923077,0.8095238095238095,0.3927392739273927,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
200,7.091954466886818e-05,0.0,7.091954466886818e-05,7.091954466886818e-05,0.0,7.091954466886818e-05,1.0,0.8076923076923077,0.8138528138528138,0.3927392739273927,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
205,0.0003974215651396662,0.0,0.0003974215651396662,0.0003974215651396662,0.0,0.0003974215651396662,1.0,0.8076923076923077,0.8138528138528138,0.38943894389438943,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
210,0.00013763507013209164,0.0,0.00013763507013209164,0.00013763507013209164,0.0,0.00013763507013209164,1.0,0.8076923076923077,0.8138528138528138,0.38943894389438943,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
215,8.158295531757176e-05,0.0,8.158295531757176e-05,8.158295531757176e-05,0.0,8.158295531757176e-05,1.0,0.8076923076923077,0.8138528138528138,0.38943894389438943,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
220,0.00025451212422922254,0.0,0.00025451212422922254,0.00025451212422922254,0.0,0.00025451212422922254,1.0,0.8076923076923077,0.8138528138528138,0.3927392739273927,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
225,8.779501513345167e-05,0.0,8.779501513345167e-05,8.779501513345167e-05,0.0,8.779501513345167e-05,1.0,0.8076923076923077,0.8138528138528138,0.3927392739273927,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
230,0.00015683089441154152,0.0,0.00015683089441154152,0.00015683089441154152,0.0,0.00015683089441154152,1.0,0.8076923076923077,0.8138528138528138,0.3927392739273927,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
235,0.0025641024112701416,0.0,0.0025641024112701416,0.0025641024112701416,0.0,0.0025641024112701416,1.0,0.8076923076923077,0.8138528138528138,0.3927392739273927,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
240,0.00011913150228792801,0.0,0.00011913150228792801,0.00011913150228792801,0.0,0.00011913150228792801,1.0,0.8076923076923077,0.8181818181818182,0.3927392739273927,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
245,0.0005264536594040692,0.0,0.0005264536594040692,0.0005264536594040692,0.0,0.0005264536594040692,1.0,0.8076923076923077,0.8138528138528138,0.39603960396039606,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
250,0.0003793519572354853,0.0,0.0003793519572354853,0.0003793519572354853,0.0,0.0003793519572354853,1.0,0.8076923076923077,0.8051948051948052,0.39603960396039606,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
255,0.000598608166910708,0.0,0.000598608166910708,0.000598608166910708,0.0,0.000598608166910708,1.0,0.8076923076923077,0.8051948051948052,0.40924092409240925,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
260,0.00012387035530991852,0.0,0.00012387035530991852,0.00012387035530991852,0.0,0.00012387035530991852,1.0,0.8076923076923077,0.8051948051948052,0.41254125412541254,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
265,0.00012229010462760925,0.0,0.00012229010462760925,0.00012229010462760925,0.0,0.00012229010462760925,1.0,0.8076923076923077,0.8095238095238095,0.4158415841584158,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
270,0.00010884370567509905,0.0,0.00010884370567509905,0.00010884370567509905,0.0,0.00010884370567509905,1.0,0.8076923076923077,0.8095238095238095,0.41914191419141916,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
275,0.0001917706977110356,0.0,0.0001917706977110356,0.0001917706977110356,0.0,0.0001917706977110356,1.0,0.8076923076923077,0.8095238095238095,0.42244224422442245,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
280,0.00022218139201868325,0.0,0.00022218139201868325,0.00022218139201868325,0.0,0.00022218139201868325,1.0,0.8076923076923077,0.8095238095238095,0.42244224422442245,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
285,0.00029692737734876573,0.0,0.00029692737734876573,0.00029692737734876573,0.0,0.00029692737734876573,1.0,0.8076923076923077,0.8095238095238095,0.41914191419141916,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
290,0.00016442709602415562,0.0,0.00016442709602415562,0.00016442709602415562,0.0,0.00016442709602415562,1.0,0.8076923076923077,0.8095238095238095,0.39933993399339934,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
295,0.0003782342537306249,0.0,0.0003782342537306249,0.0003782342537306249,0.0,0.0003782342537306249,1.0,0.8076923076923077,0.8095238095238095,0.40594059405940597,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
300,0.00033344526309520006,0.0,0.00033344526309520006,0.00033344526309520006,0.0,0.00033344526309520006,1.0,0.8076923076923077,0.8051948051948052,0.41914191419141916,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
305,0.0006186897517181933,0.0,0.0006186897517181933,0.0006186897517181933,0.0,0.0006186897517181933,1.0,0.8076923076923077,0.8095238095238095,0.41914191419141916,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
310,0.00013023409701418132,0.0,0.00013023409701418132,0.00013023409701418132,0.0,0.00013023409701418132,1.0,0.8076923076923077,0.8138528138528138,0.42574257425742573,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
315,0.00021713309979531914,0.0,0.00021713309979531914,0.00021713309979531914,0.0,0.00021713309979531914,1.0,0.8076923076923077,0.8138528138528138,0.42244224422442245,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
320,0.00011577675468288362,0.0,0.00011577675468288362,0.00011577675468288362,0.0,0.00011577675468288362,1.0,0.8076923076923077,0.8181818181818182,0.42574257425742573,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
325,0.0002930034534074366,0.0,0.0002930034534074366,0.0002930034534074366,0.0,0.0002930034534074366,1.0,0.8461538461538461,0.8268398268398268,0.46204620462046203,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
330,0.0001349809899693355,0.0,0.0001349809899693355,0.0001349809899693355,0.0,0.0001349809899693355,1.0,0.8461538461538461,0.8225108225108225,0.4752475247524752,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
335,0.003583339974284172,0.0,0.003583339974284172,0.003583339974284172,0.0,0.003583339974284172,1.0,0.8461538461538461,0.8268398268398268,0.5016501650165016,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
340,0.00011049511522287503,0.0,0.00011049511522287503,0.00011049511522287503,0.0,0.00011049511522287503,1.0,0.8076923076923077,0.8051948051948052,0.4389438943894389,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
345,0.006953392177820206,0.0,0.006953392177820206,0.006953392177820206,0.0,0.006953392177820206,1.0,0.6538461538461539,0.7402597402597403,0.36303630363036304,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
350,0.002516556531190872,0.0,0.002516556531190872,0.002516556531190872,0.0,0.002516556531190872,1.0,0.7692307692307693,0.7922077922077922,0.43234323432343236,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
355,0.0005656854482367635,0.0,0.0005656854482367635,0.0005656854482367635,0.0,0.0005656854482367635,1.0,0.8846153846153846,0.8398268398268398,0.528052805280528,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
360,0.0002490140905138105,0.0,0.0002490140905138105,0.0002490140905138105,0.0,0.0002490140905138105,1.0,0.8846153846153846,0.8354978354978355,0.5346534653465347,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
365,0.00045503690489567816,0.0,0.00045503690489567816,0.00045503690489567816,0.0,0.00045503690489567816,1.0,0.8846153846153846,0.8268398268398268,0.528052805280528,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
370,0.0002460008254274726,0.0,0.0002460008254274726,0.0002460008254274726,0.0,0.0002460008254274726,1.0,0.8846153846153846,0.8311688311688312,0.528052805280528,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
375,0.0010451206471771002,0.0,0.0010451206471771002,0.0010451206471771002,0.0,0.0010451206471771002,1.0,0.9230769230769231,0.8354978354978355,0.5181518151815182,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
380,0.00037872145185247064,0.0,0.00037872145185247064,0.00037872145185247064,0.0,0.00037872145185247064,1.0,0.8846153846153846,0.8528138528138528,0.5214521452145214,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
385,0.00018865967285819352,0.0,0.00018865967285819352,0.00018865967285819352,0.0,0.00018865967285819352,1.0,0.8846153846153846,0.8528138528138528,0.5082508250825083,S5_train_I_D1_val_D2_3,three_class_with_air,MLP source + target labels,0.0,0,"0,1,2,3,4"
